locale	calendar	skeleton	pattern
zh_Hant_TW	japanese	U	Gy年
zh_Hant_TW	japanese	UUUU	Gy年
zh_Hant_TW	japanese	d	d日
zh_Hant_TW	japanese	dd	dd日
zh_Hant_TW	japanese	h	Bh時
zh_Hant_TW	japanese	hh	Bhh時
zh_Hant_TW	japanese	hhm	Bhh:mm
zh_Hant_TW	japanese	hm	Bh:mm
zh_Hant_TW	japanese	hmm	Bh:mm
zh_Hant_TW	japanese	hms	Bh:mm:ss
zh_Hant_TW	japanese	hmss	Bh:mm:ss
zh_Hant_TW	japanese	hmsz	Bh:mm:ss z
zh_Hant_TW	japanese	hmszz	Bh:mm:ss zz
zh_Hant_TW	japanese	hmszzz	Bh:mm:ss zzz
zh_Hant_TW	japanese	hmszzzz	Bh:mm:ss zzzz
zh_Hant_TW	japanese	hmszzzzz	Bh:mm:ss zzzzz
zh_Hant_TW	japanese	j	Bh時
zh_Hant_TW	japanese	jj	Bh時
zh_Hant_TW	japanese	jjj	BBBBh時
zh_Hant_TW	japanese	jjjj	BBBBh時
zh_Hant_TW	japanese	jjjjj	BBBBBh時
zh_Hant_TW	japanese	jjjjjj	BBBBBh時
zh_Hant_TW	japanese	jjjjjjm	BBBBBh:mm
zh_Hant_TW	japanese	jjjjjm	BBBBBh:mm
zh_Hant_TW	japanese	jjjjm	BBBBh:mm
zh_Hant_TW	japanese	jjjm	BBBBh:mm
zh_Hant_TW	japanese	jm	Bh:mm
zh_Hant_TW	japanese	m	m
zh_Hant_TW	japanese	mm	mm
zh_Hant_TW	japanese	s	s
zh_Hant_TW	japanese	ss	ss
zh_Hant_TW	japanese	v	v
zh_Hant_TW	japanese	vvvv	vvvv
zh_Hant_TW	japanese	y	Gy年
zh_Hant_TW	japanese	yM	Gy/M
zh_Hant_TW	japanese	yMM	Gy/MM
zh_Hant_TW	japanese	yMMM	Gy年M月
zh_Hant_TW	japanese	yMMMM	Gy年M月
zh_Hant_TW	japanese	yMMMMEEEEdvvvv	Gy年M月d日EEEE vvvv
zh_Hant_TW	japanese	yMMMMM	Gy年M月
zh_Hant_TW	japanese	yMMMMdhmsvvvv	Gy年M月d日 Bh:mm:ss vvvv
zh_Hant_TW	japanese	yMMMMdv	Gy年M月d日 v
zh_Hant_TW	japanese	yMdE	Gy/M/d（E）
zh_Hant_TW	japanese	yMdEEEE	Gy/M/d（EEEE）
zh_Hant_TW	japanese	yMdEEEEE	Gy/M/d（EEEEE）
zh_Hant_TW	japanese	yMdEEEEEE	Gy/M/d（EEEEEE）
zh_Hant_TW	japanese	yMdd	Gy/M/dd
zh_Hant_TW	japanese	yMv	Gy/M v
zh_Hant_TW	japanese	yQ	Gy年QQQ
zh_Hant_TW	japanese	yQQQ	Gy年QQQ
zh_Hant_TW	japanese	yQQQQ	Gy年QQQQ
zh_Hant_TW	japanese	yy	Gyy年
zh_Hant_TW	japanese	yyMd	Gyy/M/d
zh_Hant_TW	japanese	yyyy	Gy年
zh_Hant_TW	japanese	yyyyMd	Gy/M/d
zh_Hant_TW	japanese	z	z
zh_Hant_TW	japanese	zz	zz
zh_Hant_TW	japanese	zzz	zzz
zh_Hant_TW	japanese	zzzz	zzzz
zh_Hant_TW	japanese	zzzzz	zzzzz
zh_Hant_TW	buddhist	B	B
zh_Hant_TW	buddhist	BBBB	BBBB
zh_Hant_TW	buddhist	BBBBB	BBBBB
zh_Hant_TW	buddhist	BBBBBhm	BBBBBh:mm
zh_Hant_TW	buddhist	BBBBhm	BBBBh:mm
zh_Hant_TW	buddhist	Bhh	Bhh時
zh_Hant_TW	buddhist	Bhm	Bh:mm
zh_Hant_TW	buddhist	C	Bh時
zh_Hant_TW	buddhist	CC	Bh時
zh_Hant_TW	buddhist	CCC	BBBBh時
zh_Hant_TW	buddhist	CCCC	BBBBh時
zh_Hant_TW	buddhist	CCCCC	BBBBBh時
zh_Hant_TW	buddhist	CCCCCC	BBBBBh時
zh_Hant_TW	buddhist	CCCCCCm	BBBBBh:mm
zh_Hant_TW	buddhist	CCCCCm	BBBBBh:mm
zh_Hant_TW	buddhist	CCCCm	BBBBh:mm
zh_Hant_TW	buddhist	CCCm	BBBBh:mm
zh_Hant_TW	buddhist	CCm	Bh:mm
zh_Hant_TW	buddhist	Cm	Bh:mm
zh_Hant_TW	buddhist	E	ccc
zh_Hant_TW	buddhist	EEEE	cccc
zh_Hant_TW	buddhist	EEEEE	ccccc
zh_Hant_TW	buddhist	EEEEEE	cccccc
zh_Hant_TW	buddhist	G	G
zh_Hant_TW	buddhist	GG	GG
zh_Hant_TW	buddhist	GGG	GGG
zh_Hant_TW	buddhist	GGGG	GGGG
zh_Hant_TW	buddhist	GGGGG	GGGGG
zh_Hant_TW	buddhist	GGGGGyMd	GGGGGy/M/d
zh_Hant_TW	buddhist	GGGGyMd	GGGGy/M/d
zh_Hant_TW	buddhist	GGGyMd	GGGy/M/d
zh_Hant_TW	buddhist	GGyMd	GGy/M/d
zh_Hant_TW	buddhist	H	H時
zh_Hant_TW	buddhist	HH	HH時
zh_Hant_TW	buddhist	HHm	HH:mm
zh_Hant_TW	buddhist	Hm	H:mm
zh_Hant_TW	buddhist	Hms	H:mm:ss
zh_Hant_TW	buddhist	J	h時
zh_Hant_TW	buddhist	JJ	h時
zh_Hant_TW	buddhist	JJJ	h時
zh_Hant_TW	buddhist	JJJJ	h時
zh_Hant_TW	buddhist	JJJJJ	h時
zh_Hant_TW	buddhist	JJJJJJ	h時
zh_Hant_TW	buddhist	JJJJJJm	h:mm
zh_Hant_TW	buddhist	JJJJJm	h:mm
zh_Hant_TW	buddhist	JJJJm	h:mm
zh_Hant_TW	buddhist	JJJm	h:mm
zh_Hant_TW	buddhist	JJm	h:mm
zh_Hant_TW	buddhist	Jm	h:mm
zh_Hant_TW	buddhist	M	M月
zh_Hant_TW	buddhist	MM	MM月
zh_Hant_TW	buddhist	MMM	LLL
zh_Hant_TW	buddhist	MMMMM	LLLLL
zh_Hant_TW	buddhist	Q	Q
zh_Hant_TW	buddhist	QQ	QQ
zh_Hant_TW	buddhist	QQQ	QQQ
zh_Hant_TW	buddhist	QQQQ	QQQQ
zh_Hant_TW	buddhist	QQQQQ	QQQQQ
zh_Hant_TW	buddhist	U	Gy年
zh_Hant_TW	buddhist	UUUU	Gy年
zh_Hant_TW	buddhist	d	d日
zh_Hant_TW	buddhist	dd	dd日
zh_Hant_TW	buddhist	h	Bh時
zh_Hant_TW	buddhist	hh	Bhh時
zh_Hant_TW	buddhist	hhm	Bhh:mm
zh_Hant_TW	buddhist	hm	Bh:mm
zh_Hant_TW	buddhist	hmm	Bh:mm
zh_Hant_TW	buddhist	hms	Bh:mm:ss
zh_Hant_TW	buddhist	hmss	Bh:mm:ss
zh_Hant_TW	buddhist	hmsz	Bh:mm:ss z
zh_Hant_TW	buddhist	hmszz	Bh:mm:ss zz
zh_Hant_TW	buddhist	hmszzz	Bh:mm:ss zzz
zh_Hant_TW	buddhist	hmszzzz	Bh:mm:ss zzzz
zh_Hant_TW	buddhist	hmszzzzz	Bh:mm:ss zzzzz
zh_Hant_TW	buddhist	j	Bh時
zh_Hant_TW	buddhist	jj	Bh時
zh_Hant_TW	buddhist	jjj	BBBBh時
zh_Hant_TW	buddhist	jjjj	BBBBh時
zh_Hant_TW	buddhist	jjjjj	BBBBBh時
zh_Hant_TW	buddhist	jjjjjj	BBBBBh時
zh_Hant_TW	buddhist	jjjjjjm	BBBBBh:mm
zh_Hant_TW	buddhist	jjjjjm	BBBBBh:mm
zh_Hant_TW	buddhist	jjjjm	BBBBh:mm
zh_Hant_TW	buddhist	jjjm	BBBBh:mm
zh_Hant_TW	buddhist	jm	Bh:mm
zh_Hant_TW	buddhist	m	m
zh_Hant_TW	buddhist	mm	mm
zh_Hant_TW	buddhist	s	s
zh_Hant_TW	buddhist	ss	ss
zh_Hant_TW	buddhist	v	v
zh_Hant_TW	buddhist	vvvv	vvvv
zh_Hant_TW	buddhist	y	Gy年
zh_Hant_TW	buddhist	yM	Gy/M
zh_Hant_TW	buddhist	yMM	Gy/MM
zh_Hant_TW	buddhist	yMMM	Gy年M月
zh_Hant_TW	buddhist	yMMMM	Gy年M月
zh_Hant_TW	buddhist	yMMMMEEEEdvvvv	Gy年M月d日EEEE vvvv
zh_Hant_TW	buddhist	yMMMMM	Gy年M月
zh_Hant_TW	buddhist	yMMMMdhmsvvvv	Gy年M月d日 Bh:mm:ss vvvv
zh_Hant_TW	buddhist	yMMMMdv	Gy年M月d日 v
zh_Hant_TW	buddhist	yMdE	Gy/M/d（E）
zh_Hant_TW	buddhist	yMdEEEE	Gy/M/d（EEEE）
zh_Hant_TW	buddhist	yMdEEEEE	Gy/M/d（EEEEE）
zh_Hant_TW	buddhist	yMdEEEEEE	Gy/M/d（EEEEEE）
zh_Hant_TW	buddhist	yMdd	Gy/M/dd
zh_Hant_TW	buddhist	yMv	Gy/M v
zh_Hant_TW	buddhist	yQ	Gy年QQQ
zh_Hant_TW	buddhist	yQQQ	Gy年QQQ
zh_Hant_TW	buddhist	yQQQQ	Gy年QQQQ
zh_Hant_TW	buddhist	yy	Gyy年
zh_Hant_TW	buddhist	yyMd	Gyy/M/d
zh_Hant_TW	buddhist	yyyy	Gy年
zh_Hant_TW	buddhist	yyyyMd	Gy/M/d
zh_Hant_TW	buddhist	z	z
zh_Hant_TW	buddhist	zz	zz
zh_Hant_TW	buddhist	zzz	zzz
zh_Hant_TW	buddhist	zzzz	zzzz
zh_Hant_TW	buddhist	zzzzz	zzzzz
zh_Hant_TW	chinese	B	B
zh_Hant_TW	chinese	BBBB	BBBB
zh_Hant_TW	chinese	BBBBB	BBBBB
zh_Hant_TW	chinese	BBBBBhm	BBBBBh:mm
zh_Hant_TW	chinese	BBBBhm	BBBBh:mm
zh_Hant_TW	chinese	Bhh	Bhh時
zh_Hant_TW	chinese	Bhm	Bh:mm
zh_Hant_TW	chinese	C	Bh時
zh_Hant_TW	chinese	CC	Bh時
zh_Hant_TW	chinese	CCC	BBBBh時
zh_Hant_TW	chinese	CCCC	BBBBh時
zh_Hant_TW	chinese	CCCCC	BBBBBh時
zh_Hant_TW	chinese	CCCCCC	BBBBBh時
zh_Hant_TW	chinese	CCCCCCm	BBBBBh:mm
zh_Hant_TW	chinese	CCCCCm	BBBBBh:mm
zh_Hant_TW	chinese	CCCCm	BBBBh:mm
zh_Hant_TW	chinese	CCCm	BBBBh:mm
zh_Hant_TW	chinese	CCm	Bh:mm
zh_Hant_TW	chinese	Cm	Bh:mm
zh_Hant_TW	chinese	E	ccc
zh_Hant_TW	chinese	EEEE	cccc
zh_Hant_TW	chinese	EEEEE	ccccc
zh_Hant_TW	chinese	EEEEEE	cccccc
zh_Hant_TW	chinese	G	G
zh_Hant_TW	chinese	GG	GG
zh_Hant_TW	chinese	GGG	GGG
zh_Hant_TW	chinese	GGGG	GGGG
zh_Hant_TW	chinese	GGGGG	GGGGG
zh_Hant_TW	chinese	GGGGGyMd	r年MMMd
zh_Hant_TW	chinese	GGGGyMd	r年MMMd
zh_Hant_TW	chinese	GGGyMd	r年MMMd
zh_Hant_TW	chinese	GGyMd	r年MMMd
zh_Hant_TW	chinese	H	HH時
zh_Hant_TW	chinese	HH	HH時
zh_Hant_TW	chinese	HHm	HH:mm
zh_Hant_TW	chinese	Hm	HH:mm
zh_Hant_TW	chinese	Hms	HH:mm:ss
zh_Hant_TW	chinese	J	hh時
zh_Hant_TW	chinese	JJ	hh時
zh_Hant_TW	chinese	JJJ	hh時
zh_Hant_TW	chinese	JJJJ	hh時
zh_Hant_TW	chinese	JJJJJ	hh時
zh_Hant_TW	chinese	JJJJJJ	hh時
zh_Hant_TW	chinese	JJJJJJm	hh:mm
zh_Hant_TW	chinese	JJJJJm	hh:mm
zh_Hant_TW	chinese	JJJJm	hh:mm
zh_Hant_TW	chinese	JJJm	hh:mm
zh_Hant_TW	chinese	JJm	hh:mm
zh_Hant_TW	chinese	Jm	hh:mm
zh_Hant_TW	chinese	M	MMM
zh_Hant_TW	chinese	MM	MMM
zh_Hant_TW	chinese	MMM	LLL
zh_Hant_TW	chinese	MMMMM	LLLLL
zh_Hant_TW	chinese	Q	Q
zh_Hant_TW	chinese	QQ	QQ
zh_Hant_TW	chinese	QQQ	QQQ
zh_Hant_TW	chinese	QQQQ	QQQQ
zh_Hant_TW	chinese	QQQQQ	QQQQQ
zh_Hant_TW	chinese	U	rU年
zh_Hant_TW	chinese	UUUU	rU年
zh_Hant_TW	chinese	d	d日
zh_Hant_TW	chinese	dd	dd日
zh_Hant_TW	chinese	h	Bh時
zh_Hant_TW	chinese	hh	Bhh時
zh_Hant_TW	chinese	hhm	Bhh:mm
zh_Hant_TW	chinese	hm	Bh:mm
zh_Hant_TW	chinese	hmm	Bh:mm
zh_Hant_TW	chinese	hms	Bh:mm:ss
zh_Hant_TW	chinese	hmss	Bh:mm:ss
zh_Hant_TW	chinese	hmsz	Bh:mm:ss z
zh_Hant_TW	chinese	hmszz	Bh:mm:ss zz
zh_Hant_TW	chinese	hmszzz	Bh:mm:ss zzz
zh_Hant_TW	chinese	hmszzzz	Bh:mm:ss zzzz
zh_Hant_TW	chinese	hmszzzzz	Bh:mm:ss zzzzz
zh_Hant_TW	chinese	j	Bh時
zh_Hant_TW	chinese	jj	Bh時
zh_Hant_TW	chinese	jjj	BBBBh時
zh_Hant_TW	chinese	jjjj	BBBBh時
zh_Hant_TW	chinese	jjjjj	BBBBBh時
zh_Hant_TW	chinese	jjjjjj	BBBBBh時
zh_Hant_TW	chinese	jjjjjjm	BBBBBh:mm
zh_Hant_TW	chinese	jjjjjm	BBBBBh:mm
zh_Hant_TW	chinese	jjjjm	BBBBh:mm
zh_Hant_TW	chinese	jjjm	BBBBh:mm
zh_Hant_TW	chinese	jm	Bh:mm
zh_Hant_TW	chinese	m	m
zh_Hant_TW	chinese	mm	mm
zh_Hant_TW	chinese	s	s
zh_Hant_TW	chinese	ss	ss
zh_Hant_TW	chinese	v	v
zh_Hant_TW	chinese	vvvv	vvvv
zh_Hant_TW	chinese	y	rU年
zh_Hant_TW	chinese	yM	rU年MMM
zh_Hant_TW	chinese	yMM	rU年MMM
zh_Hant_TW	chinese	yMMM	rU年MMM
zh_Hant_TW	chinese	yMMMM	rU年MMMM
zh_Hant_TW	chinese	yMMMMEEEEdvvvv	r(U)MMMMd日 EEEE vvvv
zh_Hant_TW	chinese	yMMMMM	rU年MMMMM
zh_Hant_TW	chinese	yMMMMdhmsvvvv	r(U)MMMMd日 Bh:mm:ss vvvv
zh_Hant_TW	chinese	yMMMMdv	r(U)MMMMd日 v
zh_Hant_TW	chinese	yMdE	rU年MMMd，E
zh_Hant_TW	chinese	yMdEEEE	rU年MMMd，EEEE
zh_Hant_TW	chinese	yMdEEEEE	rU年MMMd，EEEEE
zh_Hant_TW	chinese	yMdEEEEEE	rU年MMMd，EEEEEE
zh_Hant_TW	chinese	yMdd	r年MMMdd
zh_Hant_TW	chinese	yMv	rU年MMM v
zh_Hant_TW	chinese	yQ	rU年QQQQ
zh_Hant_TW	chinese	yQQQ	rU年QQQQ
zh_Hant_TW	chinese	yQQQQ	rU年QQQQ
zh_Hant_TW	chinese	yy	rrU年
zh_Hant_TW	chinese	yyMd	rr年MMMd
zh_Hant_TW	chinese	yyyy	rU年
zh_Hant_TW	chinese	yyyyMd	r年MMMd
zh_Hant_TW	chinese	z	z
zh_Hant_TW	chinese	zz	zz
zh_Hant_TW	chinese	zzz	zzz
zh_Hant_TW	chinese	zzzz	zzzz
zh_Hant_TW	chinese	zzzzz	zzzzz
ko	gregorian	B	B
ko	gregorian	BBBB	BBBB
ko	gregorian	BBBBB	BBBBB
ko	gregorian	BBBBBhm	BBBBB h:mm
ko	gregorian	BBBBhm	BBBB h:mm
ko	gregorian	Bhh	B hh시
ko	gregorian	Bhm	B h:mm
ko	gregorian	C	a h시
ko	gregorian	CC	a h시
ko	gregorian	CCC	aaaa h시
ko	gregorian	CCCC	aaaa h시
ko	gregorian	CCCCC	aaaaa h시
ko	gregorian	CCCCCC	aaaaa h시
ko	gregorian	CCCCCCm	aaaaa h:mm
ko	gregorian	CCCCCm	aaaaa h:mm
ko	gregorian	CCCCm	aaaa h:mm
ko	gregorian	CCCm	aaaa h:mm
ko	gregorian	CCm	a h:mm
ko	gregorian	Cm	a h:mm
ko	gregorian	E	ccc
ko	gregorian	EEEE	cccc
ko	gregorian	EEEEE	ccccc
ko	gregorian	EEEEEE	cccccc
ko	gregorian	G	G
ko	gregorian	GG	GG
ko	gregorian	GGG	GGG
ko	gregorian	GGGG	GGGG
ko	gregorian	GGGGG	GGGGG
ko	gregorian	GGGGGyMd	GGGGG y/M/d
ko	gregorian	GGGGyMd	GGGG y/M/d
ko	gregorian	GGGyMd	GGG y/M/d
ko	gregorian	GGyMd	GG y/M/d
ko	gregorian	H	H시
ko	gregorian	HH	HH시
ko	gregorian	HHm	HH:mm
ko	gregorian	Hm	HH:mm
ko	gregorian	Hms	H시 m분 s초
ko	gregorian	J	h시
ko	gregorian	JJ	h시
ko	gregorian	JJJ	h시
ko	gregorian	JJJJ	h시
ko	gregorian	JJJJJ	h시
ko	gregorian	JJJJJJ	h시
ko	gregorian	JJJJJJm	hh:mm
ko	gregorian	JJJJJm	hh:mm
ko	gregorian	JJJJm	hh:mm
ko	gregorian	JJJm	hh:mm
ko	gregorian	JJm	hh:mm
ko	gregorian	Jm	hh:mm
ko	gregorian	M	M월
ko	gregorian	MM	MM월
ko	gregorian	MMM	LLL
ko	gregorian	MMMMM	LLLLL
ko	gregorian	Q	Q
ko	gregorian	QQ	QQ
ko	gregorian	QQQ	QQQ
ko	gregorian	QQQQ	QQQQ
ko	gregorian	QQQQQ	QQQQQ
ko	gregorian	U	y년
ko	gregorian	UUUU	y년
ko	gregorian	d	d일
ko	gregorian	dd	dd일
ko	gregorian	h	a h시
ko	gregorian	hh	a hh시
ko	gregorian	hhm	a hh:mm
ko	gregorian	hm	a h:mm
ko	gregorian	hmm	a h:mm
ko	gregorian	hms	a h:mm:ss
ko	gregorian	hmss	a h:mm:ss
ko	gregorian	hmsz	a h:mm:ss z
ko	gregorian	hmszz	a h:mm:ss zz
ko	gregorian	hmszzz	a h:mm:ss zzz
ko	gregorian	hmszzzz	a h:mm:ss zzzz
ko	gregorian	hmszzzzz	a h:mm:ss zzzzz
ko	gregorian	j	a h시
ko	gregorian	jj	a h시
ko	gregorian	jjj	aaaa h시
ko	gregorian	jjjj	aaaa h시
ko	gregorian	jjjjj	aaaaa h시
ko	gregorian	jjjjjj	aaaaa h시
ko	gregorian	jjjjjjm	aaaaa h:mm
ko	gregorian	jjjjjm	aaaaa h:mm
ko	gregorian	jjjjm	aaaa h:mm
ko	gregorian	jjjm	aaaa h:mm
ko	gregorian	jm	a h:mm
ko	gregorian	m	m
ko	gregorian	mm	mm
ko	gregorian	s	s
ko	gregorian	ss	ss
ko	gregorian	v	v
ko	gregorian	vvvv	vvvv
ko	gregorian	y	y년
ko	gregorian	yM	y. M.
ko	gregorian	yMM	y. M.
ko	gregorian	yMMM	y년 MMM
ko	gregorian	yMMMM	y년 MMMM
ko	gregorian	yMMMMEEEEdvvvv	y MMMM d, EEEE vvvv
ko	gregorian	yMMMMM	y년 MMMMM
ko	gregorian	yMMMMdhmsvvvv	y MMMM d a h:mm:ss vvvv
ko	gregorian	yMMMMdv	y MMMM d v
ko	gregorian	yMdE	y. M. d. (E)
ko	gregorian	yMdEEEE	y. M. d. EEEE
ko	gregorian	yMdEEEEE	y. M. d. (EEEEE)
ko	gregorian	yMdEEEEEE	y. M. d. (EEEEEE)
ko	gregorian	yMdd	y. M. dd.
ko	gregorian	yMv	y. M. v
ko	gregorian	yQ	y년 QQQ
ko	gregorian	yQQQ	y년 QQQ
ko	gregorian	yQQQQ	y년 QQQQ
ko	gregorian	yy	yy년
ko	gregorian	yyMd	yy. M. d.
ko	gregorian	yyyy	yyyy년
ko	gregorian	yyyyMd	yyyy. M. d.
ko	gregorian	z	z
ko	gregorian	zz	zz
ko	gregorian	zzz	zzz
ko	gregorian	zzzz	zzzz
ko	gregorian	zzzzz	zzzzz
ko	japanese	B	B
ko	japanese	BBBB	BBBB
ko	japanese	BBBBB	BBBBB
ko	japanese	BBBBBhm	BBBBB h:mm
ko	japanese	BBBBhm	BBBB h:mm
ko	japanese	Bhh	B hh시
ko	japanese	Bhm	B h:mm
ko	japanese	C	a h시
ko	japanese	CC	a h시
ko	japanese	CCC	aaaa h시
ko	japanese	CCCC	aaaa h시
ko	japanese	CCCCC	aaaaa h시
ko	japanese	CCCCCC	aaaaa h시
ko	japanese	CCCCCCm	aaaaa h:mm
ko	japanese	CCCCCm	aaaaa h:mm
ko	japanese	CCCCm	aaaa h:mm
ko	japanese	CCCm	aaaa h:mm
ko	japanese	CCm	a h:mm
ko	japanese	Cm	a h:mm
ko	japanese	E	ccc
ko	japanese	EEEE	cccc
ko	japanese	EEEEE	ccccc
ko	japanese	EEEEEE	cccccc
ko	japanese	G	G
ko	japanese	GG	GG
ko	japanese	GGG	GGG
ko	japanese	GGGG	GGGG
ko	japanese	GGGGG	GGGGG
ko	japanese	GGGGGyMd	GGGGG y/M/d
ko	japanese	GGGGyMd	GGGG y/M/d
ko	japanese	GGGyMd	GGG y/M/d
ko	japanese	GGyMd	GG y/M/d
ko	japanese	H	H시
ko	japanese	HH	HH시
ko	japanese	HHm	HH:mm
ko	japanese	Hm	HH:mm
ko	japanese	Hms	HH:mm:ss
ko	japanese	J	h시
ko	japanese	JJ	h시
ko	japanese	JJJ	h시
ko	japanese	JJJJ	h시
ko	japanese	JJJJJ	h시
ko	japanese	JJJJJJ	h시
ko	japanese	JJJJJJm	hh:mm
ko	japanese	JJJJJm	hh:mm
ko	japanese	JJJJm	hh:mm
ko	japanese	JJJm	hh:mm
ko	japanese	JJm	hh:mm
ko	japanese	Jm	hh:mm
ko	japanese	M	M월
ko	japanese	MM	MM월
ko	japanese	MMM	LLL
ko	japanese	MMMMM	LLLLL
ko	japanese	Q	Q
ko	japanese	QQ	QQ
ko	japanese	QQQ	QQQ
ko	japanese	QQQQ	QQQQ
ko	japanese	QQQQQ	QQQQQ
ko	japanese	U	G y년
ko	japanese	UUUU	G y년
ko	japanese	d	d일
ko	japanese	dd	dd일
ko	japanese	h	a h시
ko	japanese	hh	a hh시
ko	japanese	hhm	a hh:mm
ko	japanese	hm	a h:mm
ko	japanese	hmm	a h:mm
ko	japanese	hms	a h:mm:ss
ko	japanese	hmss	a h:mm:ss
ko	japanese	hmsz	a h:mm:ss z
ko	japanese	hmszz	a h:mm:ss zz
ko	japanese	hmszzz	a h:mm:ss zzz
ko	japanese	hmszzzz	a h:mm:ss zzzz
ko	japanese	hmszzzzz	a h:mm:ss zzzzz
ko	japanese	j	a h시
ko	japanese	jj	a h시
ko	japanese	jjj	aaaa h시
ko	japanese	jjjj	aaaa h시
ko	japanese	jjjjj	aaaaa h시
ko	japanese	jjjjjj	aaaaa h시
ko	japanese	jjjjjjm	aaaaa h:mm
ko	japanese	jjjjjm	aaaaa h:mm
ko	japanese	jjjjm	aaaa h:mm
ko	japanese	jjjm	aaaa h:mm
ko	japanese	jm	a h:mm
ko	japanese	m	m
ko	japanese	mm	mm
ko	japanese	s	s
ko	japanese	ss	ss
ko	japanese	v	v
ko	japanese	vvvv	vvvv
ko	japanese	y	G y년
ko	japanese	yM	G y. M.
ko	japanese	yMM	G y. MM.
ko	japanese	yMMM	G y년 MMM
ko	japanese	yMMMM	G y년 MMMM
ko	japanese	yMMMMEEEEdvvvv	G y년 MMMM d일 EEEE vvvv
ko	japanese	yMMMMM	G y년 MMMMM
ko	japanese	yMMMMdhmsvvvv	G y년 MMMM d일 a h:mm:ss vvvv
ko	japanese	yMMMMdv	G y년 MMMM d일 v
ko	japanese	yMdE	G y. M. d. (E)
ko	japanese	yMdEEEE	G y. M. d. EEEE
ko	japanese	yMdEEEEE	G y. M. d. (EEEEE)
ko	japanese	yMdEEEEEE	G y. M. d. (EEEEEE)
ko	japanese	yMdd	G y. M. dd.
ko	japanese	yMv	G y. M. v
ko	japanese	yQ	G y년 QQQ
ko	japanese	yQQQ	G y년 QQQ
ko	japanese	yQQQQ	G y년 QQQQ
ko	japanese	yy	G yy년
ko	japanese	yyMd	G yy. M. d.
ko	japanese	yyyy	G y년
ko	japanese	yyyyMd	G y. M. d.
ko	japanese	z	z
ko	japanese	zz	zz
ko	japanese	zzz	zzz
ko	japanese	zzzz	zzzz
ko	japanese	zzzzz	zzzzz
ko	buddhist	B	B
ko	buddhist	BBBB	BBBB
ko	buddhist	BBBBB	BBBBB
ko	buddhist	BBBBBhm	BBBBB h:mm
ko	buddhist	BBBBhm	BBBB h:mm
ko	buddhist	Bhh	B hh시
ko	buddhist	Bhm	B h:mm
ko	buddhist	C	a h시
ko	buddhist	CC	a h시
ko	buddhist	CCC	aaaa h시
ko	buddhist	CCCC	aaaa h시
ko	buddhist	CCCCC	aaaaa h시
ko	buddhist	CCCCCC	aaaaa h시
ko	buddhist	CCCCCCm	aaaaa h:mm
ko	buddhist	CCCCCm	aaaaa h:mm
ko	buddhist	CCCCm	aaaa h:mm
ko	buddhist	CCCm	aaaa h:mm
ko	buddhist	CCm	a h:mm
ko	buddhist	Cm	a h:mm
ko	buddhist	E	ccc
ko	buddhist	EEEE	cccc
ko	buddhist	EEEEE	ccccc
ko	buddhist	EEEEEE	cccccc
ko	buddhist	G	G
ko	buddhist	GG	GG
ko	buddhist	GGG	GGG
ko	buddhist	GGGG	GGGG
ko	buddhist	GGGGG	GGGGG
ko	buddhist	GGGGGyMd	GGGGG y/M/d
ko	buddhist	GGGGyMd	GGGG y/M/d
ko	buddhist	GGGyMd	GGG y/M/d
ko	buddhist	GGyMd	GG y/M/d
ko	buddhist	H	H시
ko	buddhist	HH	HH시
ko	buddhist	HHm	HH:mm
ko	buddhist	Hm	HH:mm
ko	buddhist	Hms	HH:mm:ss
ko	buddhist	J	h시
ko	buddhist	JJ	h시
ko	buddhist	JJJ	h시
ko	buddhist	JJJJ	h시
ko	buddhist	JJJJJ	h시
ko	buddhist	JJJJJJ	h시
ko	buddhist	JJJJJJm	hh:mm
ko	buddhist	JJJJJm	hh:mm
ko	buddhist	JJJJm	hh:mm
ko	buddhist	JJJm	hh:mm
ko	buddhist	JJm	hh:mm
ko	buddhist	Jm	hh:mm
ko	buddhist	M	M월
ko	buddhist	MM	MM월
ko	buddhist	MMM	LLL
ko	buddhist	MMMMM	LLLLL
ko	buddhist	Q	Q
ko	buddhist	QQ	QQ
ko	buddhist	QQQ	QQQ
ko	buddhist	QQQQ	QQQQ
ko	buddhist	QQQQQ	QQQQQ
ko	buddhist	U	G y년
ko	buddhist	UUUU	G y년
ko	buddhist	d	d일
ko	buddhist	dd	dd일
ko	buddhist	h	a h시
ko	buddhist	hh	a hh시
ko	buddhist	hhm	a hh:mm
ko	buddhist	hm	a h:mm
ko	buddhist	hmm	a h:mm
ko	buddhist	hms	a h:mm:ss
ko	buddhist	hmss	a h:mm:ss
ko	buddhist	hmsz	a h:mm:ss z
ko	buddhist	hmszz	a h:mm:ss zz
ko	buddhist	hmszzz	a h:mm:ss zzz
ko	buddhist	hmszzzz	a h:mm:ss zzzz
ko	buddhist	hmszzzzz	a h:mm:ss zzzzz
ko	buddhist	j	a h시
ko	buddhist	jj	a h시
ko	buddhist	jjj	aaaa h시
ko	buddhist	jjjj	aaaa h시
ko	buddhist	jjjjj	aaaaa h시
ko	buddhist	jjjjjj	aaaaa h시
ko	buddhist	jjjjjjm	aaaaa h:mm
ko	buddhist	jjjjjm	aaaaa h:mm
ko	buddhist	jjjjm	aaaa h:mm
ko	buddhist	jjjm	aaaa h:mm
ko	buddhist	jm	a h:mm
