locale	calendar	skeleton	pattern
es	persian	EEEE	cccc
es	persian	JJJJ	HH
es	persian	d	d
es	persian	hmszzzzz	h:mm:ss a zzzzz
es	persian	yMd	d/M/y GGGGG
es	roc	JJJ	HH
es	roc	hmszz	h:mm:ss a zz
es	roc	v	v
et	buddhist	hms	h:mm:ss a
et	buddhist	jjj	HH
et	buddhist	z	z
et	chinese	Cm	HH:mm
et	chinese	JJJ	HH
et	chinese	v	v
et	coptic	JJJm	HH:mm
et	coptic	M	M
et	coptic	yMM	MM.y G
et	coptic	yMMMM	MMMM y G
et	dangi	CCCCCC	HH
et	dangi	GG	GG
et	dangi	QQ	QQ
et	dangi	jj	HH
et	dangi	vvvv	vvvv
et	dangi	yMMM	r MMM
et	dangi	yMd	r-MM-dd
et	dangi	yQ	r(U) QQQ
et	dangi	yy	rr(U)
et	ethiopic	BBBB	BBBB
et	ethiopic	GGGG	GGGG
et	ethiopic	GGyMd	d.MM.y GG
et	ethiopic	QQQQ	QQQQ
et	ethiopic	d	d
et	ethiopic	jjjj	HH
et	ethiopic	yQQQ	QQQ y G
et	ethiopic	yyyy	y G
et	gregorian	CCm	HH:mm
et	gregorian	HHm	HH:mm
et	gregorian	QQQ	QQQ
et	gregorian	U	y
et	gregorian	jm	HH:mm
et	gregorian	yMMMM	MMMM y
et	gregorian	yMMMMEEEEdvvvv	y MMMM d, EEEE vvvv
et	hebrew	EEEE	cccc
et	hebrew	JJ	HH
et	hebrew	JJJJ	HH
et	hebrew	JJJJJJ	HH
et	hebrew	hh	hh a
et	hebrew	hmszzz	h:mm:ss a zzz
et	hebrew	mm	mm
et	hebrew	yM	M.y G
et	hebrew	yMdEEEE	EEEE, d.M y G
et	indian	CCCC	HH
et	indian	GGGGyMd	d.MM.y GGGG
et	indian	MMMM	MMMM
et	indian	d	d
et	indian	dd	dd
et	indian	hmszzz	h:mm:ss a zzz
et	indian	ss	ss
et	indian	yMd	d.M.y G
et	indian	yMdd	dd.M.y G
et	indian	zzzz	zzzz
et	islamic	CCC	HH
et	islamic	GyMd	d.MM.y GGGGG
et	islamic	HmsS	H:mm:ss,S
et	islamic	yMdEEEEE	EEEEE, d.M y G
et	islamic-civil	CCCCCCm	HH:mm
et	islamic-civil	E	ccc
et	islamic-civil	JJJJJJm	HH:mm
et	islamic-civil	JJm	HH:mm
et	islamic-civil	hhm	hh:mm a
et	islamic-civil	jjjjjjm	HH:mm
et	islamic-civil	jjjm	HH:mm
et	islamic-civil	m	m
et	islamic-civil	yMMMMEEEEdvvvv	EEEE, d. MMMM y G vvvv
et	islamic-rgsa	Bhm	h:mm B
et	islamic-rgsa	C	HH
et	islamic-rgsa	GGGyMd	d.MM.y GGG
et	islamic-rgsa	hm	h:mm a
et	islamic-rgsa	hmss	h:mm:ss a
et	islamic-tbla	C	HH
et	islamic-tbla	CCC	HH
et	islamic-tbla	GGGGGyMd	d.MM.y GGGGG
et	islamic-tbla	GGGyMd	d.MM.y GGG
et	islamic-tbla	yMdE	E, d.M y G
et	islamic-umalqura	EEEE	cccc
et	islamic-umalqura	GGyMd	d.MM.y GG
et	islamic-umalqura	JJJJ	HH
et	japanese	CCCCCm	HH:mm
et	japanese	JJJ	HH
et	persian	yMMMMdhmsvvvv	d. MMMM y G h:mm:ss a vvvv
et	persian	yMdEEEEE	EEEEE, d.M y G
et	roc	JJJm	HH:mm
et	roc	Jm	HH:mm
et	roc	M	M
et	roc	yMM	MM.y G
eu	coptic	B	B
eu	coptic	Cm	HH:mm
eu	coptic	Hms	HH:mm:ss
eu	coptic	j	HH
eu	coptic	yMv	y/MM, v
eu	coptic	zzz	zzz
eu	dangi	BBBBBhm	h:mm BBBBB
eu	dangi	BBBBhm	h:mm BBBB
eu	dangi	CCC	HH
eu	dangi	CCCCC	HH
eu	dangi	GGGGG	GGGGG
eu	dangi	GGGGGyMd	r MMM d
eu	dangi	hmss	h:mm:ss a
eu	dangi	yMMMMdhmsvvvv	r(U) MMMM d h:mm:ss a (vvvv)
eu	ethiopic	CCCCCCm	HH:mm
eu	ethiopic	JJJJJJm	HH:mm
eu	ethiopic	Jm	HH:mm
eu	ethiopic	Q	Q
eu	ethiopic	y	y
eu	ethiopic	yMM	y/MM
eu	hebrew	Q	Q
eu	hebrew	y	y
eu	hebrew	yMM	y/MM
eu	hebrew	yMMMMEEEEdvvvv	G y('e')'ko' MMMM d, EEEE, vvvv
eu	indian	CCCCm	HH:mm
eu	indian	U	y
eu	islamic	B	B
eu	islamic	hms	h:mm:ss a
eu	islamic	hmszz	h:mm:ss a (zz)
eu	islamic	j	HH
eu	islamic	jjj	HH
eu	islamic-civil	dd	dd
eu	islamic-civil	hmm	h:mm a
eu	islamic-civil	ss	ss
eu	islamic-civil	vvvv	vvvv
eu	islamic-civil	yMMM	y('e')'ko' MMMM
eu	islamic-rgsa	BBBB	BBBB
eu	islamic-rgsa	EEEEEE	cccccc
eu	islamic-rgsa	GG	GG
eu	islamic-rgsa	GGGG	GGGG
eu	islamic-rgsa	JJJJJJ	HH
eu	islamic-rgsa	QQ	QQ
eu	islamic-rgsa	QQQQ	QQQQ
eu	islamic-rgsa	h	h a
eu	islamic-rgsa	hmm	h:mm a
eu	islamic-rgsa	hmszzz	h:mm:ss a (zzz)
eu	islamic-rgsa	hmszzzzz	h:mm:ss a (zzzzz)
eu	islamic-rgsa	jj	HH
eu	islamic-rgsa	jjjj	HH
eu	islamic-rgsa	yQ	y('e')'ko' QQQ
eu	islamic-rgsa	yQQQ	y('e')'ko' QQQ
eu	islamic-rgsa	yy	yy
eu	islamic-rgsa	yyyy	G y
eu	islamic-tbla	GG	GG
eu	islamic-tbla	QQ	QQ
eu	islamic-tbla	h	h a
eu	islamic-tbla	jj	HH
eu	islamic-tbla	vvvv	vvvv
eu	islamic-tbla	yMMM	y('e')'ko' MMMM
eu	islamic-tbla	yMdEEEE	y/MM/dd, EEEE
eu	islamic-tbla	yQ	y('e')'ko' QQQ
eu	islamic-tbla	yy	yy
eu	islamic-umalqura	CCCCCCm	HH:mm
eu	islamic-umalqura	CCm	HH:mm
eu	islamic-umalqura	HHm	HH:mm
eu	islamic-umalqura	JJJJJJm	HH:mm
eu	islamic-umalqura	JJJJJm	HH:mm
eu	islamic-umalqura	JJJm	HH:mm
eu	islamic-umalqura	Jm	HH:mm
eu	islamic-umalqura	QQQ	QQQ
eu	islamic-umalqura	jjjjjjm	HH:mm
eu	islamic-umalqura	jjjjjm	HH:mm
eu	islamic-umalqura	jjjjm	HH:mm
eu	persian	JJJ	HH
eu	persian	z	z
eu	roc	CC	HH
eu	roc	CCCCCC	HH
eu	roc	HH	HH
eu	roc	MM	LL
eu	roc	UUUU	G y
eu	roc	hmm	h:mm a
eu	roc	hmsz	h:mm:ss a (z)
eu	roc	hmszzzzz	h:mm:ss a (zzzzz)
eu	roc	zz	zz
fa	buddhist	BBBBB	BBBBB
fa	buddhist	J	H
fa	buddhist	JJJ	H
fa	buddhist	JJJJJ	H
fa	buddhist	jjjjj	H
fa	buddhist	zzzzz	zzzzz
fa	chinese	B	B
fa	chinese	Hms	HH:mm:ss
fa	chinese	hmszzzz	h:mm:ss a (zzzz)
fa	chinese	j	HH
fa	chinese	yMv	r-MM v
fa	chinese	zzz	zzz
fa	coptic	JJm	H:mm
fa	coptic	Q	Q
fa	coptic	hhm	hh:mm a
fa	coptic	jjjjm	H:mm
fa	coptic	jm	H:mm
fa	coptic	y	y G
fa	coptic	yyMd	yy/M/d GGGGG
fa	dangi	BBBB	BBBB
fa	dangi	GGGG	GGGG
fa	dangi	QQQQ	QQQQ
fa	dangi	jjjj	HH
fa	dangi	jjjjjj	HH
fa	dangi	yMMMMM	r MMMMM
fa	dangi	yMdEEEE	r-MM-dd, EEEE
fa	dangi	yQQQ	r(U) QQQ
fa	dangi	yyyy	r(U)
fa	ethiopic	EEEEEE	cccccc
fa	ethiopic	GGGGyMd	M/d/y GGGG
fa	ethiopic	H	H
fa	ethiopic	JJJJJJ	H
fa	ethiopic	UUUU	y G
fa	ethiopic	dd	dd
fa	ethiopic	hmsz	h:mm:ss a (z)
fa	ethiopic	hmszzzzz	h:mm:ss a (zzzzz)
fa	ethiopic	ss	ss
fa	ethiopic	yMd	y/M/d GGGGG
fa	ethiopic	yMdEEEEEE	EEEEEE y/M/d GGGGG
fa	gregorian	yMMMM	MMMM y
fa	gregorian	yyyyMd	yyyy/M/d
fa	hebrew	BBBB	BBBB
fa	hebrew	GGGG	GGGG
fa	hebrew	GGyMd	M/d/y GG
fa	hebrew	QQQQ	QQQQ
fa	hebrew	jjjj	H
fa	hebrew	yQQQ	QQQ y G
fa	hebrew	yyyy	y G
fa	indian	EEEE	cccc
fa	indian	GGyMd	M/d/y GG
fa	indian	JJ	H
fa	indian	JJJJ	H
fa	indian	h	h a
fa	indian	hh	hh a
fa	indian	mm	mm
fa	indian	yM	y/M GGGGG
fa	islamic	G	G
fa	islamic	GGGyMd	M/d/y GGG
fa	islamic	hmss	h:mm:ss a
fa	islamic	yMMMMdhmsvvvv	d MMMM y G، ساعت h:mm:ss a (vvvv)
fa	islamic-civil	Cms	h:mm:ss B
fa	islamic-civil	E	ccc
fa	islamic-civil	EEEEE	ccccc
fa	islamic-civil	JJJJJm	H:mm
fa	islamic-civil	JJJJm	H:mm
fa	islamic-civil	JJJm	H:mm
fa	islamic-civil	MMM	LLL
fa	islamic-civil	MMMMM	LLLLL
fa	islamic-civil	QQQQQ	QQQQQ
fa	islamic-civil	jjjjjm	H:mm
fa	islamic-civil	jjm	H:mm
fa	islamic-civil	jm	H:mm
fa	islamic-civil	m	m
fa	islamic-civil	yMMMMd	d MMMM y G
fa	islamic-civil	yQQQQ	QQQQ y G
fa	islamic-rgsa	GGGyMd	M/d/y GGG
fa	islamic-rgsa	hm	h:mm a
fa	islamic-rgsa	yMMMMdhmsvvvv	d MMMM y G، ساعت h:mm:ss a (vvvv)
fa	islamic-rgsa	yMdE	E y/M/d G
fa	islamic-rgsa	yMdEEEEE	EEEEE y/M/d G
fa	islamic-tbla	Bhm	h:mm B
fa	islamic-umalqura	CCCC	h BBBB
fa	islamic-umalqura	CCCCCC	h BBBBB
fa	islamic-umalqura	MMMM	LLLL
fa	islamic-umalqura	dd	dd
fa	islamic-umalqura	hmm	h:mm a
fa	islamic-umalqura	ss	ss
fa	islamic-umalqura	yMdd	y/M/dd GGGGG
fa	islamic-umalqura	zzzz	zzzz
fa	japanese	CCCCCm	h:mm BBBBB
fa	japanese	Cm	h:mm B
fa	japanese	Hms	H:mm:ss
fa	japanese	hmszzzz	h:mm:ss a (zzzz)
fa	japanese	v	v
fa	japanese	yMv	y/M GGGGG،‏ v
fa	japanese	zzz	zzz
fa	persian	BBBBhm	h:mm BBBB
fa	persian	G	G
fa	persian	GGG	GGG
fa	roc	CCCCCCm	h:mm BBBBB
fa	roc	JJJJJJm	H:mm
fa	roc	JJJJJm	H:mm
fa	roc	Jm	H:mm
fa	roc	jjjjjm	H:mm
fa	roc	yMM	y/MM GGGGG
fa	roc	yMMMM	y MMMM G
fa	roc	yMMMMd	d MMMM y G
fi	buddhist	BBBBB	BBBBB
fi	buddhist	Hms	H.mm.ss
fi	buddhist	JJJJJ	H
fi	buddhist	jjjjj	H
fi	buddhist	v	v
fi	buddhist	yMv	L.y G v
fi	buddhist	zzz	zzz
fi	buddhist	zzzzz	zzzzz
fi	chinese	BBBBB	BBBBB
fi	chinese	Cm	H.mm
fi	chinese	Hms	H.mm.ss
fi	chinese	JJJJJ	H
fi	chinese	jjjjj	H
fi	chinese	yMv	r-MM v
fi	chinese	zzz	zzz
fi	chinese	zzzzz	zzzzz
fi	coptic	CCCCm	H.mm
fi	coptic	Q	Q
fi	coptic	jjjjjm	H.mm
fi	coptic	y	y G
fi	coptic	yMM	M.y G
fi	coptic	yMMMMd	d. MMMM y G
fi	dangi	CCCC	H
fi	dangi	H	H
fi	dangi	MMMM	LLLL
fi	dangi	yMdd	dd.M.y
fi	dangi	zzzz	zzzz
fi	ethiopic	EEEE	cccc
fi	ethiopic	JJJJ	H
fi	ethiopic	dd	dd
fi	ethiopic	hmm	h.mm a
fi	ethiopic	jjjjjj	H
fi	ethiopic	ss	ss
fi	ethiopic	yMMMMM	LLLLL y G
fi	gregorian	E	ccc
fi	gregorian	Jm	H.mm
fi	gregorian	m	m
fi	gregorian	yMM	M.y
fi	gregorian	yMMMMEEEEdvvvv	cccc d. MMMM y vvvv
fi	hebrew	UUUU	y G
fi	hebrew	d	d
fi	hebrew	dd	dd
fi	hebrew	hmsz	h.mm.ss a z
fi	hebrew	jjjjjj	H
fi	hebrew	ss	ss
fi	hebrew	yMMMMM	LLLLL y G
fi	indian	EEEE	cccc
fi	indian	GG	GG
fi	indian	JJJJ	H
fi	indian	QQ	QQ
fi	indian	h	h a
fi	indian	hmszzzzz	h.mm.ss a zzzzz
fi	indian	jj	H
fi	indian	jjjjjj	H
fi	indian	yMMMMM	LLLLL y G
fi	indian	yMd	d.M.y G
fi	indian	yQ	QQQ y G
fi	indian	yy	yy G
fi	islamic	BBBBBhm	h.mm BBBBB
fi	islamic	GGGyMd	d.M.y GGG
fi	islamic	yMdE	E d.M.y G
fi	islamic-civil	CCCCm	H.mm
fi	islamic-civil	CCm	H.mm
fi	islamic-civil	HHm	HH.mm
fi	islamic-civil	Jm	H.mm
fi	islamic-civil	Q	Q
fi	islamic-civil	QQQ	QQQ
fi	islamic-civil	jjjjjjm	H.mm
fi	islamic-civil	y	y G
fi	islamic-civil	yMMMMEEEEdvvvv	cccc d. MMMM y G vvvv
fi	islamic-rgsa	BBBBhm	h.mm BBBB
fi	islamic-rgsa	Bhm	h.mm B
fi	islamic-rgsa	GyMd	d.M.y G
fi	islamic-rgsa	HmsS	H.mm.ss,S
fi	islamic-rgsa	yMMMMdhmsvvvv	d. MMMM y G h.mm.ss a vvvv
fi	islamic-rgsa	yMMMMdv	d. MMMM y G v
fi	islamic-tbla	BBBBhm	h.mm BBBB
fi	islamic-tbla	CCC	H
fi	islamic-tbla	hmss	h.mm.ss a
fi	islamic-umalqura	CCCCCC	H
fi	islamic-umalqura	GG	GG
fi	islamic-umalqura	QQ	QQ
fi	islamic-umalqura	jj	H
fi	islamic-umalqura	vvvv	vvvv
fi	islamic-umalqura	yMMM	LLL y G
fi	islamic-umalqura	yQ	QQQ y G
fi	islamic-umalqura	yy	yy G
fi	japanese	B	B
fi	japanese	Cm	H.mm
fi	japanese	j	H
fi	persian	BBBBhm	h.mm BBBB
fi	persian	Bhm	h.mm B
fi	persian	CCCCC	H
fi	persian	GGGGG	GGGGG
fi	persian	GyMd	d.M.y G
fi	persian	HmsS	H.mm.ss,S
fi	persian	hm	h.mm a
fi	persian	s	s
fi	roc	CCCCm	H.mm
fi	roc	Cms	H.mm.ss
fi	roc	JJJJJJm	H.mm
fi	roc	MMM	LLL
fi	roc	Q	Q
fi	roc	jjjjjjm	H.mm
fi	roc	jjm	H.mm
fi	roc	y	y G
fi	roc	yMMMMEEEEdvvvv	cccc d. MMMM y G vvvv
fil	buddhist	BBBB	BBBB
fil	buddhist	CCCCCC	h aaaaa
fil	buddhist	GGGG	GGGG
fil	buddhist	QQQQ	QQQQ
fil	buddhist	d	d
fil	buddhist	jjjj	h aaaa
fil	buddhist	yMdEEEE	EEEE, M/d/y GGGGG
fil	buddhist	yQQQ	QQQ y G
fil	buddhist	yyyy	y G
fil	chinese	JJ	hh
fil	chinese	hh	hh a
fil	chinese	hmszzz	h:mm:ss a zzz
fil	chinese	mm	mm
fil	chinese	vvvv	vvvv
fil	chinese	yM	r-MM
fil	chinese	yMMM	r MMM
fil	coptic	BBBBBhm	h:mm BBBBB
fil	coptic	G	G
fil	coptic	GGGyMd	M/d/y GGG
fil	coptic	hmss	h:mm:ss a
fil	coptic	yMMMMdhmsvvvv	MMMM d, y G, h:mm:ss a vvvv
fil	dangi	BBBBB	BBBBB
fil	dangi	CCCm	h:mm aaaa
fil	dangi	JJJJJ	hh
fil	dangi	jjjjj	h aaaaa
fil	dangi	zzzzz	zzzzz
fil	ethiopic	BBBBB	BBBBB
fil	ethiopic	JJJJJ	hh
fil	ethiopic	hms	h:mm:ss a
fil	ethiopic	jjj	h aaaa
fil	ethiopic	jjjjj	h aaaaa
fil	ethiopic	v	v
fil	ethiopic	zzzzz	zzzzz
fil	gregorian	C	h a
fil	gregorian	GGG	GGG
fil	gregorian	hm	h:mm a
fil	gregorian	hmss	h:mm:ss a
fil	gregorian	yMMMMdv	y MMMM d, v
fil	hebrew	B	B
fil	hebrew	Cm	h:mm a
fil	hebrew	Hms	HH:mm:ss
fil	hebrew	hmszzzz	h:mm:ss a zzzz
fil	hebrew	j	h a
fil	hebrew	yMv	M/y GGGGG, v
fil	hebrew	zzz	zzz
fil	indian	BBBBB	BBBBB
fil	indian	CCCm	h:mm aaaa
fil	indian	J	hh
fil	indian	JJJJJ	hh
fil	indian	jjjjj	h aaaaa
fil	indian	zzzzz	zzzzz
fil	islamic	CCm	h:mm a
fil	islamic	EEEEE	ccccc
fil	islamic	HHm	HH:mm
fil	islamic	JJJJJm	hh:mm
fil	islamic	JJJJm	hh:mm
fil	islamic	MMMMM	LLLLL
fil	islamic	QQQ	QQQ
fil	islamic	QQQQQ	QQQQQ
fil	islamic	U	y G
fil	islamic	jjjjjm	h:mm aaaaa
fil	islamic	jjjm	h:mm aaaa
fil	islamic	yMMMMEEEEdvvvv	EEEE, MMMM d, y G, vvvv
fil	islamic	yMMMMd	MMMM d, y G
fil	islamic	yQQQQ	QQQQ y G
fil	islamic-civil	Bhm	h:mm B
fil	islamic-civil	G	G
fil	islamic-civil	yMMMMdv	MMMM d, y G, v
fil	islamic-rgsa	CCCCm	h:mm aaaa
fil	islamic-rgsa	M	L
fil	islamic-rgsa	jm	h:mm a
fil	islamic-rgsa	yMM	MM-y G
fil	islamic-tbla	JJm	hh:mm
fil	islamic-tbla	M	L
fil	islamic-tbla	hhm	hh:mm a
fil	islamic-tbla	jm	h:mm a
fil	islamic-tbla	yyMd	M/d/yy GGGGG
fil	islamic-tbla	yyyyMd	M/d/y GGGGG
fil	islamic-umalqura	B	B
fil	islamic-umalqura	Cm	h:mm a
fil	islamic-umalqura	hms	h:mm:ss a
fil	islamic-umalqura	j	h a
fil	islamic-umalqura	jjj	h aaaa
fil	japanese	CC	h a
fil	japanese	EEEE	cccc
fil	japanese	GGGGyMd	M/d/y GGGG
fil	japanese	HH	HH
fil	japanese	JJJJ	hh
fil	japanese	MM	LL
fil	japanese	jjjjjj	h aaaaa
fil	japanese	yMMMMM	MMMMM y G
fil	japanese	zz	zz
fil	persian	JJm	hh:mm
fil	persian	Q	Q
fil	persian	hhm	hh:mm a
fil	persian	jjjjm	h:mm aaaa
fil	persian	y	y G
fil	persian	yyMd	M/d/yy GGGGG
fil	persian	yyyyMd	M/d/y GGGGG
fil	roc	Bhm	h:mm B
fil	roc	Hm	HH:mm
fr	coptic	Cm	HH:mm
fr	dangi	Hm	HH:mm
fr	dangi	s	s
fr	dangi	yMMMMdv	r(U) MMMM d v
fr	dangi	yMdE	E d/M/y
fr	dangi	yMdEEEEE	EEEEE d/M/y
fr	ethiopic	MMM	LLL
fr	ethiopic	U	y G
fr	ethiopic	yMMMM	MMMM y G
fr	ethiopic	yyyyMd	dd/MM/y GGGGG
fr	hebrew	CCm	HH:mm
fr	hebrew	HHm	HH:mm
fr	hebrew	QQQ	QQQ
fr	hebrew	U	y G
fr	hebrew	jjjjjjm	HH:mm
fr	hebrew	jjjjm	HH:mm
fr	hebrew	jjjm	HH:mm
fr	indian	CCCCCCm	HH:mm
fr	indian	CCm	HH:mm
fr	indian	HHm	HH:mm
fr	indian	JJJJJJm	HH:mm
fr	indian	QQQ	QQQ
fr	indian	jjjjjjm	HH:mm
fr	indian	jjjjm	HH:mm
fr	indian	yyMd	dd/MM/yy GGGGG
fr	islamic	B	B
fr	islamic	BBBBB	BBBBB
fr	islamic	JJJ	HH
fr	islamic	JJJJJ	HH
fr	islamic	hmszzzz	h:mm:ss a zzzz
fr	islamic	j	HH
fr	islamic	jjjjj	HH
fr	islamic	zzzzz	zzzzz
fr	islamic-civil	BBBB	BBBB
fr	islamic-civil	EEEEEE	cccccc
fr	islamic-civil	GG	GG
fr	islamic-civil	GGGG	GGGG
fr	islamic-civil	GGGGyMd	dd/MM/y GGGG
fr	islamic-civil	GGyMd	dd/MM/y GG
fr	islamic-civil	JJJJJJ	HH
fr	islamic-civil	QQ	QQ
fr	islamic-civil	QQQQ	QQQQ
fr	islamic-civil	d	d
fr	islamic-civil	hmszzz	h:mm:ss a zzz
fr	islamic-civil	jj	HH
fr	islamic-civil	jjjj	HH
fr	islamic-civil	yQ	QQQ y G
fr	islamic-civil	yQQQ	QQQ y G
fr	islamic-civil	yy	yy G
fr	islamic-civil	yyyy	y G
fr	islamic-rgsa	CC	HH
fr	islamic-rgsa	EEEE	cccc
fr	islamic-rgsa	HH	HH
fr	islamic-rgsa	JJJJ	HH
fr	islamic-rgsa	MM	LL
fr	islamic-rgsa	hmszzzzz	h:mm:ss a zzzzz
fr	islamic-rgsa	jjjjjj	HH
fr	islamic-rgsa	yMMMMM	MMMMM y G
fr	islamic-rgsa	zz	zz
fr	islamic-tbla	GGyMd	dd/MM/y GG
fr	islamic-tbla	UUUU	y G
fr	islamic-tbla	dd	dd
fr	islamic-tbla	hmsz	h:mm:ss a z
fr	islamic-tbla	ss	ss
fr	islamic-tbla	yMMMMM	MMMMM y G
fr	islamic-tbla	yMdEEEEEE	EEEEEE d/M/y GGGGG
fr	islamic-umalqura	CCCCCCm	HH:mm
fr	islamic-umalqura	JJJJJm	HH:mm
fr	islamic-umalqura	JJJm	HH:mm
fr	islamic-umalqura	JJm	HH:mm
fr	islamic-umalqura	U	y G
fr	islamic-umalqura	hhm	hh:mm a
fr	islamic-umalqura	jm	HH:mm
fr	islamic-umalqura	yMMMMEEEEdvvvv	EEEE d MMMM y G vvvv
fr	persian	CCCCCm	HH:mm
fr	persian	Hms	HH:mm:ss
fr	persian	hmszz	h:mm:ss a zz
fr	persian	hmszzzz	h:mm:ss a zzzz
fr	persian	yMv	MM/y GGGGG v
fr	persian	z	z
fr	persian	zzz	zzz
fr	roc	BBBB	BBBB
fr	roc	GGGG	GGGG
fr	roc	GGyMd	dd/MM/y GG
fr	roc	QQQQ	QQQQ
fr	roc	dd	dd
fr	roc	h	h a
fr	roc	jjjj	HH
fr	roc	ss	ss
fr	roc	yQQQ	QQQ y G
fr	roc	yyyy	y G
ga	buddhist	CCm	HH:mm
ga	buddhist	HHm	HH:mm
ga	buddhist	Q	Q
ga	buddhist	QQQ	QQQ
ga	buddhist	jjjjm	HH:mm
ga	buddhist	y	y G
ga	chinese	C	HH
ga	chinese	yMMMMdhmsvvvv	r(U) MMMM d h:mm:ss a vvvv
ga	chinese	yMMMMdv	r(U) MMMM d v
ga	coptic	BBBB	BBBB
ga	coptic	EEEEEE	cccccc
ga	coptic	GGGG	GGGG
ga	coptic	QQQQ	QQQQ
ga	coptic	d	d
ga	coptic	jjjj	HH
ga	coptic	yMdEEEE	EEEE dd/MM/y GGGGG
ga	coptic	yQQQ	QQQ y G
ga	coptic	yyyy	y G
ga	dangi	CCCCm	HH:mm
ga	dangi	JJJm	HH:mm
ga	dangi	JJm	HH:mm
ga	dangi	Q	Q
ga	dangi	hhm	hh:mm a
ga	dangi	jm	HH:mm
ga	dangi	y	r(U)
ga	ethiopic	BBBBhm	h:mm BBBB
ga	ethiopic	CCCCC	HH
ga	ethiopic	GGGGG	GGGGG
ga	ethiopic	yMdE	E dd/MM/y GGGGG
ga	gregorian	Hms	HH:mm:ss
ga	gregorian	hmszz	h:mm:ss a zz
ga	gregorian	hmszzzz	h:mm:ss a zzzz
ga	gregorian	v	v
ga	gregorian	yMv	MM/y v
ga	gregorian	zzz	zzz
ga	hebrew	BBBBBhm	h:mm BBBBB
ga	hebrew	BBBBhm	h:mm BBBB
ga	hebrew	GGG	GGG
ga	hebrew	GGGGGyMd	M/d/y GGGGG
ga	hebrew	GyMd	M/d/y G
ga	hebrew	HmsS	HH:mm:ss.S
ga	indian	GGGyMd	M/d/y GGG
ga	islamic	BBBB	BBBB
ga	islamic	CC	HH
ga	islamic	EEEEEE	cccccc
ga	islamic	GGGG	GGGG
ga	islamic	H	HH
ga	islamic	HH	HH
ga	islamic	JJJJJJ	HH
ga	islamic	MM	LL
ga	islamic	QQQQ	QQQQ
ga	islamic	hmszzz	h:mm:ss a zzz
ga	islamic	jjjj	HH
ga	islamic	yMdEEEEEE	EEEEEE dd/MM/y GGGGG
ga	islamic	yQQQ	QQQ y G
ga	islamic	yyyy	y G
ga	islamic	zz	zz
ga	islamic-civil	Cm	HH:mm
ga	islamic-civil	Hms	HH:mm:ss
ga	islamic-civil	yMv	MM/y GGGGG v
ga	islamic-civil	z	z
ga	islamic-civil	zzz	zzz
ga	islamic-rgsa	BBBBB	BBBBB
ga	islamic-rgsa	Cm	HH:mm
ga	islamic-rgsa	JJJJJ	HH
ga	islamic-rgsa	hms	h:mm:ss a
ga	islamic-rgsa	jjj	HH
ga	islamic-rgsa	jjjjj	HH
ga	islamic-rgsa	v	v
ga	islamic-rgsa	zzzzz	zzzzz
ga	islamic-tbla	CCCCCm	HH:mm
ga	islamic-tbla	Cm	HH:mm
ga	islamic-tbla	v	v
ga	islamic-umalqura	BBBBBhm	h:mm BBBBB
ga	islamic-umalqura	CCC	HH
ga	islamic-umalqura	yMdEEEEE	EEEEE dd/MM/y GGGGG
ga	japanese	CCCCm	HH:mm
ga	japanese	JJm	HH:mm
ga	japanese	U	y G
ga	japanese	hhm	hh:mm a
ga	japanese	jm	HH:mm
ga	japanese	yyMd	dd/MM/yy GGGGG
ga	persian	EEEE	cccc
ga	persian	H	HH
ga	persian	JJJJ	HH
ga	persian	jjjjjj	HH
ga	persian	yMMMMM	MMMMM y G
ga	persian	yMd	dd/MM/y GGGGG
ga	roc	BBBBB	BBBBB
ga	roc	Cm	HH:mm
ga	roc	JJJJJ	HH
ga	roc	jjjjj	HH
ga	roc	v	v
ga	roc	zzzzz	zzzzz
gd	buddhist	JJ	HH
gd	buddhist	h	ha
gd	buddhist	hh	hha
gd	buddhist	mm	mm
gd	buddhist	vvvv	vvvv
gd	buddhist	yM	L/y
gd	buddhist	yMMM	LLL y
gd	buddhist	yMdEEEE	EEEE, d/M/y
gd	chinese	BBBB	BBBB
gd	chinese	EEEEEE	cccccc
gd	chinese	GGGG	GGGG
gd	chinese	GGGGyMd	d'mh' MMM r
gd	chinese	GGyMd	d'mh' MMM r
gd	chinese	JJ	HH
gd	chinese	JJJJJJ	HH
gd	chinese	QQQQ	QQQQ
gd	chinese	hh	hha
gd	chinese	jjjj	HH
gd	chinese	mm	mm
gd	chinese	yM	L/r
gd	chinese	yQQQ	QQQ r(U)
gd	chinese	yyyy	r(U)
gd	dangi	Bh	hB
gd	dangi	J	HH
gd	dangi	hms	h:mm:ssa
gd	dangi	hmszz	h:mm:ssa zz
gd	dangi	jjj	HH
gd	ethiopic	Bh	hB
gd	ethiopic	Bhh	hhB
gd	ethiopic	z	z
gd	gregorian	yMMMMdv	y MMMM d v
gd	hebrew	CCCm	HH:mm
gd	hebrew	Hms	HH:mm:ss
gd	hebrew	J	HH
gd	hebrew	yMv	L/y v
gd	hebrew	zzz	zzz
gd	indian	Bh	hB
gd	indian	hmszzzz	h:mm:ssa zzzz
gd	indian	v	v
gd	islamic	M	L
gd	islamic	jjjjm	HH:mm
gd	islamic	yMM	LL/y
gd	islamic	yMMMMEEEEd	EEEE, d MMMM y G
gd	islamic	yMMMMEEEEdvvvv	EEEE, d MMMM y G vvvv
gd	islamic	yyMd	d/M/yy GGGGG
