locale	calendar	skeleton	pattern
cv	japanese	yMMMMd	G, y, MMMM, d
cv	japanese	yMMMMEEEEd	G, y, MMMM, d, EEEE
cv	japanese	GyMd	G, y.MM.dd
cv	japanese	HmsS	HH:mm:ss,S
cv	japanese	Cms	HH:mm:ss
cv	japanese	yMdHmsv	G, y.MM.dd, HH:mm:ss (v)
cv	japanese	Bh	B h
cv	japanese	MMMM	LLLL
cv	japanese	jjm	HH:mm
cv	buddhist	yMd	G y.MM.dd
cv	buddhist	yMMMMd	G y, MMMM, d
cv	buddhist	yMMMMEEEEd	G y, MMMM, d, EEEE
cv	buddhist	GyMd	G y.MM.dd
cv	buddhist	HmsS	HH:mm:ss,S
cv	buddhist	Cms	HH:mm:ss
cv	buddhist	yMdHmsv	G y.MM.dd, HH:mm:ss (v)
cv	buddhist	Bh	B h
cv	buddhist	MMMM	LLLL
cv	buddhist	jjm	HH:mm
cv	chinese	yMd	r.MM.dd
cv	chinese	yMMMMd	r (U), MMMM, d
cv	chinese	yMMMMEEEEd	r (U), MMMM, d, EEEE
cv	chinese	GyMd	r, MMM, d
cv	chinese	HmsS	HH:mm:ss,S
cv	chinese	Cms	HH:mm:ss
cv	chinese	yMdHmsv	r.MM.dd, HH:mm:ss (v)
cv	chinese	Bh	B h
cv	chinese	MMMM	LLLL
cv	chinese	jjm	HH:mm
cy	gregorian	yMd	d/M/y
cy	gregorian	yMMMMd	y MMMM d
cy	gregorian	yMMMMEEEEd	y MMMM d, EEEE
cy	gregorian	GyMd	M/d/y GGGGG
cy	gregorian	HmsS	HH:mm:ss.S
cy	gregorian	Cms	HH:mm:ss
cy	gregorian	yMdHmsv	d/M/y HH:mm:ss v
cy	gregorian	Bh	h B
cy	gregorian	MMMM	LLLL
cy	gregorian	jjm	HH:mm
cy	japanese	yMd	G y-MM-dd
cy	japanese	yMMMMd	d MMMM y G
cy	japanese	yMMMMEEEEd	EEEE, d MMMM y G
cy	japanese	GyMd	M/d/y GGGGG
cy	japanese	HmsS	HH:mm:ss.S
cy	japanese	Cms	HH:mm:ss
cy	japanese	yMdHmsv	G y-MM-dd, HH:mm:ss v
cy	japanese	Bh	h B
cy	japanese	MMMM	LLLL
cy	japanese	jjm	HH:mm
cy	buddhist	yMd	G y-MM-dd
cy	buddhist	yMMMMd	d MMMM y G
cy	buddhist	yMMMMEEEEd	EEEE, d MMMM y G
cy	buddhist	GyMd	M/d/y GGGGG
cy	buddhist	HmsS	HH:mm:ss.S
cy	buddhist	Cms	HH:mm:ss
cy	buddhist	yMdHmsv	G y-MM-dd, HH:mm:ss v
cy	buddhist	Bh	h B
cy	buddhist	MMMM	LLLL
cy	buddhist	jjm	HH:mm
cy	chinese	yMd	r-MM-dd
cy	chinese	yMMMMd	r(U) MMMM d
cy	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
cy	chinese	GyMd	r MMM d
cy	chinese	HmsS	HH:mm:ss.S
cy	chinese	Cms	HH:mm:ss
cy	chinese	yMdHmsv	r-MM-dd HH:mm:ss v
cy	chinese	Bh	h B
cy	chinese	MMMM	LLLL
cy	chinese	jjm	HH:mm
da	gregorian	yMd	d.M.y
da	gregorian	yMMMMd	y MMMM d
da	gregorian	yMMMMEEEEd	y MMMM d, EEEE
da	gregorian	GyMd	d.M.y GGGGG
da	gregorian	HmsS	HH.mm.ss,S
da	gregorian	Cms	HH.mm.ss
da	gregorian	yMdHmsv	d.M.y HH.mm.ss v
da	gregorian	Bh	h B
da	gregorian	MMMM	MMMM
da	gregorian	jjm	HH.mm
da	japanese	yMd	d.M.y G
da	japanese	yMMMMd	d. MMMM y G
da	japanese	yMMMMEEEEd	EEEE d. MMMM y G
da	japanese	GyMd	d.M.y GGGGG
da	japanese	HmsS	HH.mm.ss,S
da	japanese	Cms	HH.mm.ss
da	japanese	yMdHmsv	d.M.y G HH.mm.ss v
da	japanese	Bh	h B
da	japanese	MMMM	MMMM
da	japanese	jjm	HH.mm
da	buddhist	yMd	d.M.y G
da	buddhist	yMMMMd	d. MMMM y G
da	buddhist	yMMMMEEEEd	EEEE d. MMMM y G
da	buddhist	GyMd	d.M.y GGGGG
da	buddhist	HmsS	HH.mm.ss,S
da	buddhist	Cms	HH.mm.ss
da	buddhist	yMdHmsv	d.M.y G HH.mm.ss v
da	buddhist	Bh	h B
da	buddhist	MMMM	MMMM
da	buddhist	jjm	HH.mm
da	chinese	yMd	r-MM-dd
da	chinese	yMMMMd	r(U) MMMM d
da	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
da	chinese	GyMd	r MMM d
da	chinese	HmsS	HH:mm:ss,S
da	chinese	Cms	HH:mm:ss
da	chinese	yMdHmsv	r-MM-dd HH:mm:ss v
da	chinese	Bh	h B
da	chinese	MMMM	LLLL
da	chinese	jjm	HH:mm
de	gregorian	yMd	d.M.y
de	gregorian	yMMMMd	y MMMM d
de	gregorian	yMMMMEEEEd	y MMMM d, EEEE
de	gregorian	GyMd	dd.MM.y G
de	gregorian	HmsS	HH:mm:ss,S
de	gregorian	Cms	HH:mm:ss
de	gregorian	yMdHmsv	d.M.y, HH:mm:ss v
de	gregorian	Bh	h 'Uhr' B
de	gregorian	MMMM	LLLL
de	gregorian	jjm	HH:mm
de	japanese	yMd	d.M.y GGGGG
de	japanese	yMMMMd	d. MMMM y G
de	japanese	yMMMMEEEEd	EEEE, d. MMMM y G
de	japanese	GyMd	d.M.y GGGGG
de	japanese	HmsS	HH:mm:ss,S
de	japanese	Cms	HH:mm:ss
de	japanese	yMdHmsv	d.M.y GGGGG, HH:mm:ss v
de	japanese	Bh	h 'Uhr' B
de	japanese	MMMM	LLLL
de	japanese	jjm	HH:mm
de	buddhist	yMd	d.M.y GGGGG
de	buddhist	yMMMMd	d. MMMM y G
de	buddhist	yMMMMEEEEd	EEEE, d. MMMM y G
de	buddhist	GyMd	d.M.y GGGGG
de	buddhist	HmsS	HH:mm:ss,S
de	buddhist	Cms	HH:mm:ss
de	buddhist	yMdHmsv	d.M.y GGGGG, HH:mm:ss v
de	buddhist	Bh	h 'Uhr' B
de	buddhist	MMMM	LLLL
de	buddhist	jjm	HH:mm
de	chinese	yMd	d.M.y
de	chinese	yMMMMd	d. MMMM U
de	chinese	yMMMMEEEEd	EEEE, d. MMMM U
de	chinese	GyMd	d. MMM U
de	chinese	HmsS	HH:mm:ss,S
de	chinese	Cms	HH:mm:ss
de	chinese	yMdHmsv	d.M.y HH:mm:ss v
de	chinese	Bh	h B
de	chinese	MMMM	LLLL
de	chinese	jjm	HH:mm
dsb	gregorian	yMd	d.M.y
dsb	gregorian	yMMMMd	y MMMM d
dsb	gregorian	yMMMMEEEEd	y MMMM d, EEEE
dsb	gregorian	GyMd	d.M.y GGGGG
dsb	gregorian	HmsS	H:mm:ss,S
dsb	gregorian	Cms	H:mm:ss
dsb	gregorian	yMdHmsv	d.M.y H:mm:ss v
dsb	gregorian	Bh	'zeg'. h B
dsb	gregorian	MMMM	LLLL
dsb	gregorian	jjm	'zeg'. H:mm
dsb	japanese	yMd	d.M.y GGGGG
dsb	japanese	yMMMMd	d. MMMM y G
dsb	japanese	yMMMMEEEEd	EEEE, d. MMMM y G
dsb	japanese	GyMd	d.M.y GGGGG
dsb	japanese	HmsS	HH:mm:ss,S
dsb	japanese	Cms	HH:mm:ss
dsb	japanese	yMdHmsv	d.M.y GGGGG HH:mm:ss v
dsb	japanese	Bh	'zeg'. h B
dsb	japanese	MMMM	LLLL
dsb	japanese	jjm	HH:mm
dsb	buddhist	yMd	d.M.y GGGGG
dsb	buddhist	yMMMMd	d. MMMM y G
dsb	buddhist	yMMMMEEEEd	EEEE, d. MMMM y G
dsb	buddhist	GyMd	d.M.y GGGGG
dsb	buddhist	HmsS	HH:mm:ss,S
dsb	buddhist	Cms	HH:mm:ss
dsb	buddhist	yMdHmsv	d.M.y GGGGG HH:mm:ss v
dsb	buddhist	Bh	'zeg'. h B
dsb	buddhist	MMMM	LLLL
dsb	buddhist	jjm	HH:mm
dsb	chinese	yMd	r-MM-dd
dsb	chinese	yMMMMd	r(U) MMMM d
dsb	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
dsb	chinese	GyMd	r MMM d
dsb	chinese	HmsS	HH:mm:ss,S
dsb	chinese	Cms	HH:mm:ss
dsb	chinese	yMdHmsv	r-MM-dd HH:mm:ss v
dsb	chinese	Bh	h B
dsb	chinese	MMMM	LLLL
dsb	chinese	jjm	HH:mm
el	gregorian	yMd	d/M/y
el	gregorian	yMMMMd	y MMMM d
el	gregorian	yMMMMEEEEd	y MMMM d, EEEE
el	gregorian	GyMd	d/M/y GGGGG
el	gregorian	HmsS	HH:mm:ss,S
el	gregorian	Cms	h:mm:ss a
el	gregorian	yMdHmsv	d/M/y, HH:mm:ss (vvvv)
el	gregorian	Bh	h B
el	gregorian	MMMM	MMMM
el	gregorian	jjm	h:mm a
el	japanese	yMd	dd/MM/y GGGGG
el	japanese	yMMMMd	d MMMM, y G
el	japanese	yMMMMEEEEd	EEEE, d MMMM, y G
el	japanese	GyMd	d/M/y GGGGG
el	japanese	HmsS	HH:mm:ss,S
el	japanese	Cms	h:mm:ss a
el	japanese	yMdHmsv	dd/MM/y GGGGG, HH:mm:ss v
el	japanese	Bh	h B
el	japanese	MMMM	LLLL
el	japanese	jjm	h:mm a
el	buddhist	yMd	d/M/y GGGGG
el	buddhist	yMMMMd	d MMMM y G
el	buddhist	yMMMMEEEEd	EEEE, d MMMM y G
el	buddhist	GyMd	d/M/y GGGGG
el	buddhist	HmsS	HH:mm:ss,S
el	buddhist	Cms	h:mm:ss a
el	buddhist	yMdHmsv	d/M/y GGGGG, HH:mm:ss v
el	buddhist	Bh	h B
el	buddhist	MMMM	LLLL
el	buddhist	jjm	h:mm a
el	chinese	yMd	r-MM-dd
el	chinese	yMMMMd	r(U) MMMM d
el	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
el	chinese	GyMd	r MMM d
el	chinese	HmsS	HH:mm:ss,S
el	chinese	Cms	h:mm:ss a
el	chinese	yMdHmsv	r-MM-dd HH:mm:ss v
el	chinese	Bh	h B
el	chinese	MMMM	LLLL
el	chinese	jjm	h:mm a
en	gregorian	yMd	M/d/y
en	gregorian	yMMMMd	MMMM d, y
en	gregorian	yMMMMEEEEd	EEEE, MMMM d, y
en	gregorian	GyMd	M/d/y G
en	gregorian	HmsS	HH:mm:ss.S
en	gregorian	Cms	h:mm:ss a
en	gregorian	yMdHmsv	M/d/y, HH:mm:ss v
en	gregorian	Bh	h B
en	gregorian	MMMM	LLLL
en	gregorian	jjm	h:mm a
en	japanese	yMd	M/d/y GGGGG
en	japanese	yMMMMd	MMMM d, y G
en	japanese	yMMMMEEEEd	EEEE, MMMM d, y G
en	japanese	GyMd	M/d/y GGGGG
en	japanese	HmsS	HH:mm:ss.S
en	japanese	Cms	h:mm:ss a
en	japanese	yMdHmsv	M/d/y GGGGG, HH:mm:ss v
en	japanese	Bh	h B
en	japanese	MMMM	LLLL
en	japanese	jjm	h:mm a
en	buddhist	yMd	M/d/y G
en	buddhist	yMMMMd	MMMM d, y G
en	buddhist	yMMMMEEEEd	EEEE, MMMM d, y G
en	buddhist	GyMd	M/d/y G
en	buddhist	HmsS	HH:mm:ss.S
en	buddhist	Cms	h:mm:ss a
en	buddhist	yMdHmsv	M/d/y G, HH:mm:ss v
en	buddhist	Bh	h B
en	buddhist	MMMM	LLLL
en	buddhist	jjm	h:mm a
en	chinese	yMd	M/d/r
en	chinese	yMMMMd	MMMM d, r(U)
en	chinese	yMMMMEEEEd	EEEE, MMMM d, r(U)
en	chinese	GyMd	MMM d, r
en	chinese	HmsS	HH:mm:ss.S
en	chinese	Cms	h:mm:ss a
en	chinese	yMdHmsv	M/d/r, HH:mm:ss v
en	chinese	Bh	h B
en	chinese	MMMM	LLLL
en	chinese	jjm	h:mm a
es	gregorian	yMd	d/M/y
es	gregorian	yMMMMd	d 'de' MMMM 'de' y
es	gregorian	yMMMMEEEEd	EEEE, d 'de' MMMM 'de' y
es	gregorian	GyMd	d/M/y G
es	gregorian	HmsS	H:mm:ss,S
es	gregorian	Cms	H:mm:ss
es	gregorian	yMdHmsv	d/M/y, H:mm:ss v
es	gregorian	Bh	h B
es	gregorian	MMMM	LLLL
es	gregorian	jjm	H:mm
es	japanese	yMd	d/M/y GGGGG
es	japanese	yMMMMd	d 'de' MMMM 'de' y G
es	japanese	yMMMMEEEEd	EEEE, d 'de' MMMM 'de' y G
es	japanese	GyMd	d/M/y GGGGG
es	japanese	HmsS	HH:mm:ss,S
es	japanese	Cms	HH:mm:ss
es	japanese	yMdHmsv	d/M/y GGGGG, HH:mm:ss v
es	japanese	Bh	h B
es	japanese	MMMM	LLLL
es	japanese	jjm	HH:mm
es	buddhist	yMd	d/M/y GGGGG
es	buddhist	yMMMMd	d 'de' MMMM 'de' y G
es	buddhist	yMMMMEEEEd	EEEE, d 'de' MMMM 'de' y G
es	buddhist	GyMd	d/M/y GGGGG
es	buddhist	HmsS	HH:mm:ss,S
es	buddhist	Cms	HH:mm:ss
es	buddhist	yMdHmsv	d/M/y GGGGG, HH:mm:ss v
es	buddhist	Bh	h B
es	buddhist	MMMM	LLLL
es	buddhist	jjm	HH:mm
es	chinese	yMd	d-M-r
es	chinese	yMMMMd	r(U) MMMM d
es	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
es	chinese	GyMd	d-M-r
es	chinese	HmsS	HH:mm:ss,S
es	chinese	Cms	HH:mm:ss
es	chinese	yMdHmsv	d-M-r HH:mm:ss v
es	chinese	Bh	h B
es	chinese	MMMM	L
es	chinese	jjm	HH:mm
et	gregorian	yMd	d.M.y
et	gregorian	yMMMMd	y MMMM d
et	gregorian	yMMMMEEEEd	y MMMM d, EEEE
et	gregorian	GyMd	d.MM.y GGGGG
et	gregorian	HmsS	HH:mm:ss,S
et	gregorian	Cms	HH:mm:ss
et	gregorian	yMdHmsv	d.M.y HH:mm:ss v
et	gregorian	Bh	h B
et	gregorian	MMMM	MMMM
et	gregorian	jjm	HH:mm
et	japanese	yMd	d.M.y G
et	japanese	yMMMMd	d. MMMM y G
et	japanese	yMMMMEEEEd	EEEE, d. MMMM y G
et	japanese	GyMd	d.MM.y GGGGG
et	japanese	HmsS	H:mm:ss,S
et	japanese	Cms	H:mm:ss
et	japanese	yMdHmsv	d.M.y G H:mm:ss v
et	japanese	Bh	h B
et	japanese	MMMM	MMMM
et	japanese	jjm	HH:mm
et	buddhist	yMd	d.M.y G
et	buddhist	yMMMMd	d. MMMM y G
et	buddhist	yMMMMEEEEd	EEEE, d. MMMM y G
et	buddhist	GyMd	d.MM.y GGGGG
et	buddhist	HmsS	H:mm:ss,S
et	buddhist	Cms	H:mm:ss
et	buddhist	yMdHmsv	d.M.y G H:mm:ss v
et	buddhist	Bh	h B
et	buddhist	MMMM	MMMM
et	buddhist	jjm	HH:mm
et	chinese	yMd	r-MM-dd
et	chinese	yMMMMd	r(U) MMMM d
et	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
et	chinese	GyMd	r MMM d
et	chinese	HmsS	HH:mm:ss,S
et	chinese	Cms	HH:mm:ss
et	chinese	yMdHmsv	r-MM-dd HH:mm:ss v
et	chinese	Bh	h B
et	chinese	MMMM	LLLL
et	chinese	jjm	HH:mm
fa	gregorian	yMd	y/M/d
fa	gregorian	yMMMMd	y MMMM d
fa	gregorian	yMMMMEEEEd	EEEE d MMMM y
fa	gregorian	GyMd	y/M/d GGGGG
fa	gregorian	HmsS	H:mm:ss٫S
fa	gregorian	Cms	h:mm:ss B
fa	gregorian	yMdHmsv	y/M/d،‏ H:mm:ss v
fa	gregorian	Bh	h B
fa	gregorian	MMMM	LLLL
fa	gregorian	jjm	H:mm
fa	japanese	yMd	y/M/d GGGGG
fa	japanese	yMMMMd	d MMMM y G
fa	japanese	yMMMMEEEEd	EEEE d MMMM y G
fa	japanese	GyMd	M/d/y GGGGG
fa	japanese	HmsS	H:mm:ss٫S
fa	japanese	Cms	h:mm:ss B
fa	japanese	yMdHmsv	y/M/d GGGGG،‏ H:mm:ss (v)
fa	japanese	Bh	h B
fa	japanese	MMMM	LLLL
fa	japanese	jjm	H:mm
fa	buddhist	yMd	y/M/d GGGGG
fa	buddhist	yMMMMd	d MMMM y G
fa	buddhist	yMMMMEEEEd	EEEE d MMMM y G
fa	buddhist	GyMd	M/d/y GGGGG
fa	buddhist	HmsS	H:mm:ss٫S
fa	buddhist	Cms	h:mm:ss B
fa	buddhist	yMdHmsv	y/M/d GGGGG،‏ H:mm:ss (v)
fa	buddhist	Bh	h B
fa	buddhist	MMMM	LLLL
fa	buddhist	jjm	H:mm
fa	chinese	yMd	r-MM-dd
fa	chinese	yMMMMd	r(U) MMMM d
fa	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
fa	chinese	GyMd	r MMM d
fa	chinese	HmsS	HH:mm:ss٫S
fa	chinese	Cms	h:mm:ss B
fa	chinese	yMdHmsv	r-MM-dd HH:mm:ss (v)
fa	chinese	Bh	h B
fa	chinese	MMMM	LLLL
fa	chinese	jjm	HH:mm
fi	gregorian	yMd	d.M.y
fi	gregorian	yMMMMd	d. MMMM y
fi	gregorian	yMMMMEEEEd	cccc d. MMMM y
fi	gregorian	GyMd	M.d.y G
fi	gregorian	HmsS	H.mm.ss,S
fi	gregorian	Cms	H.mm.ss
fi	gregorian	yMdHmsv	d.M.y H.mm.ss v
fi	gregorian	Bh	h B
fi	gregorian	MMMM	LLLL
fi	gregorian	jjm	H.mm
fi	japanese	yMd	d.M.y G
fi	japanese	yMMMMd	d. MMMM y G
fi	japanese	yMMMMEEEEd	cccc d. MMMM y G
fi	japanese	GyMd	d.M.y G
fi	japanese	HmsS	H.mm.ss,S
fi	japanese	Cms	H.mm.ss
fi	japanese	yMdHmsv	d.M.y G H.mm.ss v
fi	japanese	Bh	h B
fi	japanese	MMMM	LLLL
fi	japanese	jjm	H.mm
fi	buddhist	yMd	d.M.y G
fi	buddhist	yMMMMd	d. MMMM y G
fi	buddhist	yMMMMEEEEd	cccc d. MMMM y G
fi	buddhist	GyMd	d.M.y G
fi	buddhist	HmsS	H.mm.ss,S
fi	buddhist	Cms	H.mm.ss
fi	buddhist	yMdHmsv	d.M.y G H.mm.ss v
fi	buddhist	Bh	h B
fi	buddhist	MMMM	LLLL
fi	buddhist	jjm	H.mm
fi	chinese	yMd	d.M.y
fi	chinese	yMMMMd	r(U) MMMM d
fi	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
fi	chinese	GyMd	r MMM d
fi	chinese	HmsS	H.mm.ss,S
fi	chinese	Cms	H.mm.ss
fi	chinese	yMdHmsv	d.M.y H.mm.ss v
fi	chinese	Bh	h B
fi	chinese	MMMM	LLLL
fi	chinese	jjm	H.mm
fil	gregorian	yMd	M/d/y
fil	gregorian	yMMMMd	y MMMM d
fil	gregorian	yMMMMEEEEd	y MMMM d, EEEE
fil	gregorian	GyMd	M/d/y G
fil	gregorian	HmsS	HH:mm:ss.S
fil	gregorian	Cms	h:mm:ss a
fil	gregorian	yMdHmsv	M/d/y, HH:mm:ss v
fil	gregorian	Bh	h B
fil	gregorian	MMMM	LLLL
fil	gregorian	jjm	h:mm a
fil	japanese	yMd	M/d/y GGGGG
fil	japanese	yMMMMd	MMMM d, y G
fil	japanese	yMMMMEEEEd	EEEE, MMMM d, y G
fil	japanese	GyMd	M/d/y GGGGG
fil	japanese	HmsS	HH:mm:ss.S
fil	japanese	Cms	h:mm:ss a
fil	japanese	yMdHmsv	M/d/y GGGGG, HH:mm:ss v
fil	japanese	Bh	h B
fil	japanese	MMMM	LLLL
fil	japanese	jjm	h:mm a
fil	buddhist	yMd	M/d/y GGGGG
fil	buddhist	yMMMMd	MMMM d, y G
fil	buddhist	yMMMMEEEEd	EEEE, MMMM d, y G
fil	buddhist	GyMd	M/d/y GGGGG
fil	buddhist	HmsS	HH:mm:ss.S
fil	buddhist	Cms	h:mm:ss a
fil	buddhist	yMdHmsv	M/d/y GGGGG, HH:mm:ss v
fil	buddhist	Bh	h B
fil	buddhist	MMMM	LLLL
fil	buddhist	jjm	h:mm a
fil	chinese	yMd	r-MM-dd
fil	chinese	yMMMMd	r(U) MMMM d
fil	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
fil	chinese	GyMd	r MMM d
fil	chinese	HmsS	HH:mm:ss.S
fil	chinese	Cms	h:mm:ss a
fil	chinese	yMdHmsv	r-MM-dd HH:mm:ss v
fil	chinese	Bh	h B
fil	chinese	MMMM	LLLL
fil	chinese	jjm	h:mm a
ga	gregorian	yMd	dd/MM/y
ga	gregorian	yMMMMd	y MMMM d
ga	gregorian	yMMMMEEEEd	y MMMM d, EEEE
ga	gregorian	GyMd	dd/MM/y GGGGG
ga	gregorian	HmsS	HH:mm:ss.S
ga	gregorian	Cms	HH:mm:ss
ga	gregorian	yMdHmsv	dd/MM/y HH:mm:ss v
ga	gregorian	Bh	h B
ga	gregorian	MMMM	LLLL
ga	gregorian	jjm	HH:mm
ga	japanese	yMd	dd/MM/y GGGGG
ga	japanese	yMMMMd	d MMMM y G
ga	japanese	yMMMMEEEEd	EEEE d MMMM y G
ga	japanese	GyMd	M/d/y G
ga	japanese	HmsS	HH:mm:ss.S
ga	japanese	Cms	HH:mm:ss
ga	japanese	yMdHmsv	dd/MM/y GGGGG HH:mm:ss v
ga	japanese	Bh	h B
ga	japanese	MMMM	LLLL
ga	japanese	jjm	HH:mm
ga	buddhist	yMd	dd/MM/y GGGGG
ga	buddhist	yMMMMd	d MMMM y G
ga	buddhist	yMMMMEEEEd	EEEE d MMMM y G
ga	buddhist	GyMd	M/d/y G
ga	buddhist	HmsS	HH:mm:ss.S
ga	buddhist	Cms	HH:mm:ss
ga	buddhist	yMdHmsv	dd/MM/y GGGGG HH:mm:ss v
ga	buddhist	Bh	h B
ga	buddhist	MMMM	LLLL
ga	buddhist	jjm	HH:mm
ga	chinese	yMd	r-MM-dd
ga	chinese	yMMMMd	r(U) MMMM d
ga	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
ga	chinese	GyMd	r MMM d
ga	chinese	HmsS	HH:mm:ss.S
ga	chinese	Cms	HH:mm:ss
ga	chinese	yMdHmsv	r-MM-dd HH:mm:ss v
ga	chinese	Bh	h B
ga	chinese	MMMM	LLLL
ga	chinese	jjm	HH:mm
gd	gregorian	yMd	d/M/y
gd	gregorian	yMMMMd	y MMMM d
gd	gregorian	yMMMMEEEEd	y MMMM d, EEEE
gd	gregorian	GyMd	d/M/y G
gd	gregorian	HmsS	HH:mm:ss.S
gd	gregorian	Cms	HH:mm:ss
gd	gregorian	yMdHmsv	d/M/y HH:mm:ss v
gd	gregorian	Bh	hB
gd	gregorian	MMMM	LLLL
gd	gregorian	jjm	HH:mm
gd	japanese	yMd	d/M/y GGGGG
gd	japanese	yMMMMd	d MMMM y G
gd	japanese	yMMMMEEEEd	EEEE, d MMMM y G
gd	japanese	GyMd	d/M/y GGGGG
gd	japanese	HmsS	HH:mm:ss.S
gd	japanese	Cms	HH:mm:ss
gd	japanese	yMdHmsv	d/M/y GGGGG HH:mm:ss v
gd	japanese	Bh	hB
gd	japanese	MMMM	LLLL
gd	japanese	jjm	HH:mm
gd	buddhist	yMd	d/M/y GGGGG
gd	buddhist	yMMMMd	d MMMM y G
gd	buddhist	yMMMMEEEEd	EEEE, d MMMM y G
gd	buddhist	GyMd	d/M/y GGGGG
gd	buddhist	HmsS	HH:mm:ss.S
gd	buddhist	Cms	HH:mm:ss
gd	buddhist	yMdHmsv	d/M/y GGGGG HH:mm:ss v
gd	buddhist	Bh	hB
gd	buddhist	MMMM	LLLL
gd	buddhist	jjm	HH:mm
gd	chinese	yMd	d/M/r
gd	chinese	yMMMMd	r(U) MMMM d
gd	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
gd	chinese	GyMd	d'mh' MMM r
gd	chinese	HmsS	HH:mm:ss.S
gd	chinese	Cms	HH:mm:ss
gd	chinese	yMdHmsv	d/M/r HH:mm:ss v
gd	chinese	Bh	hB
gd	chinese	MMMM	LLLL
gd	chinese	jjm	HH:mm
gl	gregorian	yMd	d/M/y
gl	gregorian	yMMMMd	y MMMM d
gl	gregorian	yMMMMEEEEd	y MMMM d, EEEE
gl	gregorian	GyMd	d/M/y GGGGG
gl	gregorian	HmsS	HH:mm:ss,S
gl	gregorian	Cms	HH:mm:ss
gl	gregorian	yMdHmsv	d/M/y, HH:mm:ss v
gl	gregorian	Bh	h B
gl	gregorian	MMMM	LLLL
gl	gregorian	jjm	HH:mm
gl	japanese	yMd	dd/MM/y
gl	japanese	yMMMMd	d 'de' MMMM 'de' y
gl	japanese	yMMMMEEEEd	EEEE, d 'de' MMMM 'de' y
gl	japanese	GyMd	dd/MM/y GGGGG
gl	japanese	HmsS	HH:mm:ss,S
gl	japanese	Cms	HH:mm:ss
gl	japanese	yMdHmsv	dd/MM/y, HH:mm:ss v
gl	japanese	Bh	h B
gl	japanese	MMMM	LLLL
gl	japanese	jjm	HH:mm
gl	buddhist	yMd	dd/MM/y
gl	buddhist	yMMMMd	d 'de' MMMM 'de' y
gl	buddhist	yMMMMEEEEd	EEEE, d 'de' MMMM 'de' y
gl	buddhist	GyMd	dd/MM/y GGGGG
gl	buddhist	HmsS	HH:mm:ss,S
gl	buddhist	Cms	HH:mm:ss
gl	buddhist	yMdHmsv	dd/MM/y, HH:mm:ss v
gl	buddhist	Bh	h B
gl	buddhist	MMMM	LLLL
gl	buddhist	jjm	HH:mm
gl	chinese	yMd	r-MM-dd
gl	chinese	yMMMMd	r(U) MMMM d
gl	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
gl	chinese	GyMd	r MMM d
gl	chinese	HmsS	HH:mm:ss,S
gl	chinese	Cms	HH:mm:ss
gl	chinese	yMdHmsv	r-MM-dd HH:mm:ss v
gl	chinese	Bh	h B
gl	chinese	MMMM	LLLL
gl	chinese	jjm	HH:mm
gu	gregorian	yMd	d/M/y
gu	gregorian	yMMMMd	y MMMM d
gu	gregorian	yMMMMEEEEd	y MMMM d, EEEE
gu	gregorian	GyMd	G y-MM-dd
gu	gregorian	HmsS	HH:mm:ss.S
gu	gregorian	Cms	h:mm:ss a
gu	gregorian	yMdHmsv	d/M/y HH:mm:ss v
gu	gregorian	Bh	h B
gu	gregorian	MMMM	LLLL
gu	gregorian	jjm	h:mm a
gu	japanese	yMd	d/M/G y
gu	japanese	yMMMMd	d MMMM, G y
gu	japanese	yMMMMEEEEd	EEEE, d MMMM, G y
gu	japanese	GyMd	G y-MM-dd
gu	japanese	HmsS	HH:mm:ss.S
gu	japanese	Cms	hh:mm:ss a
gu	japanese	yMdHmsv	d/M/G y HH:mm:ss v
gu	japanese	Bh	h B
gu	japanese	MMMM	LLLL
gu	japanese	jjm	hh:mm a
gu	buddhist	yMd	d/M/G y
gu	buddhist	yMMMMd	d MMMM, G y
gu	buddhist	yMMMMEEEEd	EEEE, d MMMM, G y
gu	buddhist	GyMd	G y-MM-dd
gu	buddhist	HmsS	HH:mm:ss.S
gu	buddhist	Cms	hh:mm:ss a
gu	buddhist	yMdHmsv	d/M/G y HH:mm:ss v
gu	buddhist	Bh	h B
gu	buddhist	MMMM	LLLL
gu	buddhist	jjm	hh:mm a
gu	chinese	yMd	r-MM-dd
gu	chinese	yMMMMd	r(U) MMMM d
gu	chinese	yMMMMEEEEd	r(U) MMMM d, EEEE
gu	chinese	GyMd	r MMM d
gu	chinese	HmsS	HH:mm:ss.S
gu	chinese	Cms	h:mm:ss a
gu	chinese	yMdHmsv	r-MM-dd HH:mm:ss v
gu	chinese	Bh	h B
gu	chinese	MMMM	LLLL
gu	chinese	jjm	h:mm a
ha	gregorian	yMd	y-MM-dd
