locale=jv ; action=add ; new_path=3cead67f8ae5f035 ; new_value=Aghem
locale=jv ; action=add ; new_path=1de923f7018fba60 ; new_value={0} Sen. kepungkur
locale=jv ; action=add ; new_path=2cef87a3a7f03bd2 ; new_value=Sn wingi
locale=jv ; action=add ; new_path=6ea474ad98264183 ; new_value=Sn iki
locale=jv ; action=add ; new_path=72480db8926b2603 ; new_value=Sn ngarep
locale=jv ; action=add ; new_path=7ed7c028a3342dc2 ; new_value=ing {0} Sn
locale=jv ; action=add ; new_path=50e3b239953b915e ; new_value={0} Sn kepungkur
locale=jv ; action=add ; new_path=60aeee5107830c7f ; new_value=Selasa wingi
locale=jv ; action=add ; new_path=4e396557ac5cf6af ; new_value=Selasa iki
locale=jv ; action=add ; new_path=11d5a244a70d1edd ; new_value=Selasa ngarep
locale=jv ; action=add ; new_path=230af4992050486f ; new_value=ing {0} Selasa
locale=jv ; action=add ; new_path=1720ebee94888221 ; new_value={0} Selasa kepungkur
locale=jv ; action=add ; new_path=214090f38a27d252 ; new_value=Sel. wingi
locale=jv ; action=add ; new_path=125d9e946f83c74e ; new_value=Sel. iki
locale=jv ; action=add ; new_path=428b0493296bb24 ; new_value=Sel. ngarep
locale=jv ; action=add ; new_path=4597830050ff7680 ; new_value=ing {0} Sel.
locale=jv ; action=add ; new_path=74be4555184293a7 ; new_value={0} Sel. kepungkur
locale=jv ; action=add ; new_path=761e6facd5677d39 ; new_value=Sl wingi
locale=jv ; action=add ; new_path=6305396b09ac0fb9 ; new_value=Sl iki
locale=jv ; action=add ; new_path=566feed3e1116853 ; new_value=Sl ngarep
locale=jv ; action=add ; new_path=6f06a048b99f9c3c ; new_value=ing {0} Sl
locale=jv ; action=add ; new_path=5e43f52aa0551bd0 ; new_value={0} Sl kepungkur
locale=jv ; action=add ; new_path=e06f69ad6a117ac ; new_value=Rebo wingi
locale=jv ; action=add ; new_path=54e05622a5d1e1db ; new_value=Rebo iki
locale=jv ; action=add ; new_path=763ab4967d162931 ; new_value=Rebo ngarep
locale=jv ; action=add ; new_path=6734dc6ed5f21607 ; new_value=ing {0} Rebo
locale=jv ; action=add ; new_path=fc09b2b553c0ca5 ; new_value={0} Rebo kepungkur
locale=jv ; action=add ; new_path=473f641801a932a9 ; new_value=Reb. wingi
locale=jv ; action=add ; new_path=4eae1facd0844394 ; new_value=Reb. iki
locale=jv ; action=add ; new_path=43aae79868cde87c ; new_value=Reb. ngarep
locale=jv ; action=add ; new_path=31e96f4f0d9e5d6e ; new_value=ing {0} Reb.
locale=jv ; action=add ; new_path=54b342a5e1faa386 ; new_value={0} Reb. kepungkur
locale=jv ; action=add ; new_path=7f45971ca5d0ae59 ; new_value=R wingi
locale=jv ; action=add ; new_path=1f571e9948ebcc34 ; new_value=R iki
locale=jv ; action=add ; new_path=6bd037713bd84804 ; new_value=R ngarep
locale=jv ; action=add ; new_path=5a40dbb0a1402a32 ; new_value=ing {0} R
locale=jv ; action=add ; new_path=3d212a587620af0c ; new_value={0} R kepungkur
locale=jv ; action=add ; new_path=2d0670828330e6e4 ; new_value=Kemis wingi
locale=jv ; action=add ; new_path=676542195acdcf45 ; new_value=Kemis iki
locale=jv ; action=add ; new_path=7b16501a46dbcaa8 ; new_value=Kemis ngarep
locale=jv ; action=add ; new_path=61fb0d982b88b7fb ; new_value=ing {0} Kemis
locale=jv ; action=add ; new_path=28722e9a1fdf9aa0 ; new_value={0} Kemis kepungkur
locale=jv ; action=add ; new_path=30463d55b55ea448 ; new_value=Kms. wingi
locale=jv ; action=add ; new_path=16028bff1a89067d ; new_value=Kms. iki
locale=jv ; action=add ; new_path=280fbebfee24240a ; new_value=Kms. ngarep
locale=jv ; action=add ; new_path=387908ff10d0681d ; new_value=ing {0} Kms.
locale=jv ; action=add ; new_path=ab03aaf38906ac5 ; new_value={0} Kms. kepungkur
locale=jv ; action=add ; new_path=28690f4a7e08d6e2 ; new_value=K wingi
locale=jv ; action=add ; new_path=3fe9bf2b5b8d6931 ; new_value=K iki
locale=jv ; action=add ; new_path=7549b70e6b778ed1 ; new_value=K ngarep
locale=jv ; action=add ; new_path=6cfb111ec4bbb8f4 ; new_value=ing {0} K
locale=jv ; action=add ; new_path=300f1ae13786cb9e ; new_value={0} K kepungkur
locale=jv ; action=add ; new_path=38a12156ac4e42f2 ; new_value=Jemuwah wingi
locale=jv ; action=add ; new_path=5d27c87466375dbc ; new_value=Jemuwah iki
locale=jv ; action=add ; new_path=1061ea35f7e3da25 ; new_value=Jemuwah ngarep
locale=jv ; action=add ; new_path=10d9c63d60cc68ff ; new_value=ing {0} Jemuwah
locale=jv ; action=add ; new_path=6cc08bab5f4b642c ; new_value={0} Jemuwah kepungkur
locale=jv ; action=add ; new_path=557b4b71b1c45bf4 ; new_value=Jem. wingi
locale=jv ; action=add ; new_path=1dd9fd094433bc88 ; new_value=Jem. iki
locale=jv ; action=add ; new_path=31dd6ca213771bf6 ; new_value=Jem. ngarep
locale=jv ; action=add ; new_path=532b49eb79b1cb1b ; new_value=ing {0} Jem.
locale=jv ; action=add ; new_path=6e6f2f883f3c3a65 ; new_value={0} Jem. kepungkur
locale=jv ; action=add ; new_path=71874460cea8414c ; new_value=J wingi
locale=jv ; action=add ; new_path=366959d17bc8979 ; new_value=J iki
locale=jv ; action=add ; new_path=42a5217d6e5a2664 ; new_value=J ngarep
locale=jv ; action=add ; new_path=67753edd27e4be7c ; new_value=ing {0} J
locale=jv ; action=add ; new_path=648f94e63fc77099 ; new_value={0} J kepungkur
locale=jv ; action=add ; new_path=e3a093be61cf606 ; new_value=Setu wingi
locale=jv ; action=add ; new_path=35beb9237d7ff567 ; new_value=Setu iki
locale=jv ; action=add ; new_path=1abae871d9f4ce5e ; new_value=Setu ngarep
locale=jv ; action=add ; new_path=470039db3b879b3f ; new_value=ing {0} Setu
locale=jv ; action=add ; new_path=1517cf69b04c547 ; new_value={0} Setu kepungkur
locale=jv ; action=add ; new_path=1a2e0de2e59094e1 ; new_value=Set. wingi
locale=jv ; action=add ; new_path=4067b278fcf1190c ; new_value=Set. iki
locale=jv ; action=add ; new_path=165dcc1cc710ea94 ; new_value=Set. ngarep
locale=jv ; action=add ; new_path=57fb0deb17870cb9 ; new_value=ing {0} Set.
locale=jv ; action=add ; new_path=66e05815aff47b7a ; new_value={0} Set. kepungkur
locale=jv ; action=add ; new_path=1c262b136ab8e0 ; new_value=St wingi
locale=jv ; action=add ; new_path=5bb2be0cdb56109e ; new_value=St iki
locale=jv ; action=add ; new_path=aff6ff697cb4019 ; new_value=St ngarep
locale=jv ; action=add ; new_path=3121cf29d2d31719 ; new_value=ing {0} St
locale=jv ; action=add ; new_path=5783df023f4be4cf ; new_value=jam iki
locale=jv ; action=add ; new_path=1a8e79f0091c21c3 ; new_value=ing {0} jam
locale=jv ; action=add ; new_path=a7230011bdda744 ; new_value={0} jam kepungkur
locale=jv ; action=add ; new_path=3c228b2609f26c6c ; new_value=menit iki
locale=jv ; action=add ; new_path=12bf090ba5edf291 ; new_value=ing {0} mnt
locale=jv ; action=add ; new_path=2e0aa8dd28cb2f49 ; new_value={0} men. kepungkur
locale=jv ; action=add ; new_path=202c447875d2b8d9 ; new_value=saiki
locale=jv ; action=add ; new_path=23958a3f8c3e03aa ; new_value=ing {0} detik
locale=jv ; action=add ; new_path=ba74f39411b0849 ; new_value={0} detik kepungkur
locale=jv ; action=add ; new_path=7f4d416516b26148 ; new_value=ing {0} dtk
locale=jv ; action=add ; new_path=132532947952bd23 ; new_value={0} det. kepungkur
locale=jv ; action=add ; new_path=176a686474f0909f ; new_value=0 èwu
locale=jv ; action=add ; new_path=634bfabc69ed87ee ; new_value=00 èwu
locale=jv ; action=add ; new_path=1de66f98cd29bd46 ; new_value=000 èwu
locale=jv ; action=add ; new_path=717a9789bc2938ae ; new_value=0 yuta
locale=jv ; action=add ; new_path=605b5fce24603223 ; new_value=00 yuta
locale=jv ; action=add ; new_path=6af88e7de75a2ce7 ; new_value=000 yuta
locale=jv ; action=add ; new_path=31455b644b0057fc ; new_value=0 milyar
locale=jv ; action=add ; new_path=6069e0a4d848172a ; new_value=00 milyar
locale=jv ; action=add ; new_path=698bc0c11ec18cd2 ; new_value=000 milyar
locale=jv ; action=add ; new_path=3537afefc0db3ca ; new_value=0 trilyun
locale=jv ; action=add ; new_path=23200975b8c31576 ; new_value=00 trilyun
locale=jv ; action=add ; new_path=6386c95f642c9b21 ; new_value=000 trilyun
locale=jv ; action=add ; new_path=17c96a7acb3b084d ; new_value=0È
locale=jv ; action=add ; new_path=2f1b5ababb5061e3 ; new_value=00È
locale=jv ; action=add ; new_path=36a63267a5487d31 ; new_value=000È
locale=jv ; action=add ; new_path=76d709105676a7e5 ; new_value=0Y
locale=jv ; action=add ; new_path=7d3ef9fc22fe375 ; new_value=00Y
locale=jv ; action=add ; new_path=189a19d74a52d4e6 ; new_value=000Y
locale=jv ; action=add ; new_path=3d5be6804e52d7fd ; new_value=0M
locale=jv ; action=add ; new_path=30923d62e8f435f9 ; new_value=00M
locale=jv ; action=add ; new_path=5fdf3896b86e69e5 ; new_value=000M
locale=jv ; action=add ; new_path=6774ef1ba7bdb909 ; new_value=¤0K
locale=jv ; action=add ; new_path=73e1e28ed9840b5c ; new_value=¤00K
locale=jv ; action=add ; new_path=ff7ca46dee120b1 ; new_value=¤000K
locale=jv ; action=add ; new_path=122a473b23a455b1 ; new_value=¤0M
locale=jv ; action=add ; new_path=3eca6fbaaf9bdcff ; new_value=¤00M
locale=jv ; action=add ; new_path=2a99069044b85546 ; new_value=¤000M
locale=jv ; action=add ; new_path=15f38a11195dc9e9 ; new_value=¤0B
locale=jv ; action=add ; new_path=385126d612ea816 ; new_value=¤00B
locale=jv ; action=add ; new_path=5bb8abced60e67c4 ; new_value=¤000B
locale=jv ; action=add ; new_path=3b33b4f9cc2f204e ; new_value=¤0T
locale=jv ; action=add ; new_path=325aeb7040c6be89 ; new_value=¤00T
locale=jv ; action=add ; new_path=6c2d85b0334854ed ; new_value=¤000T
locale=jv ; action=add ; new_path=6bf16317ecfbf8dc ; new_value=permiriad
locale=jv ; action=add ; new_path=1049513abc4c1830 ; new_value=elektronvolt
locale=jv ; action=add ; new_path=57cf90af893bfa22 ; new_value=takeran panas Britania
locale=jv ; action=add ; new_path=1f031e347cee2b43 ; new_value=pon gaya
locale=jv ; action=add ; new_path=52488c63874aff18 ; new_value=newton
locale=jv ; action=add ; new_path=7e48afe8d8984d0a ; new_value=solar radii
locale=jv ; action=add ; new_path=40f0ef38d9f51f7c ; new_value=luminositas srengéngé
locale=jv ; action=add ; new_path=3cb8d349f9927d6c ; new_value=dalton
locale=jv ; action=add ; new_path=5871d2408471acf4 ; new_value=massa Bumi
locale=jv ; action=add ; new_path=7cbd36996f0419ad ; new_value=massa matahari
locale=jv ; action=add ; new_path=2797271e39b8c1f ; new_value=barel
locale=jv ; action=add ; new_path=3319fc7aa377886b ; new_value=permiriad
locale=jv ; action=add ; new_path=70bc9221f51a58c3 ; new_value=elektronvolt
locale=jv ; action=add ; new_path=12c3052068ea4b66 ; new_value=BTU
locale=jv ; action=add ; new_path=563c06c3ef775e76 ; new_value=pon gaya
locale=jv ; action=add ; new_path=707ba037cc9f0aa0 ; new_value=newton
locale=jv ; action=add ; new_path=813a1f7a6ea9768 ; new_value=solar radii
locale=jv ; action=add ; new_path=5dbc5b71e4e83d1c ; new_value=luminositas srengéngé
locale=jv ; action=add ; new_path=383c6825aa72baac ; new_value=dalton
locale=jv ; action=add ; new_path=6e66585f50d1aa07 ; new_value=massa Bumi
locale=jv ; action=add ; new_path=3130653ad871d2bf ; new_value=massa matahari
locale=jv ; action=add ; new_path=7154ad490f44a817 ; new_value=barel
locale=jv ; action=add ; new_path=299a4454c9d32b5d ; new_value={0} — kabeh
locale=jv ; action=add ; new_path=14112d23690bfe50 ; new_value={0} — kompatibilitas
locale=jv ; action=add ; new_path=7bb61e9db9f627c ; new_value={0} — ketutup
locale=jv ; action=add ; new_path=7371b1ca686a5ef2 ; new_value={0} — didawakake
locale=jv ; action=add ; new_path=77e8fa4912e58b28 ; new_value={0} — historis
locale=jv ; action=add ; new_path=f4add945dd34ae7 ; new_value={0} — maneka warna
locale=jv ; action=add ; new_path=53b01ae1ad3bbc42 ; new_value={0} — liyane
locale=jv ; action=add ; new_path=2f2e3bfded8a3253 ; new_value=skrip — {0}
locale=jv ; action=add ; new_path=1269fc9e109d1077 ; new_value={0} tunyuk
locale=jv ; action=add ; new_path=17f98683ae857f90 ; new_value=aktivitas
locale=jv ; action=add ; new_path=2c1ecc751d980015 ; new_value=skrip Afrika
locale=jv ; action=add ; new_path=1b94d20595451937 ; new_value=skrip Amerika
locale=jv ; action=add ; new_path=325cdab3c026ba2f ; new_value=kewan
locale=jv ; action=add ; new_path=43b8d71aec66b71a ; new_value=kewan utawa alam
locale=jv ; action=add ; new_path=5af92de030a1a4f3 ; new_value=panah
locale=jv ; action=add ; new_path=54fd2e34f09142a2 ; new_value=awak
locale=jv ; action=add ; new_path=1f54eaa557611ddb ; new_value=gambar kothak
locale=jv ; action=add ; new_path=34641f9eba993b71 ; new_value=braile
locale=jv ; action=add ; new_path=15f4f2c308493abe ; new_value=wewangunan
locale=jv ; action=add ; new_path=75852fd9bdf5f948 ; new_value=pelor utawa lintang
locale=jv ; action=add ; new_path=18c2d2cc86911951 ; new_value=jamo konsonan
locale=jv ; action=add ; new_path=b36e5757c95c7c7 ; new_value=simbol mata uang
locale=jv ; action=add ; new_path=39873c6602bf16dc ; new_value=sengkang utawa panyambung
locale=jv ; action=add ; new_path=491dd4a47eabf33f ; new_value=simbol divinasi
locale=jv ; action=add ; new_path=1da1d58ac1995791 ; new_value=panah mudhun
locale=jv ; action=add ; new_path=3f3110aebbcbb8d0 ; new_value=panah munggah
locale=jv ; action=add ; new_path=317c5e0674f494ff ; new_value=skrip Asia Wetan
locale=jv ; action=add ; new_path=209d0e95f28b1082 ; new_value=skrip Eropa
locale=jv ; action=add ; new_path=1b0eee2ec7d1576e ; new_value=wadon
locale=jv ; action=add ; new_path=301ddb19ec3bce21 ; new_value=gendera
locale=jv ; action=add ; new_path=3e0c440472a96971 ; new_value=gendera
locale=jv ; action=add ; new_path=51cdfaf121ae1b41 ; new_value=dhaharan & unjukan
locale=jv ; action=add ; new_path=7955bd88bac037ed ; new_value=format & spasi putih
locale=jv ; action=add ; new_path=618de4106f139d5f ; new_value=varian amba-kebak
locale=jv ; action=add ; new_path=113d47866c150ee6 ; new_value=wangunan geometris
locale=jv ; action=add ; new_path=39f55ad6629cc902 ; new_value=varian amba setengah kebak
locale=jv ; action=add ; new_path=13a5853f453232d8 ; new_value=karakter Han
locale=jv ; action=add ; new_path=401b1c9481b99919 ; new_value=radikal Han
locale=jv ; action=add ; new_path=7c6fa9da4767a52c ; new_value=Hanzi (prasaja)
locale=jv ; action=add ; new_path=e6b16f0659977bd ; new_value=Hanzi (tradisional)
locale=jv ; action=add ; new_path=f8ebb1735a724db ; new_value=ati
locale=jv ; action=add ; new_path=2d2c57eaacfdbfe8 ; new_value=skrip tradisional
locale=jv ; action=add ; new_path=7433704a77aa72bf ; new_value=karakter desk. ideografis
locale=jv ; action=add ; new_path=690e3ddc3bea0bbc ; new_value=kana Jepang
locale=jv ; action=add ; new_path=230aee8144893127 ; new_value=panah ngiwa
locale=jv ; action=add ; new_path=799c677ba082d1ed ; new_value=panah ngiwa nengen
locale=jv ; action=add ; new_path=715cb1833ecc5d48 ; new_value=simbol kaya huruf
locale=jv ; action=add ; new_path=3dbbaf66fdc2367e ; new_value=panggunaan diwatesi
locale=jv ; action=add ; new_path=30f8c1777fd94338 ; new_value=lanang
locale=jv ; action=add ; new_path=32122442d14d4c89 ; new_value=simbol matematika
locale=jv ; action=add ; new_path=4ed5d451c4b1a0c2 ; new_value=skrip Timur Tengah
locale=jv ; action=add ; new_path=3f08ab23239046 ; new_value=maneka warna
locale=jv ; action=add ; new_path=41bb79c8558a8517 ; new_value=skrip modern
locale=jv ; action=add ; new_path=598a022214b6fa9d ; new_value=pamodhifikasi
locale=jv ; action=add ; new_path=333e52a0bdc66027 ; new_value=simbol musik
locale=jv ; action=add ; new_path=1352f753099c71b6 ; new_value=alam
locale=jv ; action=add ; new_path=4e84c80229e2de1c ; new_value=nonspasi
locale=jv ; action=add ; new_path=3db3b778ebc6455f ; new_value=angka
locale=jv ; action=add ; new_path=10bf122bdd52ba4f ; new_value=objek
locale=jv ; action=add ; new_path=6cfd49eb2a7196a8 ; new_value=liyane
locale=jv ; action=add ; new_path=4655675c2e65614d ; new_value=digathukake
locale=jv ; action=add ; new_path=42f6be8f896b77e8 ; new_value=wong
locale=jv ; action=add ; new_path=313abe82e3fdf510 ; new_value=alfabet fonetik
locale=jv ; action=add ; new_path=71804f21e04aa5ef ; new_value=piktograf
locale=jv ; action=add ; new_path=208fcf976457ffac ; new_value=panggonan
locale=jv ; action=add ; new_path=3cee6c8553de3961 ; new_value=tanduran
locale=jv ; action=add ; new_path=174805d9795a7599 ; new_value=tandha maca
locale=jv ; action=add ; new_path=e9b87f48b668cdf ; new_value=panah nengen
locale=jv ; action=add ; new_path=2949ed77ab2845a7 ; new_value=tandha utawa simbol
locale=jv ; action=add ; new_path=55565d2576960292 ; new_value=varian cilik
locale=jv ; action=add ; new_path=3b2d53624177ad7a ; new_value=smiley utawa wong
locale=jv ; action=add ; new_path=1e23acc4dc503ac6 ; new_value=skrip Asia Kidul
locale=jv ; action=add ; new_path=e16891d11001ca0 ; new_value=skrip Asia Kidul Wetan
locale=jv ; action=add ; new_path=1e6688ec99b1b905 ; new_value=spasi
locale=jv ; action=add ; new_path=19624f4413eaac8b ; new_value=olahraga
locale=jv ; action=add ; new_path=3888aa74b97f5b4f ; new_value=simbol
locale=jv ; action=add ; new_path=14cccc2a881de4ab ; new_value=simbol teknis
locale=jv ; action=add ; new_path=26a2d5e3cfef2281 ; new_value=tandha nada
locale=jv ; action=add ; new_path=3cbfe8ae1a909c80 ; new_value=lelungan
locale=jv ; action=add ; new_path=93b491465567c24 ; new_value=lelungan utawa panggonan
locale=jv ; action=add ; new_path=b4ab6d41925d220 ; new_value=panah munggah
locale=jv ; action=add ; new_path=52d279c57f1482c3 ; new_value=varian
locale=jv ; action=add ; new_path=7dc828ce5cfbd4bd ; new_value=jamo vokal
locale=jv ; action=add ; new_path=683406f347de63f2 ; new_value=cuaca
locale=jv ; action=add ; new_path=42ddfa753196a4bf ; new_value=skrip Asia Kulon
locale=jv ; action=add ; new_path=5096a4278f331fef ; new_value=spasi putih
locale=jv ; action=add ; new_path=6cf5fde398a066ba ; new_value=miring
locale=jv ; action=add ; new_path=12216767b0c903e3 ; new_value=bleger
locale=jv ; action=add ; new_path=6332e62ca3139ca7 ; new_value=dhoyong
locale=jv ; action=add ; new_path=7a470bf8fb4b3c3a ; new_value=ambane
locale=jv ; action=add ; new_path=2e032808cbc54115 ; new_value=kandele
locale=jv ; action=add ; new_path=5a4fc04504372371 ; new_value=aksara sinambung
locale=jv ; action=add ; new_path=7d4eb9fe87e5f045 ; new_value=katrangan
locale=jv ; action=add ; new_path=61f30b898c475879 ; new_value=tulisan
locale=jv ; action=add ; new_path=12ea1b5e5a2e4864 ; new_value=panjudhulan
locale=jv ; action=add ; new_path=7726d7c649c5ccad ; new_value=katone
locale=jv ; action=add ; new_path=5d87e1caf147d2ce ; new_value=gambar poster
locale=jv ; action=add ; new_path=43dc1e27be41e68e ; new_value=ndhoyong ngiwa
locale=jv ; action=add ; new_path=33d314143e88202 ; new_value=jejeg
locale=jv ; action=add ; new_path=5f2765226833b3d6 ; new_value=ndhoyong
locale=jv ; action=add ; new_path=6425e4a0b9ca2154 ; new_value=ndhoyong banget
locale=jv ; action=add ; new_path=3cc465dc71be869c ; new_value=saya dirapetake
locale=jv ; action=add ; new_path=3db159c79a243622 ; new_value=saya dipadhetake
locale=jv ; action=add ; new_path=386ed4849ef0d1e5 ; new_value=saya ciyut
locale=jv ; action=add ; new_path=3126afaa8a8823af ; new_value=dirapetake banget
locale=jv ; action=add ; new_path=774988899252a434 ; new_value=dipadhetake banget
locale=jv ; action=add ; new_path=1b71c17bcdd11970 ; new_value=ciyut banget
locale=jv ; action=add ; new_path=88c97688d3a611a ; new_value=dirapetake
locale=jv ; action=add ; new_path=15ca747595d48f8c ; new_value=dipadhetake
locale=jv ; action=add ; new_path=770e576ee25a0957 ; new_value=dipadhetake
locale=jv ; action=add ; new_path=5f1b100e372c5f87 ; new_value=rada dirapetake
locale=jv ; action=add ; new_path=68ec34f4df8196df ; new_value=rada dipadhetake
locale=jv ; action=add ; new_path=3acec5402ca5ecf9 ; new_value=rada ciyut
locale=jv ; action=add ; new_path=4b6c99c366b4c437 ; new_value=rada dijembarake
locale=jv ; action=add ; new_path=1d5952a9910ac5c5 ; new_value=rada didawakake
locale=jv ; action=add ; new_path=51d7e3d9834da604 ; new_value=rada amba
locale=jv ; action=add ; new_path=575944ee5b5631ec ; new_value=dijembarake
locale=jv ; action=add ; new_path=807039d26496ba5 ; new_value=didawakake
locale=jv ; action=add ; new_path=5256fbf285589952 ; new_value=amba
locale=jv ; action=add ; new_path=7621fcd3fd95875f ; new_value=dijembarake banget
locale=jv ; action=add ; new_path=3aec4d8a752c9ccf ; new_value=didawakake banget
locale=jv ; action=add ; new_path=c278d8fa4ef1c0f ; new_value=amba banget
locale=jv ; action=add ; new_path=750e9e7758321719 ; new_value=saya dijembarake
locale=jv ; action=add ; new_path=649275406f87b51b ; new_value=saya didawakake
locale=jv ; action=add ; new_path=2061251f052c2ee1 ; new_value=saya amba
locale=jv ; action=add ; new_path=2026de9cde6be3a7 ; new_value=kuru
locale=jv ; action=add ; new_path=c5107eef54d4e39 ; new_value=tipis banget
locale=jv ; action=add ; new_path=1365616efe617b30 ; new_value=saya tipis
locale=jv ; action=add ; new_path=6622ddd3c655131 ; new_value=tipis
locale=jv ; action=add ; new_path=73937e90cdd3354 ; new_value=rada tipis
locale=jv ; action=add ; new_path=24abd9c0a9272cfb ; new_value=buku
locale=jv ; action=add ; new_path=147d124e18ef76e9 ; new_value=biyasa
locale=jv ; action=add ; new_path=7945afffd61fa3d4 ; new_value=tengahan
locale=jv ; action=add ; new_path=2b1b7907ea65d595 ; new_value=rada kandel
locale=jv ; action=add ; new_path=66a54bc8d821a574 ; new_value=kandel sithik
locale=jv ; action=add ; new_path=1c4488e1a02a0602 ; new_value=kandel
locale=jv ; action=add ; new_path=37c2a383f45461ac ; new_value=kandel banget
locale=jv ; action=add ; new_path=435b966dbd7681ab ; new_value=ireng
locale=jv ; action=add ; new_path=292fe4e98aa53cfe ; new_value=kenthel
locale=jv ; action=add ; new_path=65fc607bf6590c50 ; new_value=ireng banget
locale=jv ; action=add ; new_path=7f5edfe7ca835ee3 ; new_value=saya ireng
locale=jv ; action=add ; new_path=6bf477ec94a13625 ; new_value=saya kenthel
locale=jv ; action=add ; new_path=7d81d47a12c1e3f8 ; new_value=para vertikal
locale=jv ; action=add ; new_path=6dec66ddc5173aa ; new_value=spasi aksara gedhe
locale=jv ; action=add ; new_path=72deb48cfc329fbf ; new_value=pangiket pilihan
locale=jv ; action=add ; new_path=24a88d6364084848 ; new_value=para dhiagonal
locale=jv ; action=add ; new_path=6472f5e2ca7cae21 ; new_value=angka panemtu dhuwuring aksara
locale=jv ; action=add ; new_path=1c4cb8bdf3ed00ca ; new_value=angka old-style
locale=jv ; action=add ; new_path=18420d0c58e0da7d ; new_value=angka urut
locale=jv ; action=add ; new_path=10fad27042d6056f ; new_value=angka proporsional
locale=jv ; action=add ; new_path=2237ba485c13fc02 ; new_value=huruf gedhe sing cilik
locale=jv ; action=add ; new_path=6e523ba95d3feff0 ; new_value=angka tabuler
locale=jv ; action=add ; new_path=684bdb37639f7ea8 ; new_value=nul corek
locale=jv ; action=add ; new_path=3317b1f428d9a7de ; new_value=Prasaja
locale=jv ; action=add ; new_path=3e09bd64b9258f95 ; new_value=Han Prasaja
locale=jv ; action=add ; new_path=119e60bb01e278ac ; new_value=Afrika Sisih Tengah
locale=jv ; action=add ; new_path=3a408fc6b1e6fa2b ; new_value=Kapuloan Cocos (Keeling)
locale=jv ; action=add ; new_path=42c05adfd60541e3 ; new_value=Greenland
locale=jv ; action=add ; new_path=158fcbededef4487 ; new_value=Guinea
locale=jv ; action=add ; new_path=49143be52813e42f ; new_value=Guinea-Bissau
locale=jv ; action=add ; new_path=136260adbfeb06fe ; new_value=Kapuloan Heard lan McDonald
locale=jv ; action=add ; new_path=4e302f46c0477a7 ; new_value=Rusia
locale=jv ; action=add ; new_path=787d095cfbdb003f ; new_value=Kapuloan AS Paling Njaba
locale=jv ; action=add ; new_path=4847a745bffb3ed3 ; new_value=Kutha Vatikan
locale=jv ; action=add ; new_path=4d0d24d3d8b0eb56 ; new_value=Kapuloan Virgin Britania
locale=jv ; action=add ; new_path=602dd39f06ddeb32 ; new_value=java
