locale	style	input	expected
et	scientific	-0.5	−5×10^−1
et	scientific	-0.005	−5×10^−3
et	scientific	-1.5000000000000002E-5	−1,5×10^−5
et	scientific	5.0E-5	5×10^−5
et	scientific	1.5E7	1,5×10^7
et	scientific	5.0E8	5×10^8
et	scientific	5.0E11	5×10^11
et	compact-short	-1.5E10	−15 mld
et	compact-short	0.05	0,05
et	compact-long	0.135	0,14
et	compact-long	1.0E7	10 miljonit
eu	decimal	1.0E-6	0,000001
eu	decimal	1.0E12	1.000.000.000.000
eu	percent	5.0E12	% 500.000.000.000.000
eu	scientific	-1500.0	−1,5E3
eu	scientific	-150.0	−1,5E2
eu	scientific	-3.5	−3,5E0
eu	scientific	-0.015	−1,5E−2
eu	scientific	-0.0015	−1,5E−3
eu	scientific	1.0E-4	1E−4
eu	scientific	0.1	1E−1
eu	scientific	50.0	5E1
eu	scientific	50000.0	5E4
eu	scientific	500000.0	5E5
eu	scientific	1.0E10	1E10
eu	compact-short	-1.0E7	−10 M
eu	compact-short	-1.2	−1,2
eu	compact-short	-0.135	−0,14
eu	compact-long	-1.0E10	−10.000 milioi
eu	compact-long	-1.0E9	−1000 milioi
eu	compact-long	-50000.0	−50.000
eu	compact-long	-100.0	−100
eu	compact-long	-1.0	−1
eu	compact-long	-0.1	−0,1
eu	compact-long	-0.001	−0,001
eu	compact-long	-1.0E-4	−0,0001
eu	compact-long	-1.5000000000000002E-5	−0,000015
eu	compact-long	5.0E-5	0,00005
eu	compact-long	15000.0	15.000
eu	compact-long	1.5E7	15 milioi
eu	compact-long	5.0E8	500 milioi
eu	compact-long	5.0E11	500.000 milioi
fa	decimal	-5000000.0	‎−۵٬۰۰۰٬۰۰۰
fa	decimal	-1000000.0	‎−۱٬۰۰۰٬۰۰۰
fa	decimal	-100000.0	‎−۱۰۰٬۰۰۰
fa	decimal	-50000.0	‎−۵۰٬۰۰۰
fa	decimal	-5000.0	‎−۵٬۰۰۰
fa	decimal	-50.0	‎−۵۰
fa	decimal	-1.5000000000000002E-5	‎−۰٫۰۰۰۰۱۵
fa	decimal	1.5E-6	۰٫۰۰۰۰۰۲
fa	decimal	15.0	۱۵
fa	decimal	1.5E12	۱٬۵۰۰٬۰۰۰٬۰۰۰٬۰۰۰
fa	percent	-10000.0	‎−۱٬۰۰۰٬۰۰۰٪
fa	percent	-1000.0	‎−۱۰۰٬۰۰۰٪
fa	percent	-50.0	‎−۵٬۰۰۰٪
fa	percent	-1.5000000000000001E-4	‎−۰٫۰۱۵٪
fa	percent	-4.9999999999999996E-6	‎−۰٫۰۰۰۵٪
fa	percent	1.5E-6	۰٫۰۰۰۱۵٪
fa	percent	1.5E12	۱۵۰٬۰۰۰٬۰۰۰٬۰۰۰٬۰۰۰٪
fa	scientific	-5.0E9	‎−۵×۱۰^۹
fa	scientific	-1.5E8	‎−۱٫۵×۱۰^۸
fa	scientific	-100000.0	‎−۱×۱۰^۵
fa	scientific	-50000.0	‎−۵×۱۰^۴
fa	scientific	-5000.0	‎−۵×۱۰^۳
fa	scientific	-500.0	‎−۵×۱۰^۲
fa	scientific	-50.0	‎−۵×۱۰^۱
fa	scientific	-5.0	‎−۵×۱۰^۰
fa	scientific	-0.5	‎−۵×۱۰^‎−۱
fa	scientific	-0.005	‎−۵×۱۰^‎−۳
fa	compact-short	-0.15000000000000002	‎−۰٫۱۵
fa	compact-short	2.5	۲٫۵
fa	compact-short	5.0E12	۵ تریلیون
fa	compact-long	5.0E7	۵۰ میلیون
fi	decimal	-5.0E10	−50 000 000 000
fi	decimal	-10000.0	−10 000
fi	decimal	-10.0	−10
fi	decimal	-5.0E-4	−0,0005
fi	decimal	1.5E-6	0,000002
fi	decimal	0.125	0,125
fi	decimal	1.5E12	1 500 000 000 000
fi	percent	-5.0E10	−5 000 000 000 000 %
fi	percent	-500000.0	−50 000 000 %
fi	percent	-10.0	−1 000 %
fi	percent	-5.0E-4	−0,05 %
fi	percent	-4.9999999999999996E-6	−0,0005 %
fi	percent	1.5E-6	0,00015 %
fi	percent	0.125	12,5 %
fi	percent	150000.0	15 000 000 %
fi	percent	1.5E12	150 000 000 000 000 %
fi	scientific	-1.5E11	−1,5E11
fi	scientific	-500000.0	−5E5
fi	scientific	-10000.0	−1E4
fi	scientific	-1.0	−1E0
fi	scientific	-0.1	−1E−1
fi	scientific	-1.5000000000000001E-4	−1,5E−4
fi	scientific	1.0E-5	1E−5
fi	scientific	1500000.0	1,5E6
fi	scientific	1.5E7	1,5E7
fi	scientific	5.0E8	5E8
fi	scientific	1.0E11	1E11
fi	compact-short	-1.5E9	−1,5 mrd.
fi	compact-short	-999.9	−1 t.
fi	compact-short	-123.0	−123
fi	compact-short	-1.5	−1,5
fi	compact-short	5.0E7	50 milj.
fi	compact-long	-1.5	−1,5
fi	compact-long	-0.15000000000000002	−0,15
fil	decimal	-12.0	-12
fil	decimal	-1.2	-1.2
fil	decimal	1.5E10	15,000,000,000
fil	percent	-1.2	-120%
fil	percent	0.15000000000000002	15%
fil	percent	999.9	99,990%
fil	percent	1.5E9	150,000,000,000%
fil	percent	1.5E10	1,500,000,000,000%
fil	scientific	-1.0E12	-1E12
fil	scientific	-5.0E7	-5E7
fil	scientific	-12.0	-1.2E1
fil	scientific	-1.0E-6	-1E-6
fil	compact-short	-15000.0	-15K
fil	compact-short	-15.0	-15
fil	compact-short	-0.125	-0.12
fil	compact-short	0.5	0.5
fil	compact-short	5.0	5
fil	compact-short	5000.0	5K
fil	compact-short	1000000.0	1M
fil	compact-long	-5.0E11	-500 bilyon
fil	compact-long	-5.0E8	-500 milyon
fil	compact-long	-1.5E7	-15 milyon
fil	compact-long	-150000.0	-150 libo
fil	compact-long	-15.0	-15
fil	compact-long	-3.5	-3.5
fil	compact-long	-5.0E-5	-0.00005
fil	compact-long	4.9999999999999996E-6	0.000005
fil	compact-long	1.5000000000000001E-4	0.00015
fil	compact-long	0.1	0.1
fil	compact-long	50.0	50
fil	compact-long	1000.0	1 libo
fil	compact-long	10000.0	10 libo
fil	compact-long	5000000.0	5 milyon
ga	decimal	-5.0E11	-500,000,000,000
ga	decimal	-5.0E-5	-0.00005
ga	decimal	10000.0	10,000
ga	decimal	1000000.0	1,000,000
ga	decimal	5000000.0	5,000,000
ga	decimal	1.5E11	150,000,000,000
ga	percent	-5.0E11	-50,000,000,000,000%
ga	percent	-150.0	-15,000%
ga	percent	-0.015	-1.5%
ga	percent	-5.0E-5	-0.005%
ga	percent	1.5000000000000002E-5	0.0015%
ga	percent	1.0E-4	0.01%
ga	percent	10000.0	1,000,000%
ga	percent	500000.0	50,000,000%
ga	percent	1.0E10	1,000,000,000,000%
ga	scientific	-0.15000000000000002	-1.5E-1
ga	scientific	999999.9	9.999999E5
ga	scientific	5.0E7	5E7
ga	compact-short	-5.0E10	-50B
ga	compact-short	-5.0E-4	-0.0005
ga	compact-short	1.0E-5	0.00001
ga	compact-short	15.0	15
ga	compact-short	1500000.0	1.5M
ga	compact-short	1.0E8	100M
ga	compact-short	1.0E11	100B
ga	compact-long	-12.0	-12
gd	decimal	-0.01	-0.01
gd	percent	-0.01	-1%
gd	percent	0.15000000000000002	15%
gd	scientific	-2.5	-2.5E0
gd	scientific	1.5	1.5E0
gd	scientific	999.9	9.999E2
gd	scientific	1.5E9	1.5E9
gd	compact-short	-1.5E12	-1.5T
gd	compact-short	-15000.0	-15K
gd	compact-short	-1.5E-6	-0.0000015
gd	compact-short	4.9999999999999996E-6	0.000005
gd	compact-short	0.5	0.5
gd	compact-short	5.0	5
gd	compact-short	10.0	10
gd	compact-short	1000000.0	1M
gd	compact-short	1.5E11	150B
gd	compact-long	-150000.0	-150 mìle
gd	compact-long	-0.125	-0.12
gd	compact-long	1.5000000000000002E-5	0.000015
gd	compact-long	0.005	0.005
gd	compact-long	500.0	500
gd	compact-long	5000.0	5 mìltean
gd	compact-long	50000.0	50 mìle
gd	compact-long	500000.0	500 mìle
gd	compact-long	1.5E8	150 millean
gd	compact-long	5.0E9	5 billeanan
gl	decimal	-5.0E12	-5.000.000.000.000
gl	decimal	-999999.9	-999.999,9
gl	decimal	-0.01	-0,01
gl	percent	-1.0E12	-100.000.000.000.000 %
gl	percent	-1.0E-6	-0,0001 %
gl	percent	0.15000000000000002	15 %
gl	scientific	-1.0E7	-1E7
gl	scientific	-0.135	-1,35E-1
gl	scientific	1.5	1,5E0
gl	compact-short	-1.5E12	-1,5 B
gl	compact-short	-1.0E8	-100 M
gl	compact-short	-15.0	-15
gl	compact-short	-3.5	-3,5
gl	compact-short	-1.5E-6	-0,0000015
gl	compact-short	1.5000000000000002E-5	0,000015
gl	compact-short	5.0E-4	0,0005
gl	compact-short	0.1	0,1
gl	compact-short	50.0	50
gl	compact-short	1000000.0	1 M
gl	compact-short	5.0E10	50.000 M
gl	compact-long	-1.5E12	-1,5 billóns
gl	compact-long	-1.0E8	-100 millóns
gl	compact-long	-1.5E-6	-0,0000015
gl	compact-long	5.0E-4	0,0005
gl	compact-long	10.0	10
gl	compact-long	500000.0	500.000
gl	compact-long	5.0E10	50.000 millóns
gu	decimal	-1.0E11	-1,00,00,00,00,000
gu	decimal	-5.0E8	-50,00,00,000
gu	decimal	-1.5E7	-1,50,00,000
gu	decimal	-3.5	-3.5
gu	decimal	-1.0E-5	-0.00001
gu	decimal	0.001	0.001
gu	decimal	50.0	50
gu	decimal	100.0	100
gu	decimal	1000.0	1,000
gu	decimal	1.0E9	1,00,00,00,000
gu	percent	-1.5E12	-15,00,00,00,00,00,000%
gu	percent	-5.0E8	-50,00,00,00,000%
gu	percent	-1.5E7	-1,50,00,00,000%
gu	percent	-1500000.0	-15,00,00,000%
gu	percent	-1.5E-6	-0.00015%
gu	percent	0.001	0.1%
gu	percent	100.0	10,000%
gu	percent	1000.0	1,00,000%
gu	percent	500000.0	5,00,00,000%
gu	percent	1.0E9	1,00,00,00,00,000%
gu	scientific	-1.5E9	-1.5E9
gu	scientific	-999.9	-9.999E2
gu	scientific	-123.0	-1.23E2
gu	scientific	-0.15000000000000002	-1.5E-1
gu	scientific	0.01	1E-2
gu	scientific	5.0E7	5E7
gu	compact-short	-1.0E10	-10 અબજ
gu	compact-short	-500000.0	-5 લાખ
gu	compact-short	-10000.0	-10 હજાર
gu	compact-short	-1.0E-4	-0.0001
gu	compact-short	1.0E-5	0.00001
gu	compact-short	0.015	0.015
gu	compact-short	3.5	3.5
gu	compact-short	150.0	150
gu	compact-short	15000.0	15 હજાર
gu	compact-short	1500000.0	15 લાખ
gu	compact-short	1.0E11	1 નિખર્વ
gu	compact-long	-5.0E7	-5 કરોડ
gu	compact-long	-0.01	-0.01
ha	decimal	-12.0	-12
ha	percent	999.9	99,990%
ha	percent	1.5E9	150,000,000,000%
ha	scientific	-5.0E12	-5E12
ha	scientific	-999999.9	-9.999999E5
ha	compact-short	-1.5E12	-1.5T
ha	compact-short	-150.0	-150
ha	compact-short	-0.015	-0.015
ha	compact-short	-1.5E-6	-0.0000015
ha	compact-short	1.0E-4	0.0001
ha	compact-short	1.0E10	10B
ha	compact-long	-1.5E12	-Triliyan 1.5
ha	compact-long	-150.0	-150
ha	compact-long	-0.015	-0.015
ha	compact-long	-1.5E-6	-0.0000015
ha	compact-long	4.9999999999999996E-6	0.000005
ha	compact-long	1.0E-4	0.0001
ha	compact-long	1.5000000000000001E-4	0.00015
ha	compact-long	500000.0	Dubu 500
ha	compact-long	1.0E10	Biliyan 10
he	decimal	-5.0E12	‎-5,000,000,000,000
he	decimal	999.9	999.9
he	decimal	1.5E9	1,500,000,000
he	percent	-5.0E12	‎-500,000,000,000,000%
he	percent	1.5	150%
he	percent	999.9	99,990%
he	percent	1.5E9	150,000,000,000%
he	scientific	-5.0E12	‎-5E12
he	scientific	-5.0E7	‎-5E7
he	scientific	-12.0	‎-1.2E1
he	scientific	-1.2	‎-1.2E0
he	scientific	0.15000000000000002	1.5E‎-1
he	scientific	1.5	1.5E0
he	compact-short	-5.0E11	‎-500B‏
he	compact-short	-1.0E8	‎-100M‏
he	compact-short	-1500000.0	‎-1.5M‏
he	compact-short	-1234567.0	‎-1.2M‏
he	compact-short	-15000.0	‎-15K‏
he	compact-short	-5.0E-5	‎-0.00005
he	compact-short	4.9999999999999996E-6	0.000005
he	compact-short	1.5000000000000001E-4	0.00015
he	compact-short	5.0E-4	0.0005
he	compact-short	0.1	0.1
he	compact-short	5.0E10	50B‏
he	compact-long	-1.5E12	‎-‏1.5 טריליון
he	compact-long	-5.0E8	‎-‏500 מיליון
he	compact-long	-1.5E7	‎-‏15 מיליון
he	compact-long	-150000.0	‎-‏150 אלף
he	compact-long	-3.5	‎-3.5
he	compact-long	-1.5E-6	‎-0.0000015
he	compact-long	1.5000000000000002E-5	0.000015
he	compact-long	0.5	0.5
he	compact-long	5.0	5
he	compact-long	50.0	50
he	compact-long	1000.0	‏1 אלף
hi_Latn	decimal	-5.0E12	-50,00,00,00,00,000
hi_Latn	decimal	-999999.9	-9,99,999.9
hi_Latn	decimal	-1.2	-1.2
hi_Latn	decimal	-0.05	-0.05
hi_Latn	decimal	1.5	1.5
hi_Latn	percent	-5.0E12	-50,00,00,00,00,00,000%
hi_Latn	percent	-1.2	-120%
hi_Latn	percent	-0.05	-5%
hi_Latn	percent	0.15000000000000002	15%
hi_Latn	percent	1.5	150%
hi_Latn	percent	1.5E10	15,00,00,00,00,000%
hi_Latn	scientific	-1.0E7	-1E7
hi_Latn	scientific	-1.2	-1.2E0
hi_Latn	scientific	-0.135	-1.35E-1
hi_Latn	scientific	-0.05	-5E-2
hi_Latn	compact-short	-5.0E11	-50KCr
hi_Latn	compact-short	-1500000.0	-15L
hi_Latn	compact-short	-150000.0	-1.5L
hi_Latn	compact-short	-3.5	-3.5
hi_Latn	compact-short	-1.23E-4	-0.00012
hi_Latn	compact-short	-5.0E-5	-0.00005
hi_Latn	compact-short	0.001	0.001
hi_Latn	compact-short	0.1	0.1
hi_Latn	compact-short	50.0	50
hi_Latn	compact-short	100.0	100
hi_Latn	compact-short	10000.0	10K
hi_Latn	compact-short	100000.0	1L
hi_Latn	compact-short	1.0E9	100Cr
hi_Latn	compact-short	1.5E11	15KCr
hi_Latn	compact-long	-15000.0	-15 thousand
hi_Latn	compact-long	-3.5	-3.5
hi_Latn	compact-long	-0.125	-0.12
hi_Latn	compact-long	1.5000000000000001E-4	0.00015
hi_Latn	compact-long	50.0	50
hi_Latn	compact-long	5000.0	5 thousand
hi_Latn	compact-long	50000.0	50 thousand
hr	decimal	-150000.0	−150.000
hr	decimal	-15.0	−15
hr	decimal	10.0	10
hr	decimal	500000.0	500.000
hr	decimal	1.5E11	150.000.000.000
hr	percent	-5.0E11	−50.000.000.000.000 %
hr	percent	-5.0E-5	−0,005 %
hr	percent	1.5000000000000001E-4	0,015 %
hr	percent	10.0	1.000 %
hr	percent	1.5E11	15.000.000.000.000 %
hr	compact-short	-1.0E10	−10 mlr.
hr	compact-short	-1.0E9	−1 mlr.
hr	compact-short	-500000.0	−500 tis.
hr	compact-short	-100.0	−100
hr	compact-short	-5.0	−5
hr	compact-short	-0.5	−0,5
hr	compact-short	-0.001	−0,001
hr	compact-short	-1.5000000000000001E-4	−0,00015
hr	compact-short	-1.0E-4	−0,0001
hr	compact-short	-4.9999999999999996E-6	−0,000005
hr	compact-short	5.0E-5	0,00005
hr	compact-short	15000.0	15 tis.
hr	compact-short	1.5E7	15 mil.
hr	compact-short	5.0E8	500 mil.
hr	compact-short	5.0E11	500 mlr.
hr	compact-long	-1.0E12	−1 bilijun
hr	compact-long	-1.2	−1,2
hr	compact-long	-1.0E-6	−0,000001
hr	compact-long	1.5	1,5
hr	compact-long	999.9	1 tisuća
hr	compact-long	1.5E9	1,5 milijardi
hsb	decimal	-1.0E10	-10.000.000.000
hsb	decimal	-1.0E9	-1.000.000.000
hsb	decimal	-100.0	-100
hsb	decimal	-50.0	-50
hsb	decimal	-0.001	-0,001
hsb	decimal	-1.5000000000000001E-4	-0,00015
hsb	decimal	-1.0E-4	-0,0001
hsb	decimal	5.0E-5	0,00005
hsb	decimal	15000.0	15.000
hsb	decimal	1500000.0	1.500.000
hsb	decimal	5.0E11	500.000.000.000
hsb	percent	-1.0E10	-1.000.000.000.000 %
hsb	percent	-1.0E9	-100.000.000.000 %
hsb	percent	-100000.0	-10.000.000 %
hsb	percent	-50000.0	-5.000.000 %
hsb	percent	-100.0	-10.000 %
hsb	percent	-10.0	-1.000 %
hsb	percent	-0.001	-0,1 %
hsb	percent	-1.0E-4	-0,01 %
hsb	percent	5.0E-5	0,005 %
hsb	percent	0.125	12,5 %
hsb	percent	15000.0	1.500.000 %
hsb	percent	5.0E11	50.000.000.000.000 %
hsb	scientific	-1.0E10	-1E10
hsb	scientific	-100000.0	-1E5
hsb	scientific	-1.0E-4	-1E-4
hsb	scientific	1.5E-6	1,5E-6
hsb	scientific	0.015	1,5E-2
hsb	scientific	150.0	1,5E2
hsb	scientific	15000.0	1,5E4
hsb	scientific	1.5E12	1,5E12
hsb	compact-short	999999.9	1 mio.
hsb	compact-short	5.0E12	5 bil.
hsb	compact-long	1.0E-6	0,000001
hsb	compact-long	0.05	0,05
hsb	compact-long	1.0E12	1 bilion
ht	decimal	-1.5E9	-1 500 000 000
ht	decimal	-999.9	-999,9
ht	decimal	-123.0	-123
ht	decimal	-0.15000000000000002	-0,15
ht	decimal	0.01	0,01
ht	decimal	999999.9	999 999,9
ht	percent	0.01	1 %
ht	scientific	-1.0E8	-1E8
ht	scientific	-3.5	-3,5E0
ht	scientific	5.0E-4	5E-4
ht	scientific	0.001	1E-3
ht	scientific	50.0	5E1
ht	scientific	100.0	1E2
ht	scientific	1000000.0	1E6
ht	scientific	1.0E9	1E9
ht	scientific	5.0E10	5E10
ht	compact-short	-5.0E7	-50 M
ht	compact-short	-999999.9	-1 M
ht	compact-short	-0.01	-0,01
ht	compact-long	-5.0E9	-5 milliards
ht	compact-long	-1.5E8	-150 millions
ht	compact-long	-5000000.0	-5 millions
ht	compact-long	-1000000.0	-1 millions
ht	compact-long	-50000.0	-50 mille
ht	compact-long	-500.0	-500
ht	compact-long	-5.0	-5
ht	compact-long	-0.5	-0,5
ht	compact-long	-0.005	-0,005
ht	compact-long	-1.5000000000000002E-5	-0,000015
ht	compact-long	1.0E8	100 millions
hu	decimal	-5.0E7	-50 000 000
hu	decimal	-0.01	-0,01
hu	decimal	0.15000000000000002	0,15
hu	percent	-0.01	-1%
hu	scientific	-999999.9	-9,999999E5
hu	scientific	1.5	1,5E0
hu	scientific	1.5E10	1,5E10
hu	compact-short	-1500.0	-1,5 E
hu	compact-short	-150.0	-150
hu	compact-short	-0.015	-0,015
hu	compact-short	-0.0015	-0,0015
hu	compact-short	1.0E-4	0,0001
hu	compact-short	1.5000000000000001E-4	0,00015
hu	compact-short	0.005	0,005
hu	compact-short	10.0	10
hu	compact-short	500.0	500
hu	compact-short	50000.0	50 E
hu	compact-short	100000.0	100 E
hu	compact-short	1.5E8	150 M
hu	compact-short	5.0E9	5 Mrd
hu	compact-short	1.0E10	10 Mrd
hu	compact-long	-1500000.0	-1,5 millió
hu	compact-long	-1500.0	-1,5 ezer
hu	compact-long	-0.0015	-0,0015
hu	compact-long	-1.23E-4	-0,00012
hu	compact-long	0.005	0,005
hu	compact-long	0.5	0,5
hu	compact-long	5.0	5
hu	compact-long	500.0	500
hu	compact-long	50000.0	50 ezer
hu	compact-long	100000.0	100 ezer
hu	compact-long	1.5E8	150 millió
hu	compact-long	5.0E9	5 milliárd
hu	compact-long	1.5E11	150 milliárd
hy	decimal	-1.0E12	-1 000 000 000 000
hy	decimal	-999999.9	-999 999,9
hy	decimal	-0.01	-0,01
hy	decimal	-1.0E-6	-0,000001
hy	percent	-1.2	-120%
hy	percent	-0.01	-1%
hy	scientific	-1.0E7	-1E7
hy	scientific	-12.0	-1,2E1
hy	scientific	-0.135	-1,35E-1
hy	scientific	0.15000000000000002	1,5E-1
hy	compact-short	-5.0E11	-500 մլրդ
hy	compact-short	-1234567.0	-1,2 մլն
hy	compact-short	-15000.0	-15 հզր
hy	compact-short	-150.0	-150
hy	compact-short	-15.0	-15
hy	compact-short	-0.015	-0,015
hy	compact-short	-5.0E-5	-0,00005
hy	compact-short	1.0E-4	0,0001
hy	compact-short	10.0	10
hy	compact-short	10000.0	10 հզր
hy	compact-short	1.0E10	10 մլրդ
hy	compact-long	-1.5E12	-1,5 տրիլիոն
hy	compact-long	-1.0E8	-100 միլիոն
hy	compact-long	-1500000.0	-1,5 միլիոն
hy	compact-long	-150000.0	-150 հազար
hy	compact-long	-1.5E-6	-0,0000015
hy	compact-long	5.0E-4	0,0005
hy	compact-long	0.005	0,005
hy	compact-long	0.1	0,1
hy	compact-long	10.0	10
hy	compact-long	500.0	500
hy	compact-long	1.5E8	150 միլիոն
hy	compact-long	5.0E9	5 միլիարդ
hy	compact-long	5.0E10	50 միլիարդ
id	decimal	-1.0E10	-10.000.000.000
id	decimal	-50000.0	-50.000
id	decimal	-1.0E-4	-0,0001
id	decimal	0.0015	0,0015
id	decimal	0.015	0,015
id	decimal	150.0	150
id	decimal	1500.0	1.500
id	decimal	15000.0	15.000
id	percent	-1.5E11	-15.000.000.000.000%
id	percent	-100000.0	-10.000.000%
id	percent	-50.0	-5.000%
id	percent	0.0015	0,15%
id	percent	1500.0	150.000%
id	scientific	-500000.0	-5E5
id	scientific	-10000.0	-1E4
id	scientific	-1000.0	-1E3
id	scientific	-10.0	-1E1
id	scientific	-1.5000000000000001E-4	-1,5E-4
id	scientific	-4.9999999999999996E-6	-5E-6
id	scientific	1.0E-5	1E-5
id	scientific	0.125	1,25E-1
id	scientific	3.5	3,5E0
id	scientific	1500000.0	1,5E6
id	scientific	1.0E11	1E11
id	compact-short	-1.5E9	-1,5 M
id	compact-short	-999.9	-1 rb
id	compact-short	-123.0	-123
id	compact-short	0.05	0,05
id	compact-short	0.135	0,14
id	compact-short	1.0E7	10 jt
id	compact-long	-0.15000000000000002	-0,15
id	compact-long	0.135	0,14
id	compact-long	1.0E7	10 juta
ig	decimal	-5.0E11	-500,000,000,000
ig	decimal	-1.0E8	-100,000,000
ig	decimal	-1.23E-4	-0.000123
ig	decimal	-5.0E-5	-0.00005
ig	decimal	5.0E-4	0.0005
ig	decimal	0.005	0.005
ig	decimal	0.1	0.1
ig	decimal	500.0	500
ig	decimal	10000.0	10,000
ig	decimal	1000000.0	1,000,000
ig	decimal	5000000.0	5,000,000
ig	decimal	1.5E8	150,000,000
ig	decimal	5.0E9	5,000,000,000
ig	decimal	5.0E10	50,000,000,000
ig	percent	-1.0E11	-10,000,000,000,000%
ig	percent	-5.0E8	-50,000,000,000%
ig	percent	-1.5E7	-1,500,000,000%
ig	percent	-1500000.0	-150,000,000%
ig	percent	-1.0E-5	-0.001%
ig	percent	1.5000000000000002E-5	0.0015%
ig	percent	0.001	0.1%
ig	percent	0.5	50%
ig	percent	5.0	500%
ig	percent	100.0	10,000%
ig	percent	1000.0	100,000%
ig	percent	1.0E9	100,000,000,000%
ig	scientific	0.05	5E-2
ig	scientific	999999.9	9.999999E5
ig	compact-short	-1.5E11	-150G
ig	compact-short	-1.0E9	-1G
ig	compact-short	-50000.0	-50K
ig	compact-short	-100.0	-100
ig	compact-short	-0.001	-0.001
ig	compact-short	-1.5000000000000002E-5	-0.000015
ig	compact-short	5.0E-5	0.00005
ig	compact-short	1.0E8	100M
ig	compact-short	5.0E11	500G
ig	compact-long	1.5E10	15G
is	decimal	-5.0E11	-500.000.000.000
is	decimal	-150000.0	-150.000
is	decimal	-15000.0	-15.000
is	decimal	-5.0E-5	-0,00005
is	decimal	10000.0	10.000
is	decimal	1.5E11	150.000.000.000
is	percent	-1.0E11	-10.000.000.000.000%
is	percent	-1.23E-4	-0,0123%
is	percent	-1.0E-5	-0,001%
is	percent	10000.0	1.000.000%
is	percent	100000.0	10.000.000%
is	percent	1.5E11	15.000.000.000.000%
is	scientific	0.05	5E-2
is	scientific	0.135	1,35E-1
is	scientific	1.0E7	1E7
is	compact-short	-1000.0	-1 þ.
is	compact-short	0.0015	0,0015
is	compact-short	1500.0	1,5 þ.
is	compact-short	1.5E7	15 m.
is	compact-short	5.0E8	500 m.
is	compact-long	-999999.9	-1 milljón
is	compact-long	-0.01	-0,01
is	compact-long	1.5E10	15 milljarðar
it	decimal	-5.0E10	-50.000.000.000
it	decimal	-100000.0	-100.000
it	decimal	-50000.0	-50.000
it	decimal	-10.0	-10
it	decimal	-1.0	-1
it	decimal	-0.1	-0,1
it	decimal	-5.0E-4	-0,0005
it	decimal	0.0015	0,0015
it	decimal	0.125	0,125
it	decimal	1500.0	1500
it	percent	-5.0E10	-5.000.000.000.000%
it	percent	-10000.0	-1.000.000%
it	percent	-5.0	-500%
it	percent	-0.5	-50%
it	percent	-5.0E-4	-0,05%
it	percent	-1.5000000000000001E-4	-0,015%
it	percent	-4.9999999999999996E-6	-0,0005%
it	percent	0.0015	0,15%
it	percent	1500.0	150.000%
it	percent	1.5E7	1.500.000.000%
it	percent	5.0E8	50.000.000.000%
it	scientific	-1.5E11	-1,5E11
it	scientific	-5.0E9	-5E9
it	scientific	-1.5E8	-1,5E8
it	scientific	-100000.0	-1E5
it	scientific	-50000.0	-5E4
it	scientific	-500.0	-5E2
it	scientific	-50.0	-5E1
it	scientific	-1.0	-1E0
it	scientific	-0.1	-1E-1
it	scientific	-0.005	-5E-3
it	scientific	3.5	3,5E0
it	compact-short	2.5	2,5
it	compact-short	5.0E12	5 Bln
it	compact-long	1.0E-6	0,000001
it	compact-long	999999.9	1 milione
it	compact-long	5.0E7	50 milioni
it	compact-long	1.0E12	1 mille miliardi
jv	decimal	-1.5E9	-1.500.000.000
jv	decimal	-999.9	-999,9
jv	decimal	-123.0	-123
jv	decimal	5.0E7	50.000.000
jv	percent	-1.5E9	-150.000.000.000%
jv	percent	-999.9	-99.990%
jv	percent	-123.0	-12.300%
jv	percent	-1.5	-150%
jv	percent	999999.9	99.999.990%
jv	percent	5.0E7	5.000.000.000%
jv	scientific	-15000.0	-1,5E4
jv	scientific	-1500.0	-1,5E3
jv	scientific	-0.0015	-1,5E-3
jv	scientific	1.5000000000000002E-5	1,5E-5
jv	scientific	0.5	5E-1
jv	scientific	5.0	5E0
jv	scientific	50000.0	5E4
jv	scientific	1.5E11	1,5E11
jv	compact-short	-1.0E7	-10Y
jv	compact-short	-1.2	-1,2
jv	compact-short	-0.135	-0,14
jv	compact-long	-1.0E10	-10 milyar
jv	compact-long	-1.0E9	-1 milyar
jv	compact-long	-100000.0	-100 èwu
jv	compact-long	-100.0	-100
jv	compact-long	-1.0	-1
jv	compact-long	-0.1	-0,1
jv	compact-long	-0.001	-0,001
jv	compact-long	-1.0E-4	-0,0001
jv	compact-long	5.0E-5	0,00005
jv	compact-long	15000.0	15 èwu
jv	compact-long	1.5E7	15 yuta
jv	compact-long	5.0E8	500 yuta
jv	compact-long	5.0E11	500 milyar
ka	decimal	-1.0E11	-100 000 000 000
ka	decimal	-1.0E8	-100 000 000
ka	decimal	-1.23E-4	-0,000123
ka	decimal	-1.0E-5	-0,00001
ka	decimal	5.0E-4	0,0005
ka	decimal	0.001	0,001
ka	decimal	100.0	100
ka	decimal	1000000.0	1 000 000
ka	decimal	5000000.0	5 000 000
ka	decimal	1.0E9	1 000 000 000
ka	decimal	5.0E10	50 000 000 000
ka	percent	-1.0E11	-10 000 000 000 000%
ka	percent	-1.0E8	-10 000 000 000%
ka	percent	-1500000.0	-150 000 000%
ka	percent	-1.0E-5	-0,001%
ka	percent	4.9999999999999996E-6	0,0005%
ka	percent	5.0E-4	0,05%
ka	percent	5.0E10	5 000 000 000 000%
ka	scientific	-0.15000000000000002	-1,5E-1
ka	scientific	0.05	5E-2
