locale	style	input	expected
da	percent	-1234.56	-123.456 %
da	percent	1.23E-4	0,0123 %
da	percent	-0.0	-0 %
da	scientific	0.0	0E0
da	scientific	1.0	1E0
da	scientific	1.2	1,2E0
da	scientific	12.0	1,2E1
da	scientific	123.0	1,23E2
da	scientific	1234.56	1,23456E3
da	scientific	1234567.0	1,234567E6
da	scientific	-1234.56	-1,23456E3
da	scientific	1.23E-4	1,23E-4
da	scientific	-0.0	-0E0
da	compact-short	0.0	0
da	compact-short	1.0	1
da	compact-short	1.2	1,2
da	compact-short	12.0	12
da	compact-short	123.0	123
da	compact-short	1234.56	1,2 t
da	compact-short	1234567.0	1,2 mio.
da	compact-short	-1234.56	-1,2 t
da	compact-short	1.23E-4	0,00012
da	compact-short	-0.0	-0
da	compact-long	0.0	0
da	compact-long	1.0	1
da	compact-long	1.2	1,2
da	compact-long	12.0	12
da	compact-long	123.0	123
da	compact-long	1234.56	1,2 tusind
da	compact-long	1234567.0	1,2 million
da	compact-long	-1234.56	-1,2 tusind
da	compact-long	1.23E-4	0,00012
da	compact-long	-0.0	-0
de	decimal	0.0	0
de	decimal	1.0	1
de	decimal	1.2	1,2
de	decimal	12.0	12
de	decimal	123.0	123
de	decimal	1234.56	1.234,56
de	decimal	1234567.0	1.234.567
de	decimal	-1234.56	-1.234,56
de	decimal	1.23E-4	0,000123
de	decimal	-0.0	-0
de	percent	0.0	0 %
de	percent	1.0	100 %
de	percent	1.2	120 %
de	percent	12.0	1.200 %
de	percent	123.0	12.300 %
de	percent	1234.56	123.456 %
de	percent	1234567.0	123.456.700 %
de	percent	-1234.56	-123.456 %
de	percent	1.23E-4	0,0123 %
de	percent	-0.0	-0 %
de	scientific	0.0	0E0
de	scientific	1.0	1E0
de	scientific	1.2	1,2E0
de	scientific	12.0	1,2E1
de	scientific	123.0	1,23E2
de	scientific	1234.56	1,23456E3
de	scientific	1234567.0	1,234567E6
de	scientific	-1234.56	-1,23456E3
de	scientific	1.23E-4	1,23E-4
de	scientific	-0.0	-0E0
de	compact-short	0.0	0
de	compact-short	1.0	1
de	compact-short	1.2	1,2
de	compact-short	12.0	12
de	compact-short	123.0	123
de	compact-short	1234.56	1235
de	compact-short	1234567.0	1,2 Mio.
de	compact-short	-1234.56	-1235
de	compact-short	1.23E-4	0,00012
de	compact-short	-0.0	-0
de	compact-long	0.0	0
de	compact-long	1.0	1
de	compact-long	1.2	1,2
de	compact-long	12.0	12
de	compact-long	123.0	123
de	compact-long	1234.56	1,2 Tausend
de	compact-long	1234567.0	1,2 Millionen
de	compact-long	-1234.56	-1,2 Tausend
de	compact-long	1.23E-4	0,00012
de	compact-long	-0.0	-0
dsb	decimal	0.0	0
dsb	decimal	1.0	1
dsb	decimal	1.2	1,2
dsb	decimal	12.0	12
dsb	decimal	123.0	123
dsb	decimal	1234.56	1.234,56
dsb	decimal	1234567.0	1.234.567
dsb	decimal	-1234.56	-1.234,56
dsb	decimal	1.23E-4	0,000123
dsb	decimal	-0.0	-0
dsb	percent	0.0	0 %
dsb	percent	1.0	100 %
dsb	percent	1.2	120 %
dsb	percent	12.0	1.200 %
dsb	percent	123.0	12.300 %
dsb	percent	1234.56	123.456 %
dsb	percent	1234567.0	123.456.700 %
dsb	percent	-1234.56	-123.456 %
dsb	percent	1.23E-4	0,0123 %
dsb	percent	-0.0	-0 %
dsb	scientific	0.0	0E0
dsb	scientific	1.0	1E0
dsb	scientific	1.2	1,2E0
dsb	scientific	12.0	1,2E1
dsb	scientific	123.0	1,23E2
dsb	scientific	1234.56	1,23456E3
dsb	scientific	1234567.0	1,234567E6
dsb	scientific	-1234.56	-1,23456E3
dsb	scientific	1.23E-4	1,23E-4
dsb	scientific	-0.0	-0E0
dsb	compact-short	0.0	0
dsb	compact-short	1.0	1
dsb	compact-short	1.2	1,2
dsb	compact-short	12.0	12
dsb	compact-short	123.0	123
dsb	compact-short	1234.56	1,2 tys.
dsb	compact-short	1234567.0	1,2 mio.
dsb	compact-short	-1234.56	-1,2 tys.
dsb	compact-short	1.23E-4	0,00012
dsb	compact-short	-0.0	-0
dsb	compact-long	0.0	0
dsb	compact-long	1.0	1
dsb	compact-long	1.2	1,2
dsb	compact-long	12.0	12
dsb	compact-long	123.0	123
dsb	compact-long	1234.56	1,2 tysac
dsb	compact-long	1234567.0	1,2 miliona
dsb	compact-long	-1234.56	-1,2 tysac
dsb	compact-long	1.23E-4	0,00012
dsb	compact-long	-0.0	-0
el	decimal	0.0	0
el	decimal	1.0	1
el	decimal	1.2	1,2
el	decimal	12.0	12
el	decimal	123.0	123
el	decimal	1234.56	1.234,56
el	decimal	1234567.0	1.234.567
el	decimal	-1234.56	-1.234,56
el	decimal	1.23E-4	0,000123
el	decimal	-0.0	-0
el	percent	0.0	0%
el	percent	1.0	100%
el	percent	1.2	120%
el	percent	12.0	1.200%
el	percent	123.0	12.300%
el	percent	1234.56	123.456%
el	percent	1234567.0	123.456.700%
el	percent	-1234.56	-123.456%
el	percent	1.23E-4	0,0123%
el	percent	-0.0	-0%
el	scientific	0.0	0e0
el	scientific	1.0	1e0
el	scientific	1.2	1,2e0
el	scientific	12.0	1,2e1
el	scientific	123.0	1,23e2
el	scientific	1234.56	1,23456e3
el	scientific	1234567.0	1,234567e6
el	scientific	-1234.56	-1,23456e3
el	scientific	1.23E-4	1,23e-4
el	scientific	-0.0	-0e0
el	compact-short	0.0	0
el	compact-short	1.0	1
el	compact-short	1.2	1,2
el	compact-short	12.0	12
el	compact-short	123.0	123
el	compact-short	1234.56	1,2 χιλ.
el	compact-short	1234567.0	1,2 εκ.
el	compact-short	-1234.56	-1,2 χιλ.
el	compact-short	1.23E-4	0,00012
el	compact-short	-0.0	-0
el	compact-long	0.0	0
el	compact-long	1.0	1
el	compact-long	1.2	1,2
el	compact-long	12.0	12
el	compact-long	123.0	123
el	compact-long	1234.56	1,2 χιλιάδες
el	compact-long	1234567.0	1,2 εκατομμύρια
el	compact-long	-1234.56	-1,2 χιλιάδες
el	compact-long	1.23E-4	0,00012
el	compact-long	-0.0	-0
en	decimal	0.0	0
en	decimal	1.0	1
en	decimal	1.2	1.2
en	decimal	12.0	12
en	decimal	123.0	123
en	decimal	1234.56	1,234.56
en	decimal	1234567.0	1,234,567
en	decimal	-1234.56	-1,234.56
en	decimal	1.23E-4	0.000123
en	decimal	-0.0	-0
en	percent	0.0	0%
en	percent	1.0	100%
en	percent	1.2	120%
en	percent	12.0	1,200%
en	percent	123.0	12,300%
en	percent	1234.56	123,456%
en	percent	1234567.0	123,456,700%
en	percent	-1234.56	-123,456%
en	percent	1.23E-4	0.0123%
en	percent	-0.0	-0%
en	scientific	0.0	0E0
en	scientific	1.0	1E0
en	scientific	1.2	1.2E0
en	scientific	12.0	1.2E1
en	scientific	123.0	1.23E2
en	scientific	1234.56	1.23456E3
en	scientific	1234567.0	1.234567E6
en	scientific	-1234.56	-1.23456E3
en	scientific	1.23E-4	1.23E-4
en	scientific	-0.0	-0E0
en	compact-short	0.0	0
en	compact-short	1.0	1
en	compact-short	1.2	1.2
en	compact-short	12.0	12
en	compact-short	123.0	123
en	compact-short	1234.56	1.2K
en	compact-short	1234567.0	1.2M
en	compact-short	-1234.56	-1.2K
en	compact-short	1.23E-4	0.00012
en	compact-short	-0.0	-0
en	compact-long	0.0	0
en	compact-long	1.0	1
en	compact-long	1.2	1.2
en	compact-long	12.0	12
en	compact-long	123.0	123
en	compact-long	1234.56	1.2 thousand
en	compact-long	1234567.0	1.2 million
en	compact-long	-1234.56	-1.2 thousand
en	compact-long	1.23E-4	0.00012
en	compact-long	-0.0	-0
es	decimal	0.0	0
es	decimal	1.0	1
es	decimal	1.2	1,2
es	decimal	12.0	12
es	decimal	123.0	123
es	decimal	1234.56	1234,56
es	decimal	1234567.0	1.234.567
es	decimal	-1234.56	-1234,56
es	decimal	1.23E-4	0,000123
es	decimal	-0.0	-0
es	percent	0.0	0 %
es	percent	1.0	100 %
es	percent	1.2	120 %
es	percent	12.0	1200 %
es	percent	123.0	12.300 %
es	percent	1234.56	123.456 %
es	percent	1234567.0	123.456.700 %
es	percent	-1234.56	-123.456 %
es	percent	1.23E-4	0,0123 %
es	percent	-0.0	-0 %
es	scientific	0.0	0E0
es	scientific	1.0	1E0
es	scientific	1.2	1,2E0
es	scientific	12.0	1,2E1
es	scientific	123.0	1,23E2
es	scientific	1234.56	1,23456E3
es	scientific	1234567.0	1,234567E6
es	scientific	-1234.56	-1,23456E3
es	scientific	1.23E-4	1,23E-4
es	scientific	-0.0	-0E0
es	compact-short	0.0	0
es	compact-short	1.0	1
es	compact-short	1.2	1,2
es	compact-short	12.0	12
es	compact-short	123.0	123
es	compact-short	1234.56	1,2 mil
es	compact-short	1234567.0	1,2 M
es	compact-short	-1234.56	-1,2 mil
es	compact-short	1.23E-4	0,00012
es	compact-short	-0.0	-0
es	compact-long	0.0	0
es	compact-long	1.0	1
es	compact-long	1.2	1,2
es	compact-long	12.0	12
es	compact-long	123.0	123
es	compact-long	1234.56	1,2 mil
es	compact-long	1234567.0	1,2 millones
es	compact-long	-1234.56	-1,2 mil
es	compact-long	1.23E-4	0,00012
es	compact-long	-0.0	-0
et	decimal	0.0	0
et	decimal	1.0	1
et	decimal	1.2	1,2
et	decimal	12.0	12
et	decimal	123.0	123
et	decimal	1234.56	1234,56
et	decimal	1234567.0	1 234 567
et	decimal	-1234.56	−1234,56
et	decimal	1.23E-4	0,000123
et	decimal	-0.0	−0
et	percent	0.0	0%
et	percent	1.0	100%
et	percent	1.2	120%
et	percent	12.0	1200%
et	percent	123.0	12 300%
et	percent	1234.56	123 456%
et	percent	1234567.0	123 456 700%
et	percent	-1234.56	−123 456%
et	percent	1.23E-4	0,0123%
et	percent	-0.0	−0%
et	scientific	0.0	0×10^0
et	scientific	1.0	1×10^0
et	scientific	1.2	1,2×10^0
et	scientific	12.0	1,2×10^1
et	scientific	123.0	1,23×10^2
et	scientific	1234.56	1,23456×10^3
et	scientific	1234567.0	1,234567×10^6
et	scientific	-1234.56	−1,23456×10^3
et	scientific	1.23E-4	1,23×10^−4
et	scientific	-0.0	−0×10^0
et	compact-short	0.0	0
et	compact-short	1.0	1
et	compact-short	1.2	1,2
et	compact-short	12.0	12
et	compact-short	123.0	123
et	compact-short	1234.56	1,2 tuh
et	compact-short	1234567.0	1,2 mln
et	compact-short	-1234.56	−1,2 tuh
et	compact-short	1.23E-4	0,00012
et	compact-short	-0.0	−0
et	compact-long	0.0	0
et	compact-long	1.0	1
et	compact-long	1.2	1,2
et	compact-long	12.0	12
et	compact-long	123.0	123
et	compact-long	1234.56	1,2 tuhat
et	compact-long	1234567.0	1,2 miljonit
et	compact-long	-1234.56	−1,2 tuhat
et	compact-long	1.23E-4	0,00012
et	compact-long	-0.0	−0
eu	decimal	0.0	0
eu	decimal	1.0	1
eu	decimal	1.2	1,2
eu	decimal	12.0	12
eu	decimal	123.0	123
eu	decimal	1234.56	1.234,56
eu	decimal	1234567.0	1.234.567
eu	decimal	-1234.56	−1.234,56
eu	decimal	1.23E-4	0,000123
eu	decimal	-0.0	−0
eu	percent	0.0	% 0
eu	percent	1.0	% 100
eu	percent	1.2	% 120
eu	percent	12.0	% 1.200
eu	percent	123.0	% 12.300
eu	percent	1234.56	% 123.456
eu	percent	1234567.0	% 123.456.700
eu	percent	-1234.56	−% 123.456
eu	percent	1.23E-4	% 0,0123
eu	percent	-0.0	−% 0
eu	scientific	0.0	0E0
eu	scientific	1.0	1E0
eu	scientific	1.2	1,2E0
eu	scientific	12.0	1,2E1
eu	scientific	123.0	1,23E2
eu	scientific	1234.56	1,23456E3
eu	scientific	1234567.0	1,234567E6
eu	scientific	-1234.56	−1,23456E3
eu	scientific	1.23E-4	1,23E−4
eu	scientific	-0.0	−0E0
eu	compact-short	0.0	0
eu	compact-short	1.0	1
eu	compact-short	1.2	1,2
eu	compact-short	12.0	12
eu	compact-short	123.0	123
eu	compact-short	1234.56	1235
eu	compact-short	1234567.0	1,2 M
eu	compact-short	-1234.56	−1235
eu	compact-short	1.23E-4	0,00012
eu	compact-short	-0.0	−0
eu	compact-long	0.0	0
eu	compact-long	1.0	1
eu	compact-long	1.2	1,2
eu	compact-long	12.0	12
eu	compact-long	123.0	123
eu	compact-long	1234.56	1235
eu	compact-long	1234567.0	1,2 milioi
eu	compact-long	-1234.56	−1235
eu	compact-long	1.23E-4	0,00012
eu	compact-long	-0.0	−0
fa	decimal	0.0	۰
fa	decimal	1.0	۱
fa	decimal	1.2	۱٫۲
fa	decimal	12.0	۱۲
fa	decimal	123.0	۱۲۳
fa	decimal	1234.56	۱٬۲۳۴٫۵۶
fa	decimal	1234567.0	۱٬۲۳۴٬۵۶۷
fa	decimal	-1234.56	‎−۱٬۲۳۴٫۵۶
fa	decimal	1.23E-4	۰٫۰۰۰۱۲۳
fa	decimal	-0.0	‎−۰
fa	percent	0.0	۰٪
fa	percent	1.0	۱۰۰٪
fa	percent	1.2	۱۲۰٪
fa	percent	12.0	۱٬۲۰۰٪
fa	percent	123.0	۱۲٬۳۰۰٪
fa	percent	1234.56	۱۲۳٬۴۵۶٪
fa	percent	1234567.0	۱۲۳٬۴۵۶٬۷۰۰٪
fa	percent	-1234.56	‎−۱۲۳٬۴۵۶٪
fa	percent	1.23E-4	۰٫۰۱۲۳٪
fa	percent	-0.0	‎−۰٪
fa	scientific	0.0	۰×۱۰^۰
fa	scientific	1.0	۱×۱۰^۰
fa	scientific	1.2	۱٫۲×۱۰^۰
fa	scientific	12.0	۱٫۲×۱۰^۱
fa	scientific	123.0	۱٫۲۳×۱۰^۲
fa	scientific	1234.56	۱٫۲۳۴۵۶×۱۰^۳
fa	scientific	1234567.0	۱٫۲۳۴۵۶۷×۱۰^۶
fa	scientific	-1234.56	‎−۱٫۲۳۴۵۶×۱۰^۳
fa	scientific	1.23E-4	۱٫۲۳×۱۰^‎−۴
fa	scientific	-0.0	‎−۰×۱۰^۰
fa	compact-short	0.0	۰
fa	compact-short	1.0	۱
fa	compact-short	1.2	۱٫۲
fa	compact-short	12.0	۱۲
fa	compact-short	123.0	۱۲۳
fa	compact-short	1234.56	۱٫۲ هزار
fa	compact-short	1234567.0	۱٫۲ میلیون
fa	compact-short	-1234.56	‎−۱٫۲ هزار
fa	compact-short	1.23E-4	۰٫۰۰۰۱۲
fa	compact-short	-0.0	‎−۰
fa	compact-long	0.0	۰
fa	compact-long	1.0	۱
fa	compact-long	1.2	۱٫۲
fa	compact-long	12.0	۱۲
fa	compact-long	123.0	۱۲۳
fa	compact-long	1234.56	۱٫۲ هزار
fa	compact-long	1234567.0	۱٫۲ میلیون
fa	compact-long	-1234.56	‎−۱٫۲ هزار
fa	compact-long	1.23E-4	۰٫۰۰۰۱۲
fa	compact-long	-0.0	‎−۰
fi	decimal	0.0	0
fi	decimal	1.0	1
fi	decimal	1.2	1,2
fi	decimal	12.0	12
fi	decimal	123.0	123
fi	decimal	1234.56	1 234,56
fi	decimal	1234567.0	1 234 567
fi	decimal	-1234.56	−1 234,56
fi	decimal	1.23E-4	0,000123
fi	decimal	-0.0	−0
fi	percent	0.0	0 %
fi	percent	1.0	100 %
fi	percent	1.2	120 %
fi	percent	12.0	1 200 %
fi	percent	123.0	12 300 %
fi	percent	1234.56	123 456 %
fi	percent	1234567.0	123 456 700 %
fi	percent	-1234.56	−123 456 %
fi	percent	1.23E-4	0,0123 %
fi	percent	-0.0	−0 %
fi	scientific	0.0	0E0
fi	scientific	1.0	1E0
fi	scientific	1.2	1,2E0
fi	scientific	12.0	1,2E1
fi	scientific	123.0	1,23E2
fi	scientific	1234.56	1,23456E3
fi	scientific	1234567.0	1,234567E6
fi	scientific	-1234.56	−1,23456E3
fi	scientific	1.23E-4	1,23E−4
fi	scientific	-0.0	−0E0
fi	compact-short	0.0	0
fi	compact-short	1.0	1
fi	compact-short	1.2	1,2
fi	compact-short	12.0	12
fi	compact-short	123.0	123
fi	compact-short	1234.56	1,2 t.
fi	compact-short	1234567.0	1,2 milj.
fi	compact-short	-1234.56	−1,2 t.
fi	compact-short	1.23E-4	0,00012
fi	compact-short	-0.0	−0
fi	compact-long	0.0	0
fi	compact-long	1.0	1
fi	compact-long	1.2	1,2
fi	compact-long	12.0	12
fi	compact-long	123.0	123
fi	compact-long	1234.56	1,2 tuhatta
fi	compact-long	1234567.0	1,2 miljoonaa
fi	compact-long	-1234.56	−1,2 tuhatta
fi	compact-long	1.23E-4	0,00012
fi	compact-long	-0.0	−0
fil	decimal	0.0	0
fil	decimal	1.0	1
fil	decimal	1.2	1.2
fil	decimal	12.0	12
fil	decimal	123.0	123
fil	decimal	1234.56	1,234.56
fil	decimal	1234567.0	1,234,567
fil	decimal	-1234.56	-1,234.56
fil	decimal	1.23E-4	0.000123
fil	decimal	-0.0	-0
fil	percent	0.0	0%
fil	percent	1.0	100%
fil	percent	1.2	120%
fil	percent	12.0	1,200%
fil	percent	123.0	12,300%
fil	percent	1234.56	123,456%
fil	percent	1234567.0	123,456,700%
fil	percent	-1234.56	-123,456%
fil	percent	1.23E-4	0.0123%
fil	percent	-0.0	-0%
fil	scientific	0.0	0E0
fil	scientific	1.0	1E0
fil	scientific	1.2	1.2E0
fil	scientific	12.0	1.2E1
fil	scientific	123.0	1.23E2
fil	scientific	1234.56	1.23456E3
fil	scientific	1234567.0	1.234567E6
fil	scientific	-1234.56	-1.23456E3
fil	scientific	1.23E-4	1.23E-4
fil	scientific	-0.0	-0E0
fil	compact-short	0.0	0
fil	compact-short	1.0	1
fil	compact-short	1.2	1.2
fil	compact-short	12.0	12
fil	compact-short	123.0	123
fil	compact-short	1234.56	1.2K
fil	compact-short	1234567.0	1.2M
fil	compact-short	-1234.56	-1.2K
fil	compact-short	1.23E-4	0.00012
fil	compact-short	-0.0	-0
fil	compact-long	0.0	0
fil	compact-long	1.0	1
fil	compact-long	1.2	1.2
fil	compact-long	12.0	12
fil	compact-long	123.0	123
fil	compact-long	1234.56	1.2 libo
fil	compact-long	1234567.0	1.2 milyon
fil	compact-long	-1234.56	-1.2 libo
fil	compact-long	1.23E-4	0.00012
fil	compact-long	-0.0	-0
ga	decimal	0.0	0
ga	decimal	1.0	1
ga	decimal	1.2	1.2
ga	decimal	12.0	12
ga	decimal	123.0	123
ga	decimal	1234.56	1,234.56
ga	decimal	1234567.0	1,234,567
ga	decimal	-1234.56	-1,234.56
ga	decimal	1.23E-4	0.000123
ga	decimal	-0.0	-0
ga	percent	0.0	0%
ga	percent	1.0	100%
ga	percent	1.2	120%
ga	percent	12.0	1,200%
ga	percent	123.0	12,300%
ga	percent	1234.56	123,456%
ga	percent	1234567.0	123,456,700%
ga	percent	-1234.56	-123,456%
ga	percent	1.23E-4	0.0123%
ga	percent	-0.0	-0%
ga	scientific	0.0	0E0
ga	scientific	1.0	1E0
ga	scientific	1.2	1.2E0
ga	scientific	12.0	1.2E1
ga	scientific	123.0	1.23E2
ga	scientific	1234.56	1.23456E3
ga	scientific	1234567.0	1.234567E6
ga	scientific	-1234.56	-1.23456E3
ga	scientific	1.23E-4	1.23E-4
ga	scientific	-0.0	-0E0
ga	compact-short	0.0	0
ga	compact-short	1.0	1
ga	compact-short	1.2	1.2
ga	compact-short	12.0	12
ga	compact-short	123.0	123
ga	compact-short	1234.56	1.2k
ga	compact-short	1234567.0	1.2M
ga	compact-short	-1234.56	-1.2k
ga	compact-short	1.23E-4	0.00012
ga	compact-short	-0.0	-0
ga	compact-long	0.0	0
ga	compact-long	1.0	1
ga	compact-long	1.2	1.2
ga	compact-long	12.0	12
ga	compact-long	123.0	123
ga	compact-long	1234.56	1.2 míle
ga	compact-long	1234567.0	1.2 milliún
ga	compact-long	-1234.56	-1.2 míle
ga	compact-long	1.23E-4	0.00012
ga	compact-long	-0.0	-0
gd	decimal	0.0	0
gd	decimal	1.0	1
gd	decimal	1.2	1.2
gd	decimal	12.0	12
gd	decimal	123.0	123
gd	decimal	1234.56	1,234.56
gd	decimal	1234567.0	1,234,567
gd	decimal	-1234.56	-1,234.56
gd	decimal	1.23E-4	0.000123
gd	decimal	-0.0	-0
gd	percent	0.0	0%
gd	percent	1.0	100%
gd	percent	1.2	120%
gd	percent	12.0	1,200%
gd	percent	123.0	12,300%
gd	percent	1234.56	123,456%
gd	percent	1234567.0	123,456,700%
gd	percent	-1234.56	-123,456%
gd	percent	1.23E-4	0.0123%
gd	percent	-0.0	-0%
gd	scientific	0.0	0E0
gd	scientific	1.0	1E0
gd	scientific	1.2	1.2E0
gd	scientific	12.0	1.2E1
gd	scientific	123.0	1.23E2
gd	scientific	1234.56	1.23456E3
gd	scientific	1234567.0	1.234567E6
gd	scientific	-1234.56	-1.23456E3
gd	scientific	1.23E-4	1.23E-4
gd	scientific	-0.0	-0E0
gd	compact-short	0.0	0
gd	compact-short	1.0	1
gd	compact-short	1.2	1.2
gd	compact-short	12.0	12
gd	compact-short	123.0	123
gd	compact-short	1234.56	1.2K
gd	compact-short	1234567.0	1.2M
gd	compact-short	-1234.56	-1.2K
gd	compact-short	1.23E-4	0.00012
gd	compact-short	-0.0	-0
gd	compact-long	0.0	0
gd	compact-long	1.0	1
gd	compact-long	1.2	1.2
gd	compact-long	12.0	12
gd	compact-long	123.0	123
gd	compact-long	1234.56	1.2 mìle
gd	compact-long	1234567.0	1.2 millean
gd	compact-long	-1234.56	-1.2 mìle
gd	compact-long	1.23E-4	0.00012
gd	compact-long	-0.0	-0
gl	decimal	0.0	0
gl	decimal	1.0	1
gl	decimal	1.2	1,2
gl	decimal	12.0	12
gl	decimal	123.0	123
gl	decimal	1234.56	1.234,56
gl	decimal	1234567.0	1.234.567
gl	decimal	-1234.56	-1.234,56
gl	decimal	1.23E-4	0,000123
gl	decimal	-0.0	-0
gl	percent	0.0	0 %
gl	percent	1.0	100 %
gl	percent	1.2	120 %
gl	percent	12.0	1.200 %
gl	percent	123.0	12.300 %
gl	percent	1234.56	123.456 %
gl	percent	1234567.0	123.456.700 %
gl	percent	-1234.56	-123.456 %
gl	percent	1.23E-4	0,0123 %
gl	percent	-0.0	-0 %
gl	scientific	0.0	0E0
gl	scientific	1.0	1E0
gl	scientific	1.2	1,2E0
gl	scientific	12.0	1,2E1
gl	scientific	123.0	1,23E2
gl	scientific	1234.56	1,23456E3
gl	scientific	1234567.0	1,234567E6
gl	scientific	-1234.56	-1,23456E3
gl	scientific	1.23E-4	1,23E-4
gl	scientific	-0.0	-0E0
gl	compact-short	0.0	0
gl	compact-short	1.0	1
gl	compact-short	1.2	1,2
gl	compact-short	12.0	12
gl	compact-short	123.0	123
gl	compact-short	1234.56	1235
gl	compact-short	1234567.0	1,2 M
gl	compact-short	-1234.56	-1235
gl	compact-short	1.23E-4	0,00012
gl	compact-short	-0.0	-0
gl	compact-long	0.0	0
gl	compact-long	1.0	1
gl	compact-long	1.2	1,2
gl	compact-long	12.0	12
gl	compact-long	123.0	123
gl	compact-long	1234.56	1235
gl	compact-long	1234567.0	1,2 millóns
gl	compact-long	-1234.56	-1235
gl	compact-long	1.23E-4	0,00012
gl	compact-long	-0.0	-0
gu	decimal	0.0	0
gu	decimal	1.0	1
gu	decimal	1.2	1.2
gu	decimal	12.0	12
gu	decimal	123.0	123
gu	decimal	1234.56	1,234.56
gu	decimal	1234567.0	12,34,567
gu	decimal	-1234.56	-1,234.56
gu	decimal	1.23E-4	0.000123
gu	decimal	-0.0	-0
gu	percent	0.0	0%
gu	percent	1.0	100%
gu	percent	1.2	120%
gu	percent	12.0	1,200%
gu	percent	123.0	12,300%
gu	percent	1234.56	1,23,456%
gu	percent	1234567.0	12,34,56,700%
gu	percent	-1234.56	-1,23,456%
gu	percent	1.23E-4	0.0123%
gu	percent	-0.0	-0%
gu	scientific	0.0	0E0
gu	scientific	1.0	1E0
gu	scientific	1.2	1.2E0
gu	scientific	12.0	1.2E1
gu	scientific	123.0	1.23E2
gu	scientific	1234.56	1.23456E3
gu	scientific	1234567.0	1.234567E6
gu	scientific	-1234.56	-1.23456E3
gu	scientific	1.23E-4	1.23E-4
gu	scientific	-0.0	-0E0
gu	compact-short	0.0	0
gu	compact-short	1.0	1
gu	compact-short	1.2	1.2
gu	compact-short	12.0	12
gu	compact-short	123.0	123
gu	compact-short	1234.56	1.2 હજાર
gu	compact-short	1234567.0	12 લાખ
gu	compact-short	-1234.56	-1.2 હજાર
gu	compact-short	1.23E-4	0.00012
gu	compact-short	-0.0	-0
gu	compact-long	0.0	0
gu	compact-long	1.0	1
gu	compact-long	1.2	1.2
gu	compact-long	12.0	12
gu	compact-long	123.0	123
gu	compact-long	1234.56	1.2 હજાર
gu	compact-long	1234567.0	12 લાખ
gu	compact-long	-1234.56	-1.2 હજાર
gu	compact-long	1.23E-4	0.00012
gu	compact-long	-0.0	-0
ha	decimal	0.0	0
ha	decimal	1.0	1
ha	decimal	1.2	1.2
ha	decimal	12.0	12
ha	decimal	123.0	123
ha	decimal	1234.56	1,234.56
ha	decimal	1234567.0	1,234,567
ha	decimal	-1234.56	-1,234.56
ha	decimal	1.23E-4	0.000123
ha	decimal	-0.0	-0
ha	percent	0.0	0%
ha	percent	1.0	100%
ha	percent	1.2	120%
ha	percent	12.0	1,200%
ha	percent	123.0	12,300%
ha	percent	1234.56	123,456%
ha	percent	1234567.0	123,456,700%
ha	percent	-1234.56	-123,456%
ha	percent	1.23E-4	0.0123%
ha	percent	-0.0	-0%
ha	scientific	0.0	0E0
ha	scientific	1.0	1E0
ha	scientific	1.2	1.2E0
ha	scientific	12.0	1.2E1
ha	scientific	123.0	1.23E2
ha	scientific	1234.56	1.23456E3
ha	scientific	1234567.0	1.234567E6
ha	scientific	-1234.56	-1.23456E3
ha	scientific	1.23E-4	1.23E-4
ha	scientific	-0.0	-0E0
ha	compact-short	0.0	0
ha	compact-short	1.0	1
ha	compact-short	1.2	1.2
ha	compact-short	12.0	12
ha	compact-short	123.0	123
ha	compact-short	1234.56	1.2K
ha	compact-short	1234567.0	1.2M
ha	compact-short	-1234.56	-1.2K
ha	compact-short	1.23E-4	0.00012
ha	compact-short	-0.0	-0
ha	compact-long	0.0	0
ha	compact-long	1.0	1
ha	compact-long	1.2	1.2
ha	compact-long	12.0	12
ha	compact-long	123.0	123
ha	compact-long	1234.56	Dubu 1.2
ha	compact-long	1234567.0	Miliyan 1.2
ha	compact-long	-1234.56	-Dubu 1.2
ha	compact-long	1.23E-4	0.00012
ha	compact-long	-0.0	-0
he	decimal	0.0	0
he	decimal	1.0	1
he	decimal	1.2	1.2
he	decimal	12.0	12
he	decimal	123.0	123
he	decimal	1234.56	1,234.56
he	decimal	1234567.0	1,234,567
he	decimal	-1234.56	‎-1,234.56
he	decimal	1.23E-4	0.000123
he	decimal	-0.0	‎-0
he	percent	0.0	0%
he	percent	1.0	100%
he	percent	1.2	120%
he	percent	12.0	1,200%
he	percent	123.0	12,300%
he	percent	1234.56	123,456%
he	percent	1234567.0	123,456,700%
he	percent	-1234.56	‎-123,456%
he	percent	1.23E-4	0.0123%
he	percent	-0.0	‎-0%
he	scientific	0.0	0E0
he	scientific	1.0	1E0
he	scientific	1.2	1.2E0
he	scientific	12.0	1.2E1
he	scientific	123.0	1.23E2
he	scientific	1234.56	1.23456E3
he	scientific	1234567.0	1.234567E6
he	scientific	-1234.56	‎-1.23456E3
he	scientific	1.23E-4	1.23E‎-4
he	scientific	-0.0	‎-0E0
he	compact-short	0.0	0
he	compact-short	1.0	1
he	compact-short	1.2	1.2
he	compact-short	12.0	12
he	compact-short	123.0	123
he	compact-short	1234.56	1.2K‏
he	compact-short	1234567.0	1.2M‏
he	compact-short	-1234.56	‎-1.2K‏
he	compact-short	1.23E-4	0.00012
he	compact-short	-0.0	‎-0
he	compact-long	0.0	0
he	compact-long	1.0	1
he	compact-long	1.2	1.2
