locale	number_format	format_length	input	expected
bn	decimal		-2.5	-২.৫
bn	decimal		-1.5	-১.৫
bn	decimal		-1.2	-১.২
bn	decimal		-1.0	-১
bn	decimal		-0.5	-০.৫
bn	decimal		-0.15000000000000002	-০.১৫
bn	decimal		-0.135	-০.১৩৫
bn	decimal		-0.125	-০.১২৫
bn	decimal		-0.1	-০.১
bn	decimal		-0.05	-০.০৫
bn	decimal		-0.015	-০.০১৫
bn	decimal		-0.01	-০.০১
bn	decimal		-0.00831765	-০.০০৮৩১৮
bn	decimal		-0.005	-০.০০৫
bn	decimal		-0.0015	-০.০০১৫
bn	decimal		-0.001	-০.০০১
bn	decimal		-5.0E-4	-০.০০০৫
bn	decimal		-1.5000000000000001E-4	-০.০০০১৫
bn	decimal		-1.23E-4	-০.০০০১২৩
bn	decimal		-1.0E-4	-০.০০০১
bn	decimal		-5.0E-5	-০.০০০০৫
bn	decimal		-1.5000000000000002E-5	-০.০০০০১৫
bn	decimal		-1.0E-5	-০.০০০০১
bn	decimal		-4.9999999999999996E-6	-০.০০০০০৫
bn	decimal		-1.5E-6	-০.০০০০০২
bn	decimal		-1.0E-6	-০.০০০০০১
bn	decimal		-0.0	-০
bn	decimal		1.0E-6	০.০০০০০১
bn	decimal		1.5E-6	০.০০০০০২
bn	decimal		4.9999999999999996E-6	০.০০০০০৫
bn	decimal		1.0E-5	০.০০০০১
bn	decimal		1.5000000000000002E-5	০.০০০০১৫
bn	decimal		5.0E-5	০.০০০০৫
bn	decimal		1.0E-4	০.০০০১
bn	decimal		1.23E-4	০.০০০১২৩
bn	decimal		1.5000000000000001E-4	০.০০০১৫
bn	decimal		5.0E-4	০.০০০৫
bn	decimal		0.001	০.০০১
bn	decimal		0.0015	০.০০১৫
bn	decimal		0.005	০.০০৫
bn	decimal		0.01	০.০১
bn	decimal		0.015	০.০১৫
bn	decimal		0.05	০.০৫
bn	decimal		0.1	০.১
bn	decimal		0.125	০.১২৫
bn	decimal		0.135	০.১৩৫
bn	decimal		0.15000000000000002	০.১৫
bn	decimal		0.5	০.৫
bn	decimal		1.0	১
bn	decimal		1.5	১.৫
bn	decimal		2.5	২.৫
bn	decimal		3.5	৩.৫
bn	decimal		5.0	৫
bn	decimal		10.0	১০
bn	decimal		12.0	১২
bn	decimal		15.0	১৫
bn	decimal		50.0	৫০
bn	decimal		100.0	১০০
bn	decimal		123.0	১২৩
bn	decimal		150.0	১৫০
bn	decimal		500.0	৫০০
bn	decimal		999.9	৯৯৯.৯
bn	decimal		1000.0	১,০০০
bn	decimal		1234.56	১,২৩৪.৫৬
bn	decimal		1500.0	১,৫০০
bn	decimal		5000.0	৫,০০০
bn	decimal		10000.0	১০,০০০
bn	decimal		15000.0	১৫,০০০
bn	decimal		50000.0	৫০,০০০
bn	decimal		100000.0	১,০০,০০০
bn	decimal		150000.0	১,৫০,০০০
bn	decimal		500000.0	৫,০০,০০০
bn	decimal		999999.9	৯,৯৯,৯৯৯.৯
bn	decimal		1000000.0	১০,০০,০০০
bn	decimal		1234567.0	১২,৩৪,৫৬৭
bn	decimal		1500000.0	১৫,০০,০০০
bn	decimal		5000000.0	৫০,০০,০০০
bn	decimal		1.0E7	১,০০,০০,০০০
bn	decimal		1.5E7	১,৫০,০০,০০০
bn	decimal		5.0E7	৫,০০,০০,০০০
bn	decimal		1.0E8	১০,০০,০০,০০০
bn	decimal		1.5E8	১৫,০০,০০,০০০
bn	decimal		5.0E8	৫০,০০,০০,০০০
bn	decimal		1.0E9	১,০০,০০,০০,০০০
bn	decimal		1.5E9	১,৫০,০০,০০,০০০
bn	decimal		5.0E9	৫,০০,০০,০০,০০০
bn	decimal		1.0E10	১০,০০,০০,০০,০০০
bn	decimal		1.5E10	১৫,০০,০০,০০,০০০
bn	decimal		5.0E10	৫০,০০,০০,০০,০০০
bn	decimal		1.0E11	১,০০,০০,০০,০০,০০০
bn	decimal		1.5E11	১,৫০,০০,০০,০০,০০০
bn	decimal		5.0E11	৫,০০,০০,০০,০০,০০০
bn	decimal		1.0E12	১০,০০,০০,০০,০০,০০০
bn	decimal		1.5E12	১৫,০০,০০,০০,০০,০০০
bn	decimal		5.0E12	৫০,০০,০০,০০,০০,০০০
bn	percent		-5.0E12	-৫০০,০০০,০০০,০০০,০০০%
bn	percent		-1.5E12	-১৫০,০০০,০০০,০০০,০০০%
bn	percent		-1.0E12	-১০০,০০০,০০০,০০০,০০০%
bn	percent		-5.0E11	-৫০,০০০,০০০,০০০,০০০%
bn	percent		-1.5E11	-১৫,০০০,০০০,০০০,০০০%
bn	percent		-1.0E11	-১০,০০০,০০০,০০০,০০০%
bn	percent		-5.0E10	-৫,০০০,০০০,০০০,০০০%
bn	percent		-1.5E10	-১,৫০০,০০০,০০০,০০০%
bn	percent		-1.0E10	-১,০০০,০০০,০০০,০০০%
bn	percent		-5.0E9	-৫০০,০০০,০০০,০০০%
bn	percent		-1.5E9	-১৫০,০০০,০০০,০০০%
bn	percent		-1.0E9	-১০০,০০০,০০০,০০০%
bn	percent		-5.0E8	-৫০,০০০,০০০,০০০%
bn	percent		-1.5E8	-১৫,০০০,০০০,০০০%
bn	percent		-1.0E8	-১০,০০০,০০০,০০০%
bn	percent		-5.0E7	-৫,০০০,০০০,০০০%
bn	percent		-1.5E7	-১,৫০০,০০০,০০০%
bn	percent		-1.0E7	-১,০০০,০০০,০০০%
bn	percent		-5000000.0	-৫০০,০০০,০০০%
bn	percent		-1500000.0	-১৫০,০০০,০০০%
bn	percent		-1234567.0	-১২৩,৪৫৬,৭০০%
bn	percent		-1234565.0	-১২৩,৪৫৬,৫০০%
bn	percent		-1000000.0	-১০০,০০০,০০০%
bn	percent		-999999.9	-৯৯,৯৯৯,৯৯০%
bn	percent		-500000.0	-৫০,০০০,০০০%
bn	percent		-150000.0	-১৫,০০০,০০০%
bn	percent		-100000.0	-১০,০০০,০০০%
bn	percent		-50000.0	-৫,০০০,০০০%
bn	percent		-15000.0	-১,৫০০,০০০%
bn	percent		-10000.0	-১,০০০,০০০%
bn	percent		-5000.0	-৫০০,০০০%
bn	percent		-1500.0	-১৫০,০০০%
bn	percent		-1234.56	-১২৩,৪৫৬%
bn	percent		-1000.0	-১০০,০০০%
bn	percent		-999.9	-৯৯,৯৯০%
bn	percent		-500.0	-৫০,০০০%
bn	percent		-150.0	-১৫,০০০%
bn	percent		-123.0	-১২,৩০০%
bn	percent		-100.0	-১০,০০০%
bn	percent		-50.0	-৫,০০০%
bn	percent		-15.0	-১,৫০০%
bn	percent		-12.0	-১,২০০%
bn	percent		-10.0	-১,০০০%
bn	percent		-5.0	-৫০০%
bn	percent		-3.5	-৩৫০%
bn	percent		-2.5	-২৫০%
bn	percent		-1.5	-১৫০%
bn	percent		-1.2	-১২০%
bn	percent		-1.0	-১০০%
bn	percent		-0.5	-৫০%
bn	percent		-0.15000000000000002	-১৫%
bn	percent		-0.135	-১৩.৫%
bn	percent		-0.125	-১২.৫%
bn	percent		-0.1	-১০%
bn	percent		-0.05	-৫%
bn	percent		-0.015	-১.৫%
bn	percent		-0.01	-১%
bn	percent		-0.00831765	-০.৮৩১৭৬৫%
bn	percent		-0.005	-০.৫%
bn	percent		-0.0015	-০.১৫%
bn	percent		-0.001	-০.১%
bn	percent		-5.0E-4	-০.০৫%
bn	percent		-1.5000000000000001E-4	-০.০১৫%
bn	percent		-1.23E-4	-০.০১২৩%
bn	percent		-1.0E-4	-০.০১%
bn	percent		-5.0E-5	-০.০০৫%
bn	percent		-1.5000000000000002E-5	-০.০০১৫%
bn	percent		-1.0E-5	-০.০০১%
bn	percent		-4.9999999999999996E-6	-০.০০০৫%
bn	percent		-1.5E-6	-০.০০০১৫%
bn	percent		-1.0E-6	-০.০০০১%
bn	percent		-0.0	-০%
bn	percent		1.0E-6	০.০০০১%
bn	percent		1.5E-6	০.০০০১৫%
bn	percent		4.9999999999999996E-6	০.০০০৫%
bn	percent		1.0E-5	০.০০১%
bn	percent		1.5000000000000002E-5	০.০০১৫%
bn	percent		5.0E-5	০.০০৫%
bn	percent		1.0E-4	০.০১%
bn	percent		1.23E-4	০.০১২৩%
bn	percent		1.5000000000000001E-4	০.০১৫%
bn	percent		5.0E-4	০.০৫%
bn	percent		0.001	০.১%
bn	percent		0.0015	০.১৫%
bn	percent		0.005	০.৫%
bn	percent		0.01	১%
bn	percent		0.015	১.৫%
bn	percent		0.05	৫%
bn	percent		0.1	১০%
bn	percent		0.125	১২.৫%
bn	percent		0.135	১৩.৫%
bn	percent		0.15000000000000002	১৫%
bn	percent		0.5	৫০%
bn	percent		1.0	১০০%
bn	percent		1.5	১৫০%
bn	percent		2.5	২৫০%
bn	percent		3.5	৩৫০%
bn	percent		5.0	৫০০%
bn	percent		10.0	১,০০০%
bn	percent		12.0	১,২০০%
bn	percent		15.0	১,৫০০%
bn	percent		50.0	৫,০০০%
bn	percent		100.0	১০,০০০%
bn	percent		123.0	১২,৩০০%
bn	percent		150.0	১৫,০০০%
bn	percent		500.0	৫০,০০০%
bn	percent		999.9	৯৯,৯৯০%
bn	percent		1000.0	১০০,০০০%
bn	percent		1234.56	১২৩,৪৫৬%
bn	percent		1500.0	১৫০,০০০%
bn	percent		5000.0	৫০০,০০০%
bn	percent		10000.0	১,০০০,০০০%
bn	percent		15000.0	১,৫০০,০০০%
bn	percent		50000.0	৫,০০০,০০০%
bn	percent		100000.0	১০,০০০,০০০%
bn	percent		150000.0	১৫,০০০,০০০%
bn	percent		500000.0	৫০,০০০,০০০%
bn	percent		999999.9	৯৯,৯৯৯,৯৯০%
bn	percent		1000000.0	১০০,০০০,০০০%
bn	percent		1234567.0	১২৩,৪৫৬,৭০০%
bn	percent		1500000.0	১৫০,০০০,০০০%
bn	percent		5000000.0	৫০০,০০০,০০০%
bn	percent		1.0E7	১,০০০,০০০,০০০%
bn	percent		1.5E7	১,৫০০,০০০,০০০%
bn	percent		5.0E7	৫,০০০,০০০,০০০%
bn	percent		1.0E8	১০,০০০,০০০,০০০%
bn	percent		1.5E8	১৫,০০০,০০০,০০০%
bn	percent		5.0E8	৫০,০০০,০০০,০০০%
bn	percent		1.0E9	১০০,০০০,০০০,০০০%
bn	percent		1.5E9	১৫০,০০০,০০০,০০০%
bn	percent		5.0E9	৫০০,০০০,০০০,০০০%
bn	percent		1.0E10	১,০০০,০০০,০০০,০০০%
bn	percent		1.5E10	১,৫০০,০০০,০০০,০০০%
bn	percent		5.0E10	৫,০০০,০০০,০০০,০০০%
bn	percent		1.0E11	১০,০০০,০০০,০০০,০০০%
bn	percent		1.5E11	১৫,০০০,০০০,০০০,০০০%
bn	percent		5.0E11	৫০,০০০,০০০,০০০,০০০%
bn	percent		1.0E12	১০০,০০০,০০০,০০০,০০০%
bn	percent		1.5E12	১৫০,০০০,০০০,০০০,০০০%
bn	percent		5.0E12	৫০০,০০০,০০০,০০০,০০০%
bn	scientific		-5.0E12	-৫E১২
bn	scientific		-1.5E12	-১.৫E১২
bn	scientific		-1.0E12	-১E১২
bn	scientific		-5.0E11	-৫E১১
bn	scientific		-1.5E11	-১.৫E১১
bn	scientific		-1.0E11	-১E১১
bn	scientific		-5.0E10	-৫E১০
bn	scientific		-1.5E10	-১.৫E১০
bn	scientific		-1.0E10	-১E১০
bn	scientific		-5.0E9	-৫E৯
bn	scientific		-1.5E9	-১.৫E৯
bn	scientific		-1.0E9	-১E৯
bn	scientific		-5.0E8	-৫E৮
bn	scientific		-1.5E8	-১.৫E৮
bn	scientific		-1.0E8	-১E৮
bn	scientific		-5.0E7	-৫E৭
bn	scientific		-1.5E7	-১.৫E৭
bn	scientific		-1.0E7	-১E৭
bn	scientific		-5000000.0	-৫E৬
bn	scientific		-1500000.0	-১.৫E৬
bn	scientific		-1234567.0	-১.২৩৪৫৬৭E৬
bn	scientific		-1234565.0	-১.২৩৪৫৬৫E৬
bn	scientific		-1000000.0	-১E৬
bn	scientific		-999999.9	-৯.৯৯৯৯৯৯E৫
bn	scientific		-500000.0	-৫E৫
bn	scientific		-150000.0	-১.৫E৫
bn	scientific		-100000.0	-১E৫
bn	scientific		-50000.0	-৫E৪
bn	scientific		-15000.0	-১.৫E৪
bn	scientific		-10000.0	-১E৪
bn	scientific		-5000.0	-৫E৩
bn	scientific		-1500.0	-১.৫E৩
bn	scientific		-1234.56	-১.২৩৪৫৬E৩
bn	scientific		-1000.0	-১E৩
bn	scientific		-999.9	-৯.৯৯৯E২
bn	scientific		-500.0	-৫E২
bn	scientific		-150.0	-১.৫E২
bn	scientific		-123.0	-১.২৩E২
bn	scientific		-100.0	-১E২
bn	scientific		-50.0	-৫E১
bn	scientific		-15.0	-১.৫E১
bn	scientific		-12.0	-১.২E১
bn	scientific		-10.0	-১E১
bn	scientific		-5.0	-৫E০
bn	scientific		-3.5	-৩.৫E০
bn	scientific		-2.5	-২.৫E০
bn	scientific		-1.5	-১.৫E০
bn	scientific		-1.2	-১.২E০
bn	scientific		-1.0	-১E০
bn	scientific		-0.5	-৫E-১
bn	scientific		-0.15000000000000002	-১.৫E-১
bn	scientific		-0.135	-১.৩৫E-১
bn	scientific		-0.125	-১.২৫E-১
bn	scientific		-0.1	-১E-১
bn	scientific		-0.05	-৫E-২
bn	scientific		-0.015	-১.৫E-২
bn	scientific		-0.01	-১E-২
bn	scientific		-0.00831765	-৮.৩১৭৬৫E-৩
bn	scientific		-0.005	-৫E-৩
bn	scientific		-0.0015	-১.৫E-৩
bn	scientific		-0.001	-১E-৩
bn	scientific		-5.0E-4	-৫E-৪
bn	scientific		-1.5000000000000001E-4	-১.৫E-৪
bn	scientific		-1.23E-4	-১.২৩E-৪
bn	scientific		-1.0E-4	-১E-৪
bn	scientific		-5.0E-5	-৫E-৫
bn	scientific		-1.5000000000000002E-5	-১.৫E-৫
bn	scientific		-1.0E-5	-১E-৫
bn	scientific		-4.9999999999999996E-6	-৫E-৬
bn	scientific		-1.5E-6	-১.৫E-৬
bn	scientific		-1.0E-6	-১E-৬
bn	scientific		-0.0	-০E০
bn	scientific		1.0E-6	১E-৬
bn	scientific		1.5E-6	১.৫E-৬
bn	scientific		4.9999999999999996E-6	৫E-৬
bn	scientific		1.0E-5	১E-৫
bn	scientific		1.5000000000000002E-5	১.৫E-৫
bn	scientific		5.0E-5	৫E-৫
bn	scientific		1.0E-4	১E-৪
bn	scientific		1.23E-4	১.২৩E-৪
bn	scientific		1.5000000000000001E-4	১.৫E-৪
bn	scientific		5.0E-4	৫E-৪
bn	scientific		0.001	১E-৩
bn	scientific		0.0015	১.৫E-৩
bn	scientific		0.005	৫E-৩
bn	scientific		0.01	১E-২
bn	scientific		0.015	১.৫E-২
bn	scientific		0.05	৫E-২
bn	scientific		0.1	১E-১
bn	scientific		0.125	১.২৫E-১
bn	scientific		0.135	১.৩৫E-১
bn	scientific		0.15000000000000002	১.৫E-১
bn	scientific		0.5	৫E-১
bn	scientific		1.0	১E০
bn	scientific		1.5	১.৫E০
bn	scientific		2.5	২.৫E০
bn	scientific		3.5	৩.৫E০
bn	scientific		5.0	৫E০
bn	scientific		10.0	১E১
bn	scientific		12.0	১.২E১
bn	scientific		15.0	১.৫E১
bn	scientific		50.0	৫E১
bn	scientific		100.0	১E২
bn	scientific		123.0	১.২৩E২
bn	scientific		150.0	১.৫E২
bn	scientific		500.0	৫E২
bn	scientific		999.9	৯.৯৯৯E২
bn	scientific		1000.0	১E৩
bn	scientific		1234.56	১.২৩৪৫৬E৩
bn	scientific		1500.0	১.৫E৩
bn	scientific		5000.0	৫E৩
bn	scientific		10000.0	১E৪
bn	scientific		15000.0	১.৫E৪
bn	scientific		50000.0	৫E৪
bn	scientific		100000.0	১E৫
bn	scientific		150000.0	১.৫E৫
bn	scientific		500000.0	৫E৫
bn	scientific		999999.9	৯.৯৯৯৯৯৯E৫
bn	scientific		1000000.0	১E৬
bn	scientific		1234567.0	১.২৩৪৫৬৭E৬
bn	scientific		1500000.0	১.৫E৬
bn	scientific		5000000.0	৫E৬
bn	scientific		1.0E7	১E৭
bn	scientific		1.5E7	১.৫E৭
bn	scientific		5.0E7	৫E৭
bn	scientific		1.0E8	১E৮
bn	scientific		1.5E8	১.৫E৮
bn	scientific		5.0E8	৫E৮
bn	scientific		1.0E9	১E৯
bn	scientific		1.5E9	১.৫E৯
bn	scientific		5.0E9	৫E৯
bn	scientific		1.0E10	১E১০
bn	scientific		1.5E10	১.৫E১০
bn	scientific		5.0E10	৫E১০
bn	scientific		1.0E11	১E১১
bn	scientific		1.5E11	১.৫E১১
bn	scientific		5.0E11	৫E১১
bn	scientific		1.0E12	১E১২
bn	scientific		1.5E12	১.৫E১২
bn	scientific		5.0E12	৫E১২
bn	decimal	short	-5.0E12	-৫ লা.কো.
bn	decimal	short	-1.5E12	-১.৫ লা.কো.
bn	decimal	short	-1.0E12	-১ লা.কো.
bn	decimal	short	-5.0E11	-৫কো
bn	decimal	short	-1.5E11	-১.৫কো
bn	decimal	short	-1.0E11	-১কো
bn	decimal	short	-5.0E10	-৫শত কো
bn	decimal	short	-1.5E10	-১.৫শত কো
bn	decimal	short	-1.0E10	-১ শত কো
bn	decimal	short	-5.0E9	-৫০০ কো
bn	decimal	short	-1.5E9	-১৫০ কো
bn	decimal	short	-1.0E9	-১০০ কো
bn	decimal	short	-5.0E8	-৫০ কো
bn	decimal	short	-1.5E8	-১৫ কো
bn	decimal	short	-1.0E8	-১০ কো
bn	decimal	short	-5.0E7	-৫ কো
bn	decimal	short	-1.5E7	-১.৫ কো
bn	decimal	short	-1.0E7	-১ কো
bn	decimal	short	-5000000.0	-৫০ লা
bn	decimal	short	-1500000.0	-১৫ লা
bn	decimal	short	-1234567.0	-১২ লা
bn	decimal	short	-1234565.0	-১২ লা
bn	decimal	short	-1000000.0	-১০ লা
bn	decimal	short	-999999.9	-১০ লা
bn	decimal	short	-500000.0	-৫ লা
bn	decimal	short	-150000.0	-১.৫ লা
bn	decimal	short	-100000.0	-১ লা
bn	decimal	short	-50000.0	-৫০ হা
bn	decimal	short	-15000.0	-১৫ হা
bn	decimal	short	-10000.0	-১০ হা
bn	decimal	short	-5000.0	-৫ হা
bn	decimal	short	-1500.0	-১.৫ হা
bn	decimal	short	-1234.56	-১.২ হা
bn	decimal	short	-1000.0	-১ হা
bn	decimal	short	-999.9	-১ হা
bn	decimal	short	-500.0	-৫০০
bn	decimal	short	-150.0	-১৫০
bn	decimal	short	-123.0	-১২৩
bn	decimal	short	-100.0	-১০০
bn	decimal	short	-50.0	-৫০
bn	decimal	short	-15.0	-১৫
bn	decimal	short	-12.0	-১২
bn	decimal	short	-10.0	-১০
bn	decimal	short	-5.0	-৫
bn	decimal	short	-3.5	-৩.৫
bn	decimal	short	-2.5	-২.৫
bn	decimal	short	-1.5	-১.৫
bn	decimal	short	-1.2	-১.২
bn	decimal	short	-1.0	-১
bn	decimal	short	-0.5	-০.৫
bn	decimal	short	-0.15000000000000002	-০.১৫
bn	decimal	short	-0.135	-০.১৪
bn	decimal	short	-0.125	-০.১২
bn	decimal	short	-0.1	-০.১
bn	decimal	short	-0.05	-০.০৫
bn	decimal	short	-0.015	-০.০১৫
bn	decimal	short	-0.01	-০.০১
bn	decimal	short	-0.00831765	-০.০০৮৩
bn	decimal	short	-0.005	-০.০০৫
bn	decimal	short	-0.0015	-০.০০১৫
bn	decimal	short	-0.001	-০.০০১
bn	decimal	short	-5.0E-4	-০.০০০৫
bn	decimal	short	-1.5000000000000001E-4	-০.০০০১৫
bn	decimal	short	-1.23E-4	-০.০০০১২
bn	decimal	short	-1.0E-4	-০.০০০১
bn	decimal	short	-5.0E-5	-০.০০০০৫
bn	decimal	short	-1.5000000000000002E-5	-০.০০০০১৫
bn	decimal	short	-1.0E-5	-০.০০০০১
bn	decimal	short	-4.9999999999999996E-6	-০.০০০০০৫
bn	decimal	short	-1.5E-6	-০.০০০০০১৫
bn	decimal	short	-1.0E-6	-০.০০০০০১
bn	decimal	short	-0.0	-০
bn	decimal	short	1.0E-6	০.০০০০০১
bn	decimal	short	1.5E-6	০.০০০০০১৫
bn	decimal	short	4.9999999999999996E-6	০.০০০০০৫
bn	decimal	short	1.0E-5	০.০০০০১
bn	decimal	short	1.5000000000000002E-5	০.০০০০১৫
bn	decimal	short	5.0E-5	০.০০০০৫
bn	decimal	short	1.0E-4	০.০০০১
bn	decimal	short	1.23E-4	০.০০০১২
bn	decimal	short	1.5000000000000001E-4	০.০০০১৫
bn	decimal	short	5.0E-4	০.০০০৫
bn	decimal	short	0.001	০.০০১
bn	decimal	short	0.0015	০.০০১৫
bn	decimal	short	0.005	০.০০৫
bn	decimal	short	0.01	০.০১
bn	decimal	short	0.015	০.০১৫
bn	decimal	short	0.05	০.০৫
bn	decimal	short	0.1	০.১
bn	decimal	short	0.125	০.১২
bn	decimal	short	0.135	০.১৪
bn	decimal	short	0.15000000000000002	০.১৫
bn	decimal	short	0.5	০.৫
bn	decimal	short	1.0	১
bn	decimal	short	1.5	১.৫
bn	decimal	short	2.5	২.৫
bn	decimal	short	3.5	৩.৫
bn	decimal	short	5.0	৫
bn	decimal	short	10.0	১০
bn	decimal	short	12.0	১২
bn	decimal	short	15.0	১৫
bn	decimal	short	50.0	৫০
bn	decimal	short	100.0	১০০
bn	decimal	short	123.0	১২৩
bn	decimal	short	150.0	১৫০
bn	decimal	short	500.0	৫০০
bn	decimal	short	999.9	১ হা
bn	decimal	short	1000.0	১ হা
bn	decimal	short	1234.56	১.২ হা
bn	decimal	short	1500.0	১.৫ হা
bn	decimal	short	5000.0	৫ হা
bn	decimal	short	10000.0	১০ হা
bn	decimal	short	15000.0	১৫ হা
bn	decimal	short	50000.0	৫০ হা
bn	decimal	short	100000.0	১ লা
bn	decimal	short	150000.0	১.৫ লা
bn	decimal	short	500000.0	৫ লা
bn	decimal	short	999999.9	১০ লা
bn	decimal	short	1000000.0	১০ লা
bn	decimal	short	1234567.0	১২ লা
bn	decimal	short	1500000.0	১৫ লা
bn	decimal	short	5000000.0	৫০ লা
bn	decimal	short	1.0E7	১ কো
bn	decimal	short	1.5E7	১.৫ কো
bn	decimal	short	5.0E7	৫ কো
bn	decimal	short	1.0E8	১০ কো
bn	decimal	short	1.5E8	১৫ কো
bn	decimal	short	5.0E8	৫০ কো
bn	decimal	short	1.0E9	১০০ কো
bn	decimal	short	1.5E9	১৫০ কো
bn	decimal	short	5.0E9	৫০০ কো
bn	decimal	short	1.0E10	১ শত কো
bn	decimal	short	1.5E10	১.৫শত কো
bn	decimal	short	5.0E10	৫শত কো
bn	decimal	short	1.0E11	১কো
bn	decimal	short	1.5E11	১.৫কো
bn	decimal	short	5.0E11	৫কো
bn	decimal	short	1.0E12	১ লা.কো.
bn	decimal	short	1.5E12	১.৫ লা.কো.
bn	decimal	short	5.0E12	৫ লা.কো.
bn	decimal	long	-5.0E12	-৫ লাখ কোটি
bn	decimal	long	-1.5E12	-১.৫ লাখ কোটি
bn	decimal	long	-1.0E12	-১ লাখ কোটি
bn	decimal	long	-5.0E11	-৫০,০০০ কোটি
bn	decimal	long	-1.5E11	-১৫,০০০ কোটি
bn	decimal	long	-1.0E11	-১০,০০০ কোটি
bn	decimal	long	-5.0E10	-৫০০০ কোটি
bn	decimal	long	-1.5E10	-১৫০০ কোটি
bn	decimal	long	-1.0E10	-১০০০ কোটি
bn	decimal	long	-5.0E9	-৫০০ কোটি
bn	decimal	long	-1.5E9	-১৫০ কোটি
bn	decimal	long	-1.0E9	-১০০ কোটি
bn	decimal	long	-5.0E8	-৫০ কোটি
bn	decimal	long	-1.5E8	-১৫ কোটি
bn	decimal	long	-1.0E8	-১০ কোটি
bn	decimal	long	-5.0E7	-৫ কোটি
bn	decimal	long	-1.5E7	-১.৫ কোটি
bn	decimal	long	-1.0E7	-১ কোটি
bn	decimal	long	-5000000.0	-৫০ লাখ
bn	decimal	long	-1500000.0	-১৫ লাখ
bn	decimal	long	-1234567.0	-১২ লাখ
bn	decimal	long	-1234565.0	-১২ লাখ
bn	decimal	long	-1000000.0	-১০ লাখ
bn	decimal	long	-999999.9	-১০ লাখ
bn	decimal	long	-500000.0	-৫ লাখ
bn	decimal	long	-150000.0	-১.৫ লাখ
bn	decimal	long	-100000.0	-১ লাখ
bn	decimal	long	-50000.0	-৫০ হাজার
bn	decimal	long	-15000.0	-১৫ হাজার
bn	decimal	long	-10000.0	-১০ হাজার
bn	decimal	long	-5000.0	-৫ হাজার
bn	decimal	long	-1500.0	-১.৫ হাজার
bn	decimal	long	-1234.56	-১.২ হাজার
bn	decimal	long	-1000.0	-১ হাজার
bn	decimal	long	-999.9	-১ হাজার
bn	decimal	long	-500.0	-৫০০
bn	decimal	long	-150.0	-১৫০
bn	decimal	long	-123.0	-১২৩
bn	decimal	long	-100.0	-১০০
bn	decimal	long	-50.0	-৫০
bn	decimal	long	-15.0	-১৫
bn	decimal	long	-12.0	-১২
bn	decimal	long	-10.0	-১০
bn	decimal	long	-5.0	-৫
bn	decimal	long	-3.5	-৩.৫
bn	decimal	long	-2.5	-২.৫
bn	decimal	long	-1.5	-১.৫
bn	decimal	long	-1.2	-১.২
bn	decimal	long	-1.0	-১
bn	decimal	long	-0.5	-০.৫
bn	decimal	long	-0.15000000000000002	-০.১৫
bn	decimal	long	-0.135	-০.১৪
bn	decimal	long	-0.125	-০.১২
bn	decimal	long	-0.1	-০.১
bn	decimal	long	-0.05	-০.০৫
bn	decimal	long	-0.015	-০.০১৫
bn	decimal	long	-0.01	-০.০১
bn	decimal	long	-0.00831765	-০.০০৮৩
bn	decimal	long	-0.005	-০.০০৫
bn	decimal	long	-0.0015	-০.০০১৫
bn	decimal	long	-0.001	-০.০০১
bn	decimal	long	-5.0E-4	-০.০০০৫
bn	decimal	long	-1.5000000000000001E-4	-০.০০০১৫
bn	decimal	long	-1.23E-4	-০.০০০১২
bn	decimal	long	-1.0E-4	-০.০০০১
bn	decimal	long	-5.0E-5	-০.০০০০৫
bn	decimal	long	-1.5000000000000002E-5	-০.০০০০১৫
bn	decimal	long	-1.0E-5	-০.০০০০১
bn	decimal	long	-4.9999999999999996E-6	-০.০০০০০৫
bn	decimal	long	-1.5E-6	-০.০০০০০১৫
bn	decimal	long	-1.0E-6	-০.০০০০০১
bn	decimal	long	-0.0	-০
bn	decimal	long	1.0E-6	০.০০০০০১
bn	decimal	long	1.5E-6	০.০০০০০১৫
bn	decimal	long	4.9999999999999996E-6	০.০০০০০৫
bn	decimal	long	1.0E-5	০.০০০০১
bn	decimal	long	1.5000000000000002E-5	০.০০০০১৫
bn	decimal	long	5.0E-5	০.০০০০৫
bn	decimal	long	1.0E-4	০.০০০১
bn	decimal	long	1.23E-4	০.০০০১২
bn	decimal	long	1.5000000000000001E-4	০.০০০১৫
bn	decimal	long	5.0E-4	০.০০০৫
bn	decimal	long	0.001	০.০০১
bn	decimal	long	0.0015	০.০০১৫
bn	decimal	long	0.005	০.০০৫
bn	decimal	long	0.01	০.০১
bn	decimal	long	0.015	০.০১৫
bn	decimal	long	0.05	০.০৫
bn	decimal	long	0.1	০.১
bn	decimal	long	0.125	০.১২
bn	decimal	long	0.135	০.১৪
bn	decimal	long	0.15000000000000002	০.১৫
bn	decimal	long	0.5	০.৫
bn	decimal	long	1.0	১
bn	decimal	long	1.5	১.৫
bn	decimal	long	2.5	২.৫
bn	decimal	long	3.5	৩.৫
bn	decimal	long	5.0	৫
bn	decimal	long	10.0	১০
bn	decimal	long	12.0	১২
bn	decimal	long	15.0	১৫
bn	decimal	long	50.0	৫০
bn	decimal	long	100.0	১০০
bn	decimal	long	123.0	১২৩
bn	decimal	long	150.0	১৫০
bn	decimal	long	500.0	৫০০
bn	decimal	long	999.9	১ হাজার
bn	decimal	long	1000.0	১ হাজার
bn	decimal	long	1234.56	১.২ হাজার
